Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0052	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Complete	Composite	08/23/2021 09:25 AM	08/27/2021 09:25 AM	08/27/2021 09:55 AM	EL		10820	SARS-CoV-2 N1	5.778679848	0	2615.09491	6139.84734	SARS-CoV-2 N2	0	0	2786.116028	0					Human RNase P	46076.54542	43.36616039	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/27/2021	8.03	8/27/21	NT04155	Kookaburra		CP0005	C01	JL	8/27/21	2102028	Kookaburra	C5	EP0005	B01	JL	08/27/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	C5	AP0005	E02	JL	
A02-0336	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
J01-0011	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0098	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Complete	Grab	09/13/2021 09:32 AM	09/13/2021 09:32 AM	09/13/2021 09:32 AM	EL		15765	SARS-CoV-2 N1	2.985208333	0	1320.22522	3171.78385	SARS-CoV-2 N2	26.88051939	0	1524.019623	28560.55185					Human RNase P	735418.0908	692.1582031	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/13/2021	8.47	9/13/21	NT04155	Halcyon		CP0011	C02	JL	9/13/21	2105033	Halcyon	B6	EP0011	B02	JL	09/20/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B6	AP0008	B06	JL	
A02-0018	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	08/16/2021 10:05 AM	08/18/2021 10:05 AM	08/18/2021 10:06 AM	EL		18936	SARS-CoV-2 N1	7.456634641	0	1685.59967	7922.67431	SARS-CoV-2 N2	9.942705035	1.36802882	1874.414978	10564.1241					Human RNase P	6602.054536	6.213698387	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/18/2021	7.02	8/18/21	NT04155	Kookaburra		CP000000	A03	JL	8/18/21	2102028	Kookaburra		EP000000	A03	JL		OneStep RT-ddPCR	Manual	DQ	58477036	QX 200	G3	AP000000	A03	JL	
A02-0107	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Composite	09/13/2021 09:50 AM	09/15/2021 09:45 AM	09/15/2021 09:45 AM	EL		12293	SARS-CoV-2 N1	47.89996147	0	1320.22522	50893.70906	SARS-CoV-2 N2	32.56136179	0	1524.019623	34596.4469					Human RNase P	173463.0024	163.2592964	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/15/2021	7.1	9/15/21	NT04155	Kookaburra		CP0012	A06	JL	9/15/21	2105033	Halcyon	D6	EP0012	A06	JL	09/20/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D6	AP0008	C06	JL	
A03-0034	Sample	Sample	K-12	Monongalia	CheatLakeES-01	Pass	Processing	Complete	Composite	09/29/2021 06:00 AM	09/29/2021 02:00 PM	09/30/2021 11:10 AM	BL		20738	SARS-CoV-2 N1	7.368445396	0	1593.187866	7828.97323	SARS-CoV-2 N2	16.21292472	0	2077.493896	17226.23251					Human RNase P	3131.362572	2.947164774	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/06/2021	7.35	10/7/21	NT04474	Halcyon		CP0021	D03	JL	10/7/21	2108052	Halcyon	I7	EP0021	B07	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	I7	AP0012	G03	JL	
A01-0114	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/01/2021 12:00 AM	12/01/2021 11:55 PM	12/01/2021 12:00 AM	JF		15612	SARS-CoV-2 N1	419.6903992	0	584.9592972	747573.5235	SARS-CoV-2 N2	448.8594437	0	645.5539703	799530.884	None				Human RNase P	83304.91841	46.76767349	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/03/2021	7.18	12/6/21	NT04474	Halcyon		CP0044	B04	AJ	12/6/21	2108255	Halcyon	A8	EP0044	A08	AJ	12/09/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A8	AP0025	A08	JL	
A03-0157	Sample	Sample	K-12	Monongalia	NorthES-01		Processing	Processing																																																																																																
B01-0030							Processing	Processing																																																																																																
F01-0019	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Processing	Confirming	Composite	11/03/2021 02:00 PM	11/04/2021 02:00 PM	11/04/2021 02:00 PM	BP		6605	SARS-CoV-2 N1	7.125806212	0	560.2787018	7571.1691	SARS-CoV-2 N2	10.68951845	0	653.7683868	11357.61335	None				Human RNase P	15144.63201	14.25377131	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/05/2021		11/5/21	NT04474	Kookaburra		CP00033	B02	JL	11/5/21	21108255	Kookaburra	A8	EP0033	A08	JL	11/08/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A8	AP0017	A08	AJ	
A03-0023	Sample	Sample	K-12	Monongalia	SuncrestES-01	Pass	Processing	Complete	Composite	10/11/2021 06:00 AM	10/11/2021 02:00 PM	10/14/2021 11:15 AM	BL		10042	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0	None				Human RNase P	2489.667889	2.343216836	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/18/2021		10/18/21	NT04474	Halcyon		CP0026	B01	JL	10/18/21	2108255	Halcyon	H5	EP0026	A05	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	H5	AP0014	E04	JL	
A03-0190	Sample	Sample	K-12	Monongalia	MountainviewES-01		Processing	Processing																																																																																																
A03-0192	Sample	Sample	K-12	Monongalia	MorgantownHS-01		Processing	Processing																																																																																																
A02-0239	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	12/01/2021 09:00 AM	12/03/2021 09:00 AM	12/03/2021 09:52 AM	GZ		19629	SARS-CoV-2 N1	5.994296074	0	0	10677.33988	SARS-CoV-2 N2	4.795314968	0	0	8541.65479					Human RNase P	10677.33988	5.994296074	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005	Human RNase P																																			AJ	12/01/2021	8.43	12/3/21	NT04474	Halcyon		CP0043	A03	AJ	12/3/21	2110258	Halcyon	J3	EP0043	A03	AJ	12/06/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J3	AP000024	A03	JL	
A0240	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	02/11/2021 12:00 PM	02/11/2021 11:55 AM	02/11/2021 08:00 AM	GG	9.206	14185	SARS-CoV-2 N1				41796	SARS-CoV-2 N2				29880					Human RNase P	11952		100	PEG Precipitation	6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	02/18/2021		2/22/21						AT	2/24/21						AT	03/11/2021	OneStep RT-ddPCR	Manual	DQ							
A02-0292	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
G01-0028	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Processing	Composite	11/13/2021 08:00 AM	11/14/2021 07:00 AM	11/14/2021 07:45 AM	-																																																																JL	11/16/2021	7.41																									
C01-0062							Processing	Processing																																																																																																
A03-0039	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Processing	Confirming	Composite	10/08/2021 06:00 AM	10/08/2021 02:00 PM	10/08/2021 02:15 PM	BL		922	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/18/2021		10/18/21	NT04474	Halcyon		CP0026	A01	JL	10/18/21	2108255	Halcyon	H1	EP0026	A01	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	H1	AP0014	A04	JL	
A1075	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	06/21/2021 12:00 AM	06/21/2021 11:55 PM	06/21/2021 11:55 PM	EL	9.229	13655	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			493263.75			207.69	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	06/25/2021	6.48	7/7/21			pH - 6.48				7/7/21						JL	07/07/2021	OneStep RT-ddPCR	Manual	DQ							
F01-0021	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Fail: Missing Required Data	Rejected	Rejected	Composite						12585	SARS-CoV-2 N1	118.083086	0	1097.667847	125463.2789	SARS-CoV-2 N2	22.44637728	0	1200.682373	23849.27586					Human RNase P	7947.229855	7.479745746	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/27/2021	6.87	9/29/21	NT04474	Halcyon		CP0018	A02	JL	9/29/21	2105049	Halcyon	B2	EP0018	A02	JL	09/29/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B2	AP0010	D02	JL	NO METADATA
H01-0051	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A02-0171	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Composite	10/13/2021 09:58 AM	10/15/2021 09:47 AM	10/15/2021 09:47 AM	CA		12494	SARS-CoV-2 N1	54.67792988	0	2152.007294	58095.3005	SARS-CoV-2 N2	24.49508429	0	2493.552246	26026.02705	None				Human RNase P	70131.89435	66.0064888	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/2021	7.5	10/15/21	NT04474	Halcyon		CP0025	A02	JL	10/15/21	2108255	Halcyon	E2	EP0025	A02	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	E2	AP0014	B01	JL	
C01-0011	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	09/29/2021 07:00 AM	09/29/2021 07:00 AM	09/29/2021 07:00 AM	MVC		14723	SARS-CoV-2 N1	69.00279045	1355.395355	0	73315.46485	SARS-CoV-2 N2	87.85762787	1548.404388	0	93348.72961					Human RNase P	16643.34759	15.66432714	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/01/2021		10/1/21	NT04474	Halcyon	E2	CP0019	C06	JL	10/1/21	2108052	Halcyon	E2	EP0019	C02	JL	10/05/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	E2	AP0011	B03	JL	
A02-0039	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Composite	08/23/2021 09:55 AM	08/25/2021 09:55 AM	08/25/2021 09:38 AM	EL		17859	SARS-CoV-2 N1	295.5689621	-20	2835.271912	314042.0222	SARS-CoV-2 N2	308.093586	-20	3151.898499	327349.4351					Human RNase P	84842.54152	79.85180378	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/25/2021	7.09	8/25/21	NT04155	Kookaburra		CP0004	A05	JL	8/25/21	2102028	Kookaburra	L5	EP0004	A05	JL	08/25/2021	OneStep RT-ddPCR	CHECK	DQ	58477036	QX One	L5	AP0004	E02	JL	
A02-0074	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Complete	Composite	09/01/2021 09:08 AM	09/03/2021 09:08 AM	09/03/2021 09:30 AM	EL		18056	SARS-CoV-2 N1	36.51610851	0	1303.838043	38798.36529	SARS-CoV-2 N2	44.34836864	0	1366.207123	47120.14169					Human RNase P	62383.9277	58.7142849	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/03/2021	6.81	9/3/21	NT04155	Halcyon		CP0008	A04	JL	9/3/21	2102028	Halcyon	I4	EP0008	A04	JL	09/09/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	I4	AP0007	B06	JL	
A0223	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	01/19/2021 12:00 AM	01/19/2021 11:59 PM	01/19/2021 12:00 AM	GS	8.058	10196	SARS-CoV-2 N1				77592	SARS-CoV-2 N2				66504					Human RNase P	11088		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/22/2021		2/5/21						MS	2/19/21						MS	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
A01-0133	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01		Processing	Processing																																																																																																
C01-0009	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	09/26/2021 07:00 AM	09/27/2021 07:00 AM	09/27/2021 07:00 AM	MVC	5.676	14616	SARS-CoV-2 N1	32.91093826	1355.395355	0	34967.8719	SARS-CoV-2 N2	46.3888073	1548.404388	0	49288.10775					Human RNase P	27016.0006	25.42682409	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/01/2021		10/1/21	NT04474	Halcyon	E4	CP0019	D02	JL	10/1/21	2108052	Halcyon	E4	EP0019	C04	JL	10/05/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	E4	AP0011	D03	JL	FLOW: 5.676
J01-0012	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
B01-0054	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	12/01/2021 07:00 AM	12/02/2021 07:00 AM	12/02/2021 07:30 AM	-	6.929	12660	SARS-CoV-2 N1	11.15402341	0	584.9592972	19868.1042	SARS-CoV-2 N2	5.576350689	0	645.5539703	9932.87467	None				Human RNase P	6621.655086	3.717420399	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005	Human RNase P																																			AJ	12/03/2021	7.41	12/3/21	NT04474	Halcyon		CP0043	C06	AJ	12/3/21	2110258	Halcyon	L2	EP0043	C02	AJ	12/09/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_16 L2	AP0025	B06	JL	
A03-0003	Sample	Sample					Processing	Unknown																																																																																																
H01-0091	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Complete							17366	SARS-CoV-2 N1	24.4010734558106	0	368.726463317872	0	SARS-CoV-2 N2	35.254123210907	0	319.80276107788	0	None				Human RNase P	0	10.8417975902557	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																							2021-12-17	NT04474	Halcyon		CP0051	D01	AJ	2021-12-17	2108255	Halcyon	D5	EP0051	B05	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D5	AP0028	F05	JL	
B01-0016	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	10/07/2021 07:00 AM	10/08/2021 07:00 AM	10/08/2021 08:15 AM	KM		8988	SARS-CoV-2 N1	18.33222628	0	2152.007294	19477.99042	SARS-CoV-2 N2	34.05694008	0	2493.552246	36185.49883	None				Human RNase P	2781.641055	2.61801511	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				KM	10/13/2021	6.93	10/18/21	NT04474	Halcyon		CP0026	D05	JL	10/18/21	2108255	Halcyon	J1	EP0026	B09	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	J1	AP0014	G07	JL	
A03-0164	Sample	Sample	K-12	Monongalia	MorgantownHS-01		Processing	Processing																																																																																																
A02-0311	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
E02-0021							Processing	Complete							10885	SARS-CoV-2 N1	2.16173559427262	0	368.726463317872	0	SARS-CoV-2 N2	0	0	319.80276107788	0	None				Human RNase P	0	4.32366967201232	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																							2021-12-17	NT04474	Halcyon		CP0051	A04	AJ	2021-12-17	2108255	Halcyon	C4	EP0051	A04	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C4	AP0028	E04	JL	
A01-0067	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Confirming	Composite	10/19/2021 12:00 AM	10/19/2021 11:55 PM	10/19/2021 11:55 PM	GG	7.355	0.11	SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.92	10/25/21	NT04474	Halcyon		CP0028	A01	JL	10/25/21	2108255	Halcyon	A1	EP0028	A01	JL	11/01/2021	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	NAB_13 A1	AP0015	A01	JL	
A02-0014	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	08/14/2021 09:00 AM	08/16/2021 09:00 AM	08/16/2021 10:05 AM	Eric Lundstrom		19433	SARS-CoV-2 N1	31.50179148	0	1714.019012	33470.65294	SARS-CoV-2 N2	30.28940439	0	1783.141785	32182.49166					Human RNase P	19304.52213	18.168962	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	08/16/2021	7.83	8/16/21	NT04155	Halcyon		CP000000	B05	JL	8/16/21	2102028	Halcyon		EP000000	A11	JL	08/16/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200		AP000000	B03	JL	
A01-0128	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01		Processing	Processing																																																																																																
E01-0008	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/15/2021 07:50 AM	11/16/2021 07:50 AM	11/16/2021 08:00 AM	-	1.763	16284	SARS-CoV-2 N1	66.56132221	0	1092.976303	118562.3552	SARS-CoV-2 N2	56.42027378	0	1279.930573	100498.6127	None				Human RNase P	2573.879482	1.444984972	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/2021	6.72	11/22/21	NT04474	Halcyon		CP0039	C03	AJ	11/22/21	2108255	Halcyon	D3	EP0039	B03	AJ	11/29/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D3	AP0022	D03	JL	
A03-0080	Sample	Sample	K-12	Monongalia	MountainviewES-01	Pass	Processing	Complete	Composite	11/10/2021 06:00 AM	11/10/2021 02:00 PM	11/11/2021 09:40 AM	BL		16746	SARS-CoV-2 N1	0	0	1092.976303	0	SARS-CoV-2 N2	7.026431561	0	1279.930573	7465.58353	None				Human RNase P	40340.662	37.96768188	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/12/2021	6.06	11/15/21	NT04474	Halcyon		CP0035	B06	LW	11/15/21	2108255	Halcyon	D4	EP0035	B04	JL	11/29/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D4	AP0022	F04	JL	
A03-0151	Sample	Sample	K-12	Monongalia	SuncrestES-01		Processing	Processing																																																																																																
A02-0252	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	12/08/2021 09:00 AM	12/10/2021 09:00 AM	12/10/2021 10:29 AM	GZ		14804	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	5662.604403	3.17900598	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/2021	7.93	12/10/21	NT04474	Halcyon		CP0047	B05	AJ	12/10/21	2108255	Halcyon	F3	EP0047	B03	AJ	12/14/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F3	AP0027	D03	JL	
A01-0041	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	09/18/2021 12:00 AM	09/18/2021 11:55 PM	09/18/2021 11:55 PM	GG	7.348	13981	SARS-CoV-2 N1	104.5753288	0	1097.667847	111111.2869	SARS-CoV-2 N2	55.60320377	0	1200.682373	59078.40401					Human RNase P	23256.64699	21.88860893	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/24/2021	6.54	9/27/21	NT04474	Halcyon		CP0017	A02	JL	9/27/21	2105049	Halcyon	K2	EP0017	A02	JL	09/29/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	K2	AP0010	A02	JL	
H01-0033	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	11/08/2021 08:00 AM	11/09/2021 08:00 AM	11/09/2021 08:15 AM	DRC		15719	SARS-CoV-2 N1	28.4	0	1193.4	30175	SARS-CoV-2 N2	33	0	1245	35062.5					Human RNase P	6375	6	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				AJ	11/11/2021	6.85	11/12/21	NT04474	Kookaburra		CP0035	B01	AJ	11/12/21	2108255	Kookaburra	G5	EP0035	A05	AJ	11/18/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G5	AP0020	D05	JL	
G01-0057	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Confirming	Composite	10/20/2021 09:00 AM	10/21/2021 08:00 AM	10/21/2021 09:00 AM	--		51.4	SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.11	10/25/21	NT04474	Halcyon		CP0028	C04	JL	10/25/21	2108255	Halcyon	B8	EP0028	B08	JL	11/01/2021	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	B8	AP0015	B08	JL	
