Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A0239	10568	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			86880	SARS-CoV-2 N2			106950																													CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Human RNase P	13350	Timothy Driscoll	2/24/21 10:41	2/24/21 10:41	Monongalia County	A0239	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/10/21 8:00	Composite	2/10/21 11:55	2/10/21 12:00	TD	2/11/21		StarCityWWTP-01	Available
A1068		OneStep RT-ddPCR	BRSV	0												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.48						Josh Lambert		07/09/2021 11:43 AM		A1068	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/10/2021 11:55 PM	Composite	06/10/2021 11:55 PM	06/10/2021 12:00 AM	JL	06/11/2021	6.48	StarCityWWTP-01	Available
A0246	13754	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			119184	SARS-CoV-2 N2			49296																													CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Human RNase P	36960	Timothy Driscoll	11/13/20 17:12	11/13/20 17:12	Monongalia County	A0246	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/8/20 0:00	Composite	11/8/20 23:59	11/8/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A1078		OneStep RT-ddPCR	BRSV	97018.75												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.39						Josh Lambert		07/09/2021 12:06 PM		A1078	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/24/2021 11:55 PM	Composite	06/24/2021 11:55 PM	06/24/2021 12:00 AM	JL	07/09/2021	6.39	StarCityWWTP-01	Available
A1031	10841	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			78180	SARS-CoV-2 N2			104250																													CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				5				MVS	Human RNase P	32550	Mathilda Santee	4/23/21 10:55	4/23/21 10:55	Monongalia County	A1031	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:55	Composite	4/18/21 11:59	4/18/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A0438	13540	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			25038	SARS-CoV-2 N2			40680																													CDC N1/N2/RP Triplex	0.005			100				3					Human RNase P	18774	Mathilda Santee	3/3/21 11:42	3/3/21 11:42	Monongalia County	A0438		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/21/21 12:00	Composite	2/21/21 12:00	2/21/21 12:00				StarCityWWTP-01	Available
A0225	16115	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			39438	SARS-CoV-2 N2			31554																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				3				MS	Human RNase P	5256	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0225	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/21/21 0:00	Composite	1/21/21 23:59	1/21/21 0:00	TD	1/22/21		StarCityWWTP-01	Available
A1040	12025	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			4692	SARS-CoV-2 N2			4692																													CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				2				KED	Human RNase P	14088	Mathilda Santee	4/30/21 11:12	4/30/21 11:12	Monongalia County	A1040	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	4/30/21 11:11	Composite	4/30/21 11:59	4/29/21 11:59	MVS	4/30/21		StarCityWWTP-01	Available
A0214	16742	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			131712	SARS-CoV-2 N2			101280																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3384	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0214	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/6/21 0:00	Composite	1/6/21 23:59	1/6/21 0:00	TD	1/8/21		StarCityWWTP-01	Available
A1008	11651	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Human RNase P	74217.6	Josh Lambert	3/19/21 15:33	3/19/21 15:33	Monongalia County	A1008	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/17/21 11:59	Composite	3/17/21 11:59	3/17/21 12:01	JL	3/19/21		StarCityWWTP-01	Available
A1011	12587	OneStep RT-ddPCR				3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				9				MVS	Human RNase P	50490	Mathilda Santee	3/26/21 10:52	3/26/21 10:52	Monongalia County	A1011	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	3/26/21 10:52	Composite	3/22/21 12:00	3/22/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available
A1109		OneStep RT-ddPCR	BRSV	336347.5												SARS-CoV-2 N1			4726.25	SARS-CoV-2 N2			4726.25																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1109		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/27/21 23:55	Composite	7/27/21 23:55	7/27/21 0:00	JL			StarCityWWTP-01	Available
A02-0024	17511	OneStep RT-ddPCR	None			8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H4	AP000000	A04	JL	SARS-CoV-2 N1	0	99.91557173	1806.353282	SARS-CoV-2 N2	0	99.91831254	27283.8853																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A04	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP000000	A04	JL		Pass	Pass	Pass			8/20/21 10:10	Composite	8/20/21 10:10	8/18/21 10:10				CollegePark-02	
A1070		OneStep RT-ddPCR	BRSV	190332.5												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.37						Josh Lambert		07/09/2021 11:47 AM		A1070	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/14/2021 11:55 PM	Composite	06/14/2021 11:55 PM	06/14/2021 12:00 AM	JL	06/18/2021	6.37	StarCityWWTP-01	Available
A0038	13631	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			100764	SARS-CoV-2 N2			74628																													CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.6				AT	Human RNase P	59680.8	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0038	12/15/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	DW	12/10/20 0:00	Composite	12/10/20 11:59	12/10/20 12:00	TD	12/14/20		StarCityWWTP-01	Available
A0217	15849	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			129270	SARS-CoV-2 N2			142680																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	4440	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0217	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/11/21 0:00	Composite	1/11/21 23:59	1/11/21 0:00	TD	1/15/21		StarCityWWTP-01	Available
A0024	13430	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			23962.8	SARS-CoV-2 N2			7980																													CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.8				MS	Human RNase P	39968.4	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0024	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/23/20 0:00	Composite	11/23/20 23:59	11/23/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A1076		OneStep RT-ddPCR	BRSV	166487.5												SARS-CoV-2 N1			0	SARS-CoV-2 N2			4892.5																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.47						Josh Lambert		07/09/2021 11:59 AM		A1076	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/22/2021 11:55 PM	Composite	06/22/2021 11:55 PM	06/22/2021 12:00 AM	JL	06/25/2021	6.47	StarCityWWTP-01	Available
A0234	18510	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			75546	SARS-CoV-2 N2			51516																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4.5				MS	Human RNase P	17172	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0234	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	2/3/21 0:00	Composite	2/3/21 23:59	2/3/21 0:00	TD	2/4/21		StarCityWWTP-01	Available
A02-0005	16325	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	99.94874319	0	SARS-CoV-2 N2	0	99.95073014	3062.97486	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL			Eric Lundstrum		8/13/21 9:12	WVU Morgantown	Secondary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 9:12	Composite	8/13/21 9:00	8/12/21 9:00	Josh Lambert	8/13/21	7.34	Evansdale-01	
A1087		OneStep RT-ddPCR	BRSV	269040												SARS-CoV-2 N1			0	SARS-CoV-2 N2			4868.75																													N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.57						Josh Lambert		07/09/2021 12:22 PM		A1087	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	07/07/2021 11:55 PM	Composite	07/07/2021 11:55 PM	07/07/2021 12:00 AM	JL	07/09/2021	6.57	StarCityWWTP-01	Available
A0222	16140	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			38496	SARS-CoV-2 N2			52512																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3504	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0222	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/18/21 0:00	Composite	1/18/21 23:59	1/18/21 0:00	TD	1/22/21		StarCityWWTP-01	Available
A0046	18937	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			67140	SARS-CoV-2 N2			22410																													CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				15				MS	Human RNase P	22410	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0046	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/22/20 0:00	Composite	12/22/20 11:59	12/22/20 12:00	TD	1/7/21		StarCityWWTP-01	Available
A0104	14007	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			13708.8	SARS-CoV-2 N2			13708.8																													CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Human RNase P	17136	Timothy Driscoll	11/9/20 16:56	11/9/20 16:56	Monongalia County	A0104	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/5/20 0:00	Composite	11/5/20 23:59	11/5/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A02-0018	18936	OneStep RT-ddPCR	None			8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL	SARS-CoV-2 N1	0	99.84027292	41756.86463	SARS-CoV-2 N2	31.54926549	99.85634831	50849.03944																													Multiplex	0.005		8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL			Eric Lundstrum		8/18/21 10:07	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL		Pass	Pass	Pass	Pass	EL	8/18/21 10:06	Composite	8/18/21 10:05	8/16/21 10:05	JL	8/18/21	7.02	NorthHighSt-02 (MUB)	
A0441	11186	OneStep RT-ddPCR				3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			30288	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005			100				8					Human RNase P	20208	Mathilda Santee	3/3/21 11:46	3/3/21 11:46	Monongalia County	A0441		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/24/21 12:00	Composite	2/24/21 12:00	2/24/21 12:00				StarCityWWTP-01	Available
A0226	12328	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			107151	SARS-CoV-2 N2			69300																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5.5				MS	Human RNase P	6303	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0226	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/24/21 0:00	Composite	1/24/21 23:59	1/24/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A0035	16284	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			112130.4	SARS-CoV-2 N2			75832.8																													CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.8				MS	Human RNase P	49430.4	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0035	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/7/20 0:00	Composite	12/7/20 11:59	12/7/20 12:00	TD	12/11/20		StarCityWWTP-01	Available
A0238	11383	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			14880	SARS-CoV-2 N2			39696																													CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				4				AT	Human RNase P	4968	Timothy Driscoll	2/24/21 10:41	2/24/21 10:41	Monongalia County	A0238	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/9/21 8:00	Composite	2/9/21 11:55	2/9/21 12:00	TD	2/11/21		StarCityWWTP-01	Available
A1020	11142	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			6330	SARS-CoV-2 N2			12660																													CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	12660	Josh Lambert	4/9/21 12:53	4/9/21 12:53	Monongalia County	A1020	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	4/1/21 11:55	Composite	4/1/21 11:55	4/1/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A0231	15227	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			122496	SARS-CoV-2 N2			127578																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5.5				MS	Human RNase P	10197	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0231	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/31/21 0:00	Composite	1/31/21 23:59	1/31/21 0:00	TD	2/4/21		StarCityWWTP-01	Available
A0249	10132	OneStep RT-ddPCR				11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			151837.2	SARS-CoV-2 N2			132824.4																													CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				3.4				MS	Human RNase P	61628.4	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0249	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/11/20 0:00	Composite	11/11/20 23:59	11/11/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A1050		OneStep RT-ddPCR	BRSV	272935												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.98						Josh Lambert		07/08/2021 11:12 AM		A1050	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/17/2021 11:55 PM	Composite	05/17/2021 11:55 PM	05/17/2021 12:00 AM	JL	05/21/2021	6.98	StarCityWWTP-01	Available
A0219	16477	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			82332	SARS-CoV-2 N2			110664																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				3				MS	Human RNase P	2574	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0219	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/13/21 0:00	Composite	1/13/21 23:59	1/13/21 0:00	TD	1/15/21		StarCityWWTP-01	Available
A1106	18310	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A02	JL	SARS-CoV-2 N1	0	99.9626002	1185.207039	SARS-CoV-2 N2	0	99.96326296	1630.482818																													Multiplex	0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL								8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Pass	Pass	Pass											
A1099		OneStep RT-ddPCR	BRSV	646403.75												SARS-CoV-2 N1			11613.75	SARS-CoV-2 N2			15485																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1099		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/25/21 23:55	Composite	7/25/21 23:55	7/25/21 0:00	JL			StarCityWWTP-01	Available
A02-0031	18646	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I7	AP000002	A07	JL	SARS-CoV-2 N1	0	99.93699063	180.6101026	SARS-CoV-2 N2	0	99.94261999	324.66756																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B01	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A07	JL		Pass	Pass	Pass			8/23/21 9:55	Grab	8/23/21 9:55	8/23/21 9:55				NorthHighSt-02 (MUB)	
A0247	15880	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			1542888	SARS-CoV-2 N2			961152																													CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Human RNase P	71160	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0247	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/9/20 0:00	Composite	11/9/20 23:59	11/9/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A02-0026	12152	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I2	AP000002	A02	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL						WVU Morgantown	Secondary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A02	JL		Pass	Pass	Pass			8/23/21 9:13	Grab	8/23/21 9:13	8/23/21 9:13				Evansdale-01	
A02-0010	17250	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	99.94874319	0	SARS-CoV-2 N2	0	99.95073014	0	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B02	JL			Eric Lundstrum		8/16/21 9:28	WVU Morgantown	Secondary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	Alexander Brun	8/16/21 9:28	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	6.85	Evansdale-01	
A1091		OneStep RT-ddPCR	BRSV	247142.5												SARS-CoV-2 N1			4322.5	SARS-CoV-2 N2			4322.5																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1091		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/13/21 23:55	Composite	7/13/21 23:55	7/13/21 0:00	JL			StarCityWWTP-01	Available
A02-0025	18991	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I1	AP000002	A01	JL	SARS-CoV-2 N1	0	99.93699063	25093.2497	SARS-CoV-2 N2	0	99.94261999	25093.2497																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A01	JL						WVU Morgantown	Secondary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A01	JL		Pass	Pass	Pass			8/23/21 9:13	Composite	8/23/21 9:16	8/21/21 9:16				Evansdale-01	
A1082		OneStep RT-ddPCR	BRSV	273457.5												SARS-CoV-2 N1			4797.5	SARS-CoV-2 N2			4797.5																													N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.47						Josh Lambert		07/09/2021 12:15 PM		A1082	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/30/2021 11:55 PM	Composite	06/30/2021 11:55 PM	06/30/2021 12:00 AM	JL	07/09/2021	6.47	StarCityWWTP-01	Available
A1025	14133	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			59970	SARS-CoV-2 N2			34980																													CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	24990	Josh Lambert	4/9/21 12:59	4/9/21 12:59	Monongalia County	A1025	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	4/8/21 11:55	Composite	4/8/21 11:55	4/8/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A01-0012																																																																						Monongalia County	Primary																	8/22/21 23:59	Composite	8/22/21 23:59	8/22/21 0:00				StarCityWWTP-01	
A01-0009	17879	OneStep RT-ddPCR	None			8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1	0	99.91557173	42236.6682	SARS-CoV-2 N2	0	99.91831254	58698.82864																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL						Monongalia County	Primary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL		Pass	Pass	Pass			8/18/21 11:59	Composite	8/18/21 11:59	8/18/21 12:01				StarCityWWTP-01	
