Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A04-0056	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/13/2022 08:00 AM	04/14/2022 08:00 AM	0.667	04/14/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	122044.8585	90172.79148	106108.82499	308147.215152261	227674.438059737	267910.826605999	0.0154073607576131	0.0113837219029868	NA	55735.985559	86768.8644548505	160207.378892374	203506.728812105	45776.3253855	70535.6950330845	133278.90592112	157274.5626183	35816.665212	59033.1030448009	106350.432949867	130081.88952133
E01-0073	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/02/2022 08:15 AM	03/03/2022 08:15 AM	2.911	03/11/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	131937.8257	118455.7343	125196.78	1453866.24428342	1305302.65014497	1379584.4472142	0.00403851734523172	0.00362584069484715	NA	48734.8700754	90598.540526062	708157.844489177	1007107.80985133	47714.4576784	84671.7934204286	698159.280849397	948597.986968478	46694.0452814	78839.1065431317	688160.717209616	892905.201907608
H01-0196	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/19/2022 08:00 AM	04/20/2022 08:00 AM	2.5	04/22/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2154	1797	1975.5	20384.43285	17005.954425	18695.1936375	0.00016987027375	0.000141716286875	NA	8903.3820442	20921.7247014572	74573.8172091844	173633.178529013	7699.9628882	16319.8275516051	65097.5073110162	135907.904410868	6496.5437322	12660.1494936712	55621.197412848	107325.338041251
A01-0076	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/30/2021 12:00 AM	10/30/2021 11:55 PM	11.237	11/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112048.3065	106138.4887	109093.3976	4766159.83982805	4514775.97568138	4640467.90775471	0.00986210859093704	0.00934194664724668	NA	67500.144936	87292.2439382975	2367325.35205224	3467782.21071298	60578.4239407	84288.0772522744	2137583.90614896	3399691.64591668	53656.7029454	83578.9359514997	1907842.46024568	3390565.34350756
A0244	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/16/2020 12:00 AM	11/16/2020 11:59 PM	6.501	12/07/2020	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66502.8	71240.4	68871.6	1636564.10732615	1753151.47078856	1694857.78905736	0.00338636837304699	0.00362761022758766	NA	74732.4	89665.7747311374	2039875.61812645	2512772.91473492	75671.16	86090.9640371984	2085152.54055735	2550457.12823461	76609.92	85240.8642589855	2130429.46298824	2671130.53308454
J01-0024	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/08/2022 08:00 AM	04/09/2022 08:00 AM	0.379	04/13/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1670	138	904	2395.8995513	197.98451382	1296.94203256	0.000342271364471429	2.82835019742857e-05	NA	1175	709.402152506912	1356.304075098	1129.15805380591	1074.8	587.368857870173	1304.317525404	1188.36169663185	974.6	1547.27205502478	1252.33097571	2301.83374171789
G01-0109	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	05/01/2022 09:00 AM	05/02/2022 08:00 AM	1.173	05/05/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8949.449826	2982.937689	5966.1937575	39738.1161436288	13245.0962505334	26491.6061970811	0.000486509747106131	0.000162158377210252	NA	8616.9199464	12041.8234701261	33727.039124149	50590.3874281503	6182.9987278	7118.79122245287	23901.7426900718	28376.5377778334	3749.0775092	5579.50072877367	14076.4462559947	18013.4297780655
G01-0061	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/25/2021 09:00 AM	10/26/2021 08:00 AM	NA	10/27/2021	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	127724.7858	116086.446	121905.6159	NA	NA	NA	NA	NA	NA	98343.313654	144530.006264339	NA	NA	97949.425345	144873.663152913	NA	NA	97555.537036	146593.463154093	NA	NA
M03-0031	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/06/2022 11:00 AM	04/07/2022 11:00 AM	0.693	04/13/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1855	1874	1864.5	4866.20133615	4916.04382962	4891.122582885	0.000446031286539872	0.000450599801065078	NA	4579.36219	2815.38514930093	4072.03149958549	1014.66890568727	4387.0743417	4536.81323732102	3902.3206720849	2812.7284738083	4194.7864934	7599.56969342958	3732.60984458432	5356.1493053896
A03-0203	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/29/2021 06:00 AM	11/29/2021 02:00 PM	NA	12/01/2021	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	504	1582	1043	NA	NA	NA	NA	NA	NA	1310	878.434513164596	NA	NA	1315.2901407	1120.58303097645	NA	NA	1320.5802814	2088.81503647879	NA	NA
R01-0050	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/06/2022 09:00 AM	04/07/2022 09:00 AM	0.179	04/13/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2922.004159	2922.004159	2922.004159	1979.91609367011	1979.91609367011	1979.91609367011	9.4236844058549e-05	9.4236844058549e-05	NA	9762.8071364	17464.4676928888	6042.7659360196	10321.4327842126	9615.4071364	17731.4443395179	6518.11212453401	11672.7123600531	9468.0071364	18014.9234233532	6993.45831304842	13363.0377302608
A01-0243	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/02/2022 12:00 AM	05/03/2022 12:00 AM	11.4	05/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	193142.117	190781.3376	191961.7273	8334791.95268786	8232915.64807434	8283853.8003811	0.0172463001835124	0.0170354983613523	NA	124935.401124	89606.1595243474	5036400.42549305	3897246.52705136	125682.525696	79072.3295631433	5063166.87141858	3531506.73021109	126429.650268	72300.1722459073	5089933.31734412	3281042.15475802
A01-0174	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/09/2022 12:00 AM	02/10/2022 12:00 AM	10.9	02/11/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	192314.1718	199923.6605	196118.91615	7935069.08090048	8249043.95825702	8092056.51957875	0.0164191960786717	0.0170688709614655	NA	284425.85564	555335.231209759	11453896.0745385	17184903.6870014	283315.21083	554571.195215425	11394474.2231319	17152727.6408543	282204.56602	554085.129589154	11335052.3717254	17138224.1125495
H01-0049	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/23/2021 08:00 AM	11/24/2021 08:00 AM	1.3	12/10/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77808.92462	31106.23598	54457.5803	382900.285749533	153074.813763367	267987.54975645	0.00319083571457944	0.00127562344802806	NA	46570.09684	46667.4727352261	207598.064105446	308405.152696462	44355.132966	28239.7962165256	199559.054636021	232634.051853351	42140.169092	24263.7072308069	191520.045166596	213788.270474197
A04-0041	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/23/2022 08:00 AM	03/24/2022 08:00 AM	0.64	03/31/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31468.01714	45999.68947	38733.853305	76236.3819276335	111441.718090645	93839.0500091392	0.00381181909638168	0.00557208590453225	NA	77928.560816	88513.8836388323	179951.225406675	187873.314091096	78509.427272	54932.0686012153	181753.718579747	110542.661980348	79090.293728	63830.2122716429	183556.211752818	132927.163443339
A02-0290	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	01/12/2022 09:00 AM	01/14/2022 09:00 AM	NA	01/14/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	959087.7199	18030.44312	488559.08151	NA	NA	NA	NA	NA	NA	195842.2190402	785777.412745773	NA	NA	101792.3758871	398224.851706693	NA	NA	7742.532734	12756.3060610669	NA	NA
A04-0023	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	02/24/2022 08:00 AM	02/25/2022 08:00 AM	0.68	02/25/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	151472.1778	167733.8541	159603.01595	389901.321664811	431760.157881103	410830.739772957	0.0194950660832405	0.0215880078940552	NA	166636.728162	289968.919357004	459072.948470684	672202.098927469	156893.692579	236159.939129682	435370.432825802	542126.044344249	147150.656996	193743.846004767	411667.91718092	447163.985639179
A01-0120	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/07/2021 12:00 AM	12/08/2021 12:00 AM	7.3	12/13/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	325704.8553	172932.111	249318.48315	9000362.83899856	4778718.27879372	6889540.55889614	0.0186234953629336	0.00988809443551093	NA	121253.165956	214985.919794858	3369873.43413694	5899104.08951541	97063.8029567	164869.03245573	2701207.33116585	4505494.0088975	72874.4399574	119145.904398619	2032541.22819476	3218392.04211029
D01-0003	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/20/2022 07:30 AM	02/21/2022 07:30 AM	NA	02/23/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	164038.4316	155388.8091	159713.62035	NA	NA	NA	NA	NA	NA	99182.24961	139596.253100949	778945.684648383	1636880.64027497	83030.947335	119717.865093744	565189.275072496	1119844.38006561	66879.64506	111037.394500326	351432.865496609	620189.474061159
G01-0110	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/30/2022 09:00 AM	05/01/2022 08:00 AM	0.777	05/05/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3447.116311	856	2151.5581555	10138.8776270971	2517.72161592	6328.29962150854	0.000124129255963481	3.08242117522037e-05	NA	9262.8754612	12405.7398222285	35737.7436409458	52253.4521729384	6816.599866	7504.66921866453	26071.9864764744	30540.9989393919	4370.3242708	5799.9969809098	16406.2293120031	20002.6167200571
C01-0056	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	12/09/2021 07:00 AM	12/10/2021 07:00 AM	6.696	12/14/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91630.48223	91630.48223	91630.48223	2322567.48727142	2322567.48727142	2322567.48727142	0.00464513497454283	0.00464513497454283	NA	66439.241944	83298.788436689	1770579.38230634	2018507.5795255	72557.8324033	99868.0255271418	1923436.23191922	2407311.5278835	78676.4228626	117473.846589594	2076293.0815321	2825417.99450157
J01-0031	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/19/2022 07:30 AM	04/20/2022 07:30 AM	0.225	04/27/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1732	2696	2214	1475.174277	2296.229706	1885.7019915	0.000210739182428571	0.000328032815142857	NA	689.8	1206.87721323576	543.494783242	1038.10575427688	1108	1296.90716609657	892.924844719	1153.52409113377	1526.2	2027.06811815573	1242.354906196	1772.02192191885
C01-0076	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	02/10/2022 07:00 AM	02/11/2022 07:00 AM	12.769	02/15/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35296.59469	26469.6585	30883.126595	1706092.68151238	1279434.77396635	1492763.72773937	0.00341218536302477	0.0025588695479327	NA	76050.721322	87110.0354709907	3846288.71701433	5297223.47686035	72716.078876	73769.4245790582	3649851.8706467	4450549.96470823	69381.43643	62343.8032017856	3453415.02427908	3666642.41992011
A02-0211	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	11/03/2021 11:30 AM	11/05/2021 11:30 AM	NA	11/05/2021	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2439	3220.404461	2829.7022305	NA	NA	NA	NA	NA	NA	123459.6418438	499241.316301776	NA	NA	90214.6211665	357237.492112531	NA	NA	56969.6004892	215374.239128986	NA	NA
A02-0276	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	12/18/2021 09:00 AM	12/20/2021 09:00 AM	NA	12/20/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	488	2288	1388	NA	NA	NA	NA	NA	NA	860.2	1884.12889083027	NA	NA	1621.8556787	1544.04818414216	NA	NA	2383.5113574	2987.00905708787	NA	NA
A03-0195	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	01/26/2022 06:00 AM	01/26/2022 02:00 PM	NA	01/31/2022	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	42209.87275	34292.28287	38251.07781	NA	NA	NA	NA	NA	NA	13215.7660656	32529.5237309959	NA	NA	12503.6092149	28376.2278629493	NA	NA	11791.4523642	24569.7052848035	NA	NA
H01-0068	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/09/2022 08:00 AM	01/10/2022 08:00 AM	1.6	01/19/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	183805.2213	186639.3015	185222.2614	1113244.99641797	1130410.04526578	1121827.52084188	0.00927704163681644	0.0094200837105482	NA	105288.2368996	147417.760905307	758528.647949627	1022697.36771699	106691.5716698	152331.095872192	768716.527020808	1069350.57885686	108094.90644	158132.365794737	778904.40609199	1123448.21003421
H01-0132	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/13/2022 08:00 AM	02/14/2022 12:00 AM	2.2	02/24/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3044.917532	831	1937.958766	25357.7748045779	6920.486562	16139.1306832889	0.000211314790038149	5.767072135e-05	NA	20669.9303504	23499.3882567879	137702.957465257	187260.911729532	16531.0314536	18805.7565504818	106802.650444665	131417.025261396	12392.1325568	17580.8862361756	75902.3434240729	104607.670663278
A03-0314	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/18/2022 06:00 AM	04/18/2022 02:00 PM	NA	04/19/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	935	1190	1062.5	NA	NA	NA	NA	NA	NA	1727.6	1463.21673816718	NA	NA	1814	1082.77408003095	NA	NA	1900.4	2145.4899245129	NA	NA
S01-0044	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	03/23/2022 06:00 AM	03/24/2022 06:00 AM	0.784	03/30/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23237.28718	23237.28718	23237.28718	68962.7248630103	68962.7248630103	68962.7248630103	0.00106621405168538	0.00106621405168538	NA	11525.1817774	14147.4067546915	32629.8595727846	42669.2714646867	11180.5855736	13723.5430636322	31712.646972088	41693.9782474203	10835.9893698	15949.0442806437	30795.4343713914	46110.3549181358
A03-0234	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	02/07/2022 06:00 AM	02/07/2022 02:00 PM	NA	02/08/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	594	2118.842429	1356.4212145	NA	NA	NA	NA	NA	NA	35110.6520876	93426.6361848797	NA	NA	38574.7233635	110314.541393574	NA	NA	42038.7946394	127457.132394453	NA	NA
A02-0204	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	11/01/2021 09:23 AM	11/03/2021 09:23 AM	NA	11/03/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	463	663	563	NA	NA	NA	NA	NA	NA	5805.853912	13234.6662387122	NA	NA	9210.012891	26798.2420614119	NA	NA	12614.17187	43237.0263220452	NA	NA
A01-0160	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/24/2022 12:00 AM	01/25/2022 12:00 AM	11	02/01/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2016091.053	1836357.694	1926224.3735	83949043.562304	76465034.5628899	80207039.062597	0.173706843987552	0.158220978651899	NA	864113.88258	1197101.74325046	36809414.4807284	48717204.5580496	828120.26452	1138518.27519102	35481686.7620347	46523869.626183	792126.64646	1082149.18927015	34153959.043341	44500120.9747014
A03-0071	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/05/2021 06:00 AM	11/05/2021 02:00 PM	NA	11/10/2021	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1564	634	1099	NA	NA	NA	NA	NA	NA	2965.2613224	3448.6439622009	NA	NA	2873.872451	3029.38985818397	NA	NA	2782.4835796	3511.27580579921	NA	NA
N02-0038	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	02/14/2022 07:00 AM	02/15/2022 07:00 AM	8.57	02/22/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28813.43778	52402.81485	40608.126315	934735.689093189	1699997.81432667	1317366.75170993	0.00352757071889648	0.00641557028578259	NA	90831.525502	78943.5622654522	3298284.17995114	3060617.41289495	99484.364336	86919.6517944951	3595005.40258856	3320166.56587746	108137.20317	97823.6959352378	3891726.62522597	3691466.08225168
E01-0057	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/02/2022 09:30 AM	02/03/2022 09:30 AM	3.326	02/10/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	381571.6785	334378.413	357975.04575	4804091.85322054	4209915.7256665	4507003.78944352	0.0133446995922793	0.0116942103490736	NA	229483.711496	324114.444503269	2519963.31603538	3215489.89849521	229285.696845	309478.844311949	2550304.69462999	2938826.21113809	229087.682194	296823.756552836	2580646.0732246	2700242.58408637
A02-0387	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	03/07/2022 09:00 AM	03/09/2022 09:00 AM	NA	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2631.574273	2631.574273	2631.574273	NA	NA	NA	NA	NA	NA	6970.3388572	10754.3740951807	NA	NA	6818.7317896	7953.85612208195	NA	NA	6667.124722	9965.90910752301	NA	NA
A02-0155	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	08/10/2021 09:00 AM	08/11/2021 09:00 AM	NA	08/11/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4055.69844	6759.86311	5407.780775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N03-0063	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/28/2022 07:30 AM	04/29/2022 07:30 AM	0.52575	05/04/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5992.103275	5992.103275	5992.103275	11925.359946308	11925.359946308	11925.359946308	0.0006435704234381	0.0006435704234381	NA	6029.8641678	8583.12645382306	13330.37380603	19402.1144611345	6191.7045343	11543.4602312571	12433.7239113414	18479.0544963205	6353.5449008	16113.8638254287	11537.0740166528	26508.638430317
E02-0018	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	12/07/2021 08:00 AM	12/08/2021 08:00 AM	0.158	12/10/2021	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	97710.13498	19523.81149	58616.973235	58439.9216846334	11677.089737873	35058.5057112532	0.00244416234565594	0.000488376818815267	NA	102626.345324	177455.495884009	39004.4256196861	59650.9189633549	69786.277893	127414.77506022	25684.624640026	40251.4307943314	36946.210462	81556.1822891609	12364.8236603658	23663.8692211578
K01-0047	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/08/2022 06:31 AM	03/09/2022 06:27 AM	9.994	03/16/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43394.41158	10844.39216	27119.40187	1641670.80155324	410258.402440698	1025964.60199697	0.00341658855682257	0.000853815613820391	NA	79184.554486	91201.0930330121	2097544.34956709	1983025.38326077	79203.9726873	105734.742742668	2019788.73576837	2287460.13717746	79223.3908886	124893.047421749	1942033.12196964	2771848.18406885
A04-0057	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/14/2022 08:00 AM	04/15/2022 08:00 AM	0.649	04/19/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10016.75276	6677.569393	8347.1610765	24608.4679263353	16404.9923334155	20506.7301298754	0.00123042339631677	0.000820249616670776	NA	54344.983861	89547.9136650828	145829.852021731	229536.320713477	44293.9010968	73415.5022765303	119459.786115628	181909.704718532	34242.8183326	61731.1948056917	93089.7202095252	150204.382344083
A02-0168	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	10/11/2021 10:10 AM	10/13/2021 10:10 AM	NA	10/13/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	32602.15431	37495.5824	35048.868355	NA	NA	NA	NA	NA	NA	32621.4077812	49381.4647277406	NA	NA	28453.2348248	33411.9279547928	NA	NA	24285.0618684	31750.6434113001	NA	NA
G01-0106	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/05/2022 08:00 AM	04/06/2022 08:00 AM	2.458	04/07/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5759.879658	5759.879658	5759.879658	53593.0178861145	53593.0178861145	53593.0178861145	0.000656133911436269	0.000656133911436269	NA	12855.9726478	23197.3583796516	60601.5073133681	102668.569651618	13178.1730757	21481.9946269774	61571.5007555248	96443.6722275315	13500.3735036	21337.1087578016	62541.4941976815	95380.4756307084
