Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
P01-0026	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/28/2022 09:40 AM	03/01/2022 09:21 AM	57520.31833	21903.1962	0.262	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57520.31833	21903.1962	39711.757265	57047.3529109061	21723.0954169898	39385.224163948	168034.7426874	195251.594434043	92826.1639971	120502.864687818	103555.3752102	322639.193689344	208157.905771914	213136.354084867	81501.083441842	110146.480340989	103126.545179968	272108.456474504	169712.335914367	193837.518533028	93379.85161455	120040.534297694	103627.0580451	325095.035538398	214201.585570353	213851.866628927	87904.98162534	117924.864688877	103759.74700145	274306.172460026	171389.929141333	192998.999713588	93933.539232	120390.950231226	103698.74088	327657.649197473	220245.265368793	215533.990948446	94308.8798088381	127812.579678092	104392.948822931	276779.53518472
C01-0141	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	04/04/2022 07:00 AM	04/05/2022 07:00 AM	10387.0551846922	2596.52225766331	6.991	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10387.0551846922	2596.52225766331	6491.78872117776	274880.9646037	68713.8491237945	171797.406863747	10461.7696106434	3717.74306422245	10858.7341345847	5789.54333527063	14479.8206537962	8673.99270877203	326704.791929246	103821.652895082	325179.511205823	155396.03985177	421952.114206544	227545.930474893	10249.0964923054	3462.76012435005	10670.5119330436	4806.45067085337	13211.6254689172	8198.86813243449	322501.731303722	102150.588380737	321387.870740677	120994.790176474	383909.641992922	212177.248750809	10036.4233739674	4278.50298485331	10482.2897315025	5282.11337072275	11943.4302840382	11602.2549818724	318298.670678199	135554.981411229	317596.230275532	140853.711489073	345867.1697793	325919.118942864
L01-0002	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/07/2022 09:10 AM	02/08/2022 09:10 AM	228970.9988	200918.4551	0.26	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	228970.9988	200918.4551	214944.72695	225354.768227552	197745.269571224	211550.018899388	1379935.10673333	765490.615689156	1179527.6558	989142.11363938	426154.0026	585119.872607723	1710007.32421192	931374.756577869	1568852.63382564	1296004.56079731	710489.636873142	1061720.63026509	1412607.25237	776971.274246259	1228656.107975	1012950.02136992	447493.66047	608142.594542078	1747721.88185957	943893.151949675	1633815.31012475	1330593.79313527	745725.78858254	1103567.25241777	1445279.39800667	791655.88628273	1277784.56015	1037460.58483116	468833.31834	631233.229874938	1785436.43950722	960553.192864198	1698777.98642385	1365858.97684062	780961.940291938	1145482.96654322
G01-0082	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/29/2022 09:00 AM	01/30/2022 08:00 AM	736243.726	745975.1523	0.834	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	736243.726	745975.1523	741109.43915	2324344.95860661	2355067.38225746	2339706.17043204	473457.9280534	277907.797764136	689256.35702	243375.875034905	466343.46594	175640.232347103	1680956.26553131	947892.240810595	2428588.89809394	795324.58717504	1720263.88019135	754052.493712535	386432.2678942	222944.368187329	566879.21629	173226.925275345	449920.6955	173277.836766573	1373253.74142093	764164.406455504	2003187.05452582	553777.383777957	1664063.9472645	793420.727813686	299406.607735	203100.235704896	444502.07556	209507.009083804	433497.92506	188384.846887706	1065551.21731056	702943.443271629	1577785.21095771	702442.139953219	1607864.01433764	874804.902937996
A03-0027	k12	upstream	Sewer Network	K-12 School	105612	UniversityHS-01	09/24/2021 06:00 AM	09/24/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	University High	26508		-79.92615	39.68782	1310	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E02-0090	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	02/02/2022 08:00 AM	02/03/2022 08:00 AM	757271.3828	921538.6677	0.143	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	757271.3828	921538.6677	839405.02525	409921.321118588	498841.441398051	454381.381258319	1098461.1639828	952695.508446065	1351775.89628	1459646.44052216	859042.56168	902902.841437915	938041.321806367	671682.438080222	979064.085947128	963717.668008529	603133.282453707	390099.338317355	1006165.51467327	921792.558700916	1234444.44087	1424159.25451863	737215.62847	667061.953826711	851910.295998719	622871.061251554	896079.259769579	931722.530023144	533967.526153669	345554.63343784	913869.865363733	900203.913187177	1117112.98546	1400975.45981213	615388.69526	489540.341998655	765779.270191072	589007.543890808	813094.43359203	909265.939447742	464801.769853632	356161.534761935
A03-0260	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	03/23/2022 06:00 AM	03/23/2022 02:00 PM	0	0	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	4238.62031149224	7479.96458615452	2997.3371885717	11032.2857610325	5994.6743771434	48579.2139921729	NA	NA	NA	NA	NA	NA	4244.14378697344	6165.42176691346	3005.62240179349	7967.20290107595	5627.61662058697	32822.8624504174	NA	NA	NA	NA	NA	NA	4249.66726245463	5409.82815756945	3013.90761501527	5925.34395076157	5260.55886403055	21927.8220298766	NA	NA	NA	NA	NA	NA
E01-0066	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/17/2022 10:15 AM	02/18/2022 10:15 AM	361946.1554	361946.1554	2.907	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	361946.1554	361946.1554	361946.1554	3982923.13089966	3982923.13089966	3982923.13089966	444790.614154	320486.381935478	337610.342183	108224.282725944	414751.4348	63631.2166171223	4930407.05451601	3629958.0870076	3557628.1432057	832796.03033931	3927549.07891029	1147757.7762089	413296.674144333	263948.360491237	339068.812654	108830.304168982	413110.38459	114599.022698928	4531944.60264603	2814916.91310379	3556231.1567204	713664.854384008	3869287.6022425	853951.990945725	381802.734134667	218099.38209073	340527.283125	120669.896052997	411469.33438	198403.889158722	4133482.15077606	2121339.79902729	3554834.1702351	773657.866377003	3811026.12557471	1323415.25440836
G01-0086	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/02/2022 09:00 AM	01/03/2022 08:00 AM	7243.651254	0	2.21	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7243.651254	0	3621.825627	60598.6196644232	0	30299.3098322116	63352.7226391333	43353.9036620696	58644.8784137	63058.9291788223	24900.7447394	48038.474853427	155187.243869641	98634.9880178226	151176.880606646	143652.128523333	84293.2998271751	158437.799021132	61007.5914146	44957.383813039	58889.1250759	68087.8870513058	27264.7249207	52228.5587935047	149263.481853381	102677.848299201	151035.117262318	155678.817406513	92146.1030358764	173329.02914678	58662.4601900667	47768.4495418461	59133.3717381	74261.5002077369	29628.705102	56467.0191149403	143339.719837122	110122.783919848	150893.353917989	171309.781327971	99998.9062445776	188381.8385392
M04-0024	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/09/2022 12:30 PM	03/10/2022 01:00 PM	0	0	0.104	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	0	0	0	NA	NA	6880.6850178	10181.8324667252	9427.2730906	24532.0995463162	NA	NA	2851.26813553916	4247.14766637358	3861.17115322	10228.2246800835	NA	NA	7339.49097415	10800.1992277414	9669.6548088	23705.039386667	NA	NA	3038.34645217134	4511.09847323529	3950.98105546249	9863.39720551496	NA	NA	7798.2969305	11812.773643049	9912.036527	23114.4885001517	NA	NA	3225.42476880351	4941.89964369741	4040.79095770497	9587.02082351686
C01-0038	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/14/2021 07:00 AM	11/15/2021 07:00 AM	101086.9771	29926.28798	7.109	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	101086.9771	29926.28798	65506.63254	2720299.04417305	805330.764882881	1762814.90452796	27169.6663370667	15257.1187696498	29034.8833756	24117.5646623115	40116.419188	54061.5230650067	699806.908425547	450608.559882384	699806.908425547	450608.559882384	705804.806177049	625706.282386592	27303.645491	17492.6798200541	30648.177548	27759.4327757338	45029.2613211	62706.9976637193	850430.954948735	563815.490102505	850430.954948735	563815.490102505	842134.534004001	663617.620628924	27437.6246449333	20412.1884516027	32261.4717204	32162.4693145764	49942.1034542	71667.5326782101	1001055.00147192	746816.115933702	1001055.00147192	746816.115933702	978464.261830953	753954.31766211
N03-0009	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/28/2022 07:30 AM	03/29/2022 07:30 AM	0	2938.59865050763	0.601	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	2938.59865050763	1469.29932525381	0	6685.40423128847	3342.70211564424	17120.5817777664	15404.6013546016	11727.356409654	16363.3848568776	4961.69569250196	7787.17323320411	48933.1401093945	48276.6588053402	29657.976859517	43041.7591549384	12142.5753069143	19526.8054525962	16168.4130397625	15275.0393070662	11420.3552172985	17094.3710322863	3656.72958735376	4820.26846457546	46318.1082562295	47275.722718405	28954.7874707896	44659.3182995452	8847.21470947169	11396.6841658689	15216.2443017587	15412.5462454986	11113.354024943	18249.9758696805	2351.76348220557	4386.33087647086	43703.0764030645	46844.6771869997	28251.5980820622	47346.0930531908	5551.85411202905	10280.0614696842
A1010	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/21/2021 12:00 PM	03/21/2021 12:00 PM	0	11184	9.905	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	11184	5592	0	419338.3319832	209669.1659916	21817.4	18098.8323046212	9978.9	11984.0609859539	6127.8	25233.9298124067	765672.525417898	625979.717654766	336186.763331031	416134.315059233	231707.195390622	954156.974039063	23640.9	20743.6222849532	9931.05	10924.2322043996	6470.1	26643.5016285213	830215.256233815	722557.526484013	338147.024082785	390539.023423928	244650.400616349	1007456.35264371	25464.4	24209.3007056814	9883.2	11384.6730945162	6812.4	28053.0734446359	894757.987049732	848461.659359304	340107.284834538	414105.561745259	257593.605842076	1060755.73124836
M03-0030	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/08/2022 11:00 AM	04/09/2022 11:00 AM	2850.46177916229	2850.46177916229	0.637	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2850.46177916229	2850.46177916229	2850.46177916229	6873.33607544321	6873.33607544321	6873.33607544321	5194.36255469918	3929.53539223662	2691.55656639487	2425.11219457168	3140.41044563055	5284.49514927959	4170.44812872238	3343.95035354889	1996.3104697976	1799.0282970311	2286.22155461635	3884.94490947384	5418.85811602697	4436.59274781292	2691.23995187692	2459.66812182329	2914.12259778008	6192.02179169138	4351.16552503801	3862.19093819422	1966.97252497083	1774.39987398583	2084.793912665	4389.91029294807	5643.35367735475	5437.42674444447	2690.92333735898	3285.38746240204	2687.83474992961	8630.34138626873	4531.88292135365	4770.4218775897	1937.63458014406	2373.88993707321	1883.36627071365	6178.04772604178
A03-0125	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	03/04/2022 06:00 AM	03/04/2022 01:53 PM	20988.67938	13116.69197	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20988.67938	13116.69197	17052.685675	NA	NA	NA	37714.3622544444	63551.1987306636	8961.568865	15652.1368876117	4438.06609	35964.8829500316	NA	NA	NA	NA	NA	NA	37321.0829435556	60259.3337279021	9957.41740983333	16997.3576958213	4438.06609	35964.8829500316	NA	NA	NA	NA	NA	NA	36927.8036326667	57090.6694634078	10953.2659546667	18771.6728596413	4438.06609	35964.8829500316	NA	NA	NA	NA	NA	NA
D01-0010	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/15/2022 07:40 AM	02/16/2022 07:40 AM	49221.10185	53009.73371	1.33	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49221.10185	53009.73371	51115.41778	247808.328034831	266882.556190618	257345.442112725	566473.856313333	303366.360271642	434990.6097	280786.037465655	316582.03054	302280.782909457	1517399.11528793	976095.661404162	1517399.11528793	976095.661404162	1468964.15406687	1444912.21742168	362984.30191	186655.87330556	294631.2122965	161954.035498221	209207.671171	196442.798313656	1211076.48090865	760211.829836397	1211076.48090865	760211.829836397	1142709.59659082	1182584.39291311	159494.747506667	116525.022617407	154271.814893	99449.5374297151	101833.311802	123843.738637401	904753.84652936	620682.560127756	904753.84652936	620682.560127756	816455.039114757	1007092.68222218
A0250	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/12/2020 12:00 AM	11/12/2020 11:59 PM	45714	54856.8	6.315	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	45714	54856.8	50285.4	1092786.9597531	1311344.35170372	1202065.65572841	NA	NA	NA	NA	382539.6	1198281.21517618	NA	NA	NA	NA	10099314.8921743	31242085.5192954	NA	NA	NA	NA	317909.52	965401.299793208	NA	NA	NA	NA	8439844.01975289	25139803.8217841	NA	NA	NA	NA	253279.44	733926.123848299	NA	NA	NA	NA	6780373.14733144	19089858.3320458
C01-0154	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	04/14/2022 07:00 AM	04/15/2022 07:00 AM	5917.6515508443	5917.6515508443	10.807	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5917.6515508443	5917.6515508443	5917.6515508443	242084.76861798	242084.76861798	242084.76861798	13037.2148994356	10190.6265453347	14041.5848074481	16213.5076934226	16960.5004582554	42893.5978745277	558553.280847505	656169.380457601	670004.581270598	1052198.86539861	980955.912508277	2809143.75494155	9883.59423493967	5926.91061890206	9280.52614373155	8880.92856795255	10862.279442139	21787.6650469282	395164.800929208	347613.50946393	423826.872501992	558522.527777344	606973.107080359	1455459.84804111	6729.97357044368	4428.54566228396	4519.467480015	4073.74137963471	4764.05842602253	5475.50347649324	231776.321010911	130741.924793145	177649.163733385	147706.10835444	232990.30165244	267426.816970307
A03-0151	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/17/2021 06:00 AM	12/17/2021 02:00 PM	2571.983803	0	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2571.983803	0	1285.9919015	NA	NA	NA	11637.0451374444	28430.6471094814	17455.5677061667	48492.4408881293	34911.1354123333	192313.001485445	NA	NA	NA	NA	NA	NA	12693.0186748333	31906.4606866295	18800.8695616667	54812.155012734	37192.8718028333	224926.939385261	NA	NA	NA	NA	NA	NA	13748.9922122222	35496.7586327586	20146.1714171667	61314.9418095255	39474.6081933333	257957.645294593	NA	NA	NA	NA	NA	NA
A02-0340	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	02/21/2022 09:00 AM	02/23/2022 09:00 AM	28471.78873	31061.09217	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28471.78873	31061.09217	29766.44045	NA	NA	NA	36415.6672875556	77130.2373212189	11747.5276533333	17350.4804830203	18328.4177633333	51954.0919061072	NA	NA	NA	NA	NA	NA	27814.9512628333	50909.2972294947	10460.97705025	18618.2265922717	16167.0971145	71831.572379598	NA	NA	NA	NA	NA	NA	19214.2352381111	26467.7318537571	9174.42644716667	20930.9143650079	14005.7764656667	91960.2388405118	NA	NA	NA	NA	NA	NA
A02-0335	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	02/09/2022 09:00 AM	02/11/2022 09:00 AM	21781.23571	24893.76571	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21781.23571	24893.76571	23337.50071	NA	NA	NA	966714.985594444	1092707.56715469	929264.537156667	1204373.02587642	605906.356746667	2419982.46314173	NA	NA	NA	NA	NA	NA	976889.84817	1153708.51544929	916599.771809167	1210263.50281847	600408.546801667	2425220.72947	NA	NA	NA	NA	NA	NA	987064.710745555	1218785.25297606	903935.006461667	1221540.49557011	594910.736856667	2431539.76473514	NA	NA	NA	NA	NA	NA
A03-0252	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	03/11/2022 06:00 AM	03/11/2022 01:30 PM	0	6790.629057	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	6790.629057	3395.3145285	NA	NA	NA	8939.69134466667	15051.7564231166	844.367535333333	1980.24828505621	0	0	NA	NA	NA	NA	NA	NA	8340.61281677778	13541.2180815351	1036.18162683333	1882.063020437	0	0	NA	NA	NA	NA	NA	NA	7741.53428888889	12077.057897543	1227.99571833333	2039.56793518067	0	0	NA	NA	NA	NA	NA	NA
B01-0124	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/02/2022 07:00 AM	03/03/2022 07:00 AM	49045.10468	79045.39794	4.9	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49045.10468	79045.39794	64045.25131	909713.565562922	1466174.27509867	1187943.9203308	156321.478910667	82739.5681210283	91751.059956	65495.0076109303	56264.090458	55207.6641873938	5081600.85660395	3249634.70954767	2551876.18851181	2201129.43516836	1097901.38227431	937629.688708481	156060.179684667	87632.4169061026	88502.157522	67055.187937415	60813.98438	51737.6534366904	5052473.68333965	3455106.71484416	2380501.01761885	2135979.7119762	1191255.38788277	887271.591438117	155798.880458667	94076.1084808564	85253.255088	72390.7580232495	65363.878302	53299.8089182511	5023346.51007534	3708075.54754383	2209125.84672588	2218170.83752719	1284609.39349123	952609.161793283
G01-0076	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/18/2022 09:00 AM	01/19/2022 08:00 AM	942162.4339	988416.9459	0.86	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	942162.4339	988416.9459	965289.6899	3067165.14506208	3217744.51641421	3142454.83073815	263427.882027667	299458.537151718	382798.9157201	441619.722579141	740564.354974	692122.831473306	933704.529741369	1037198.97331816	1354585.94369508	1523395.43558399	2596926.22749584	2349225.43617006	181220.086282333	202082.316912632	258875.4031193	300053.460162314	500963.518461	474945.830102666	642784.505448869	702576.173502221	917868.435197475	1039313.11713925	1758266.83037111	1636800.3870436	99012.290537	107726.418946325	134951.8905185	163006.846038751	261362.681948	278855.117242959	351864.481156369	378344.119093618	481150.926699869	570877.479011089	919607.43324638	991951.265843678
A01-0135	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/26/2021 12:00 AM	12/26/2021 11:59 PM	3207.328292	9622.721169	14	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3207.328292	9622.721169	6415.0247305	169974.736257476	509963.22916482	339968.982711148	90749.8879059333	83305.0358401859	76885.9132069	110635.658643334	46349.648948	76558.6287046434	2817584.79029385	2486514.86236585	2354828.4545569	3432651.54393927	1272897.17994475	2048340.51174234	80990.746164	69197.7414990054	69048.5927135	97934.0136402014	41366.385774	47590.4309648298	2521711.46040019	2083330.54085227	2104601.97748384	3021479.61230309	1146775.0364167	1253586.5126052	71231.6044220667	57124.2110282435	61211.2722201	86733.5558252237	36383.1226	21094.4868960188	2225838.13050653	1741829.52749855	1854375.50041079	2658310.20165856	1020652.89288866	550926.122561771
H01-0176	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/01/2022 08:00 AM	04/02/2022 08:00 AM	28177.871927619	33815.7204911113	2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28177.871927619	33815.7204911113	30996.7962093652	213329.596347056	256012.733008515	234671.164677786	15687.007015571	12058.1474648515	7960.18309984356	9178.01178547648	6290.41150957345	14552.9136062671	166923.810467556	127643.281105076	82541.6566482048	99643.2944419787	47339.6625292348	117664.827956358	14716.1336326972	11551.2984925153	6929.5518421568	8016.97160060447	7226.07356775552	19307.7669891209	158248.674534718	127695.2296402	69310.7036967795	77237.7379437217	52516.2452499292	157079.630444741	13745.2602498233	11723.2579610013	5898.92058447004	9109.3799665146	8161.73562593759	24475.5705648061	149573.53860188	134320.755971953	56079.7507453542	76782.5829825396	57692.8279706236	198551.035757634
A03-0111	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	11/08/2021 06:00 AM	11/08/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	48438.5909065556	93557.8880927288	65805.7334665	159637.083493833	96116.1293896667	709560.737930192	NA	NA	NA	NA	NA	NA	44961.1492478889	92116.2865726859	62670.2606901667	157412.782857273	93925.786462	703678.528860825	NA	NA	NA	NA	NA	NA	41483.7075892222	90961.4269408604	59534.7879138333	155436.757875905	91735.4435343333	697966.834014392	NA	NA	NA	NA	NA	NA
A03-0117	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/15/2021 06:00 AM	11/15/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	24033.7999663333	40562.2421307579	35189.6467481667	65779.9797492497	33488.0335633333	143946.618873034	NA	NA	NA	NA	NA	NA	22957.2909522222	31041.5483422036	31281.08169425	49739.3470510709	34862.955198	135633.399546296	NA	NA	NA	NA	NA	NA	21880.7819381111	24603.117291263	27372.5166403333	38043.8206609213	36237.8768326667	129198.157876999	NA	NA	NA	NA	NA	NA
C01-0035	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/08/2021 07:00 AM	11/09/2021 07:00 AM	11626.55532	7265.963145	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11626.55532	7265.963145	9446.2592325	NA	NA	NA	23344.4110077333	10008.5259964783	21191.3538836	15146.7221699024	16180.5160872	34251.9109174885	699806.908425547	450608.559882384	699806.908425547	450608.559882384	705804.806177049	625706.282386592	23708.9255858333	11528.278204469	20470.26906275	16217.3235440215	19480.6851712	41415.9275572468	850430.954948735	563815.490102505	850430.954948735	563815.490102505	842134.534004001	663617.620628924	24073.4401639333	14776.9477826761	19749.1842419	19147.1275036486	22780.8542552	48703.0393908949	1001055.00147192	746816.115933702	1001055.00147192	746816.115933702	978464.261830953	753954.31766211
A02-0156 c	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	08/10/2021 09:00 AM	08/11/2021 09:00 AM	29610	0	11.789	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	29610	0	14805	1321381.7372889	0	660690.86864445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
