Asset Tag ID,Site,Location,Category,Department,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type
A02-1266,Monongalia,,Sample,WVU Morgantown,Composite,GZ,05/08/2023 11:11 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,
A02-1265,Monongalia,,Sample,WVU Morgantown,Composite,GZ,05/08/2023 11:05 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,
A02-1264,Monongalia,,Sample,WVU Morgantown,Composite,GZ,05/08/2023 10:54 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,
A02-1263,Monongalia,,Sample,WVU Morgantown,Composite,GZ,05/08/2023 10:44 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,
A02-1262,Monongalia,,Sample,WVU Morgantown,Composite,GZ ,05/08/2023 10:22 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,
A02-0983,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 11:26 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0982,Monongalia,,Sample,WVU Morgantown,Composite,GZ ,01/25/2023 10:47 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0981,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 11:02 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0980,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 11:11 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0979,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 10:27 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0978,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 10:53 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0977,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/25/2023 10:15 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0976,Monongalia,,Sample,WVU Morgantown,Composite,GZ ,01/25/2023 09:58 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,
A02-0975,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:54 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0974,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:41 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0973,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:31 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0972,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:23 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0971,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:12 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0970,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 11:01 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0969,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 10:43 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0968,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/23/2023 10:23 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,
A02-0967,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 12:45 PM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0966,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 12:30 PM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0965,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 12:21 PM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0963,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 12:13 PM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0962,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 12:04 PM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0961,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 11:54 AM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0960,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 11:42 AM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0959,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/20/2023 11:26 AM,01/18/2023 09:00 AM,01/20/2023 09:00 AM,,,,,,
A02-0878,Monongalia,,Sample,WVU Morgantown,Composite,GZ,11/14/2022 10:30 AM,11/12/2022 09:00 AM,11/14/2022 09:00 AM,,,,,,
A02-0550,Monongalia,,Sample,WVU Morgantown,Composite,GZ,05/13/2022 10:07 AM,05/11/2022 09:00 AM,05/13/2022 09:00 AM,,,,,,
A02-0450,Monongalia,,Sample,WVU Morgantown,Composite,GZ,04/13/2022 09:31 AM,04/11/2022 09:00 AM,04/13/2022 09:00 AM,,,,,,
A02-0448,Monongalia,,Sample,WVU Morgantown,Composite,GZ,04/13/2022 08:54 AM,04/11/2022 09:00 AM,04/13/2022 08:54 AM,,,,,,
A02-0447,Monongalia,,Sample,WVU Morgantown,Composite,GZ,04/13/2022 10:10 AM,04/11/2022 09:00 AM,04/13/2022 09:00 AM,,,,,,
A02-0424,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/28/2022 09:36 AM,03/26/2022 09:00 AM,03/28/2022 09:00 AM,,,,,,
A02-0422,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/28/2022 10:43 AM,03/26/2022 09:00 AM,03/28/2022 09:00 AM,,,,,,
A02-0421,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/28/2022 10:25 AM,03/26/2022 09:00 AM,03/28/2022 09:00 AM,,,,,,
A02-0420,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/25/2022 10:54 AM,03/23/2022 09:00 AM,03/25/2022 09:00 AM,,,,,,
A02-0419,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/28/2022 10:10 AM,03/26/2022 09:00 AM,03/28/2022 09:00 AM,,,,,,
A02-0418,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/25/2022 10:02 AM,03/23/2022 09:00 AM,03/25/2022 09:00 AM,,,,,,
A02-0417,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/23/2022 11:40 AM,03/21/2022 09:00 AM,03/23/2022 09:00 AM,,,,,,
A02-0416,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/23/2022 11:56 AM,03/21/2022 09:00 AM,03/23/2022 09:00 AM,,,,,,
A02-0415,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/25/2022 10:15 AM,03/23/2022 09:00 AM,03/25/2022 09:00 AM,,,,,,
A02-0414,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/21/2022 10:12 AM,03/19/2022 09:00 AM,03/21/2022 09:00 AM,,,,,,
A02-0413,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/21/2022 10:40 AM,03/19/2022 09:00 AM,03/21/2022 09:00 AM,,,,,,
A02-0411,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/23/2022 12:33 PM,03/21/2022 09:00 AM,03/23/2022 09:00 AM,,,,,,
A02-0410,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/21/2022 10:55 AM,03/19/2022 09:00 AM,03/21/2022 09:00 AM,,,,,,
A02-0406,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/21/2022 09:00 PM,03/21/2022 09:00 AM,03/23/2022 09:00 AM,,,,,,
A02-0394,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/25/2022 11:08 AM,03/23/2022 09:00 AM,03/25/2022 09:00 AM,,,,,,
A02-0389,Monongalia,,Sample,WVU Morgantown,Composite,Gz,03/09/2022 10:37 AM,03/07/2022 09:00 AM,03/09/2022 09:00 AM,,,,,,
A02-0387,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/09/2022 10:17 AM,03/07/2022 09:00 AM,03/09/2022 09:00 AM,,,,,,
A02-0386,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/09/2022 10:02 AM,03/07/2022 09:00 AM,03/09/2022 09:00 AM,,,,,,
A02-0372,Monongalia,,Sample,WVU Morgantown,Composite,GZ,03/19/2022 11:13 AM,03/19/2022 09:00 AM,03/21/2022 09:00 AM,,,,,,
A02-0365,Monongalia,,Sample,WVU Morgantown,Composite,GZ,02/23/2022 09:57 AM,02/21/2022 09:00 AM,02/23/2022 09:00 AM,,,,,,
A02-0295,Monongalia,,Sample,WVU Morgantown,Composite,GZ,01/19/2022 09:33 AM,01/15/2022 09:00 AM,01/17/2022 09:00 AM,,,,,,
A02-0229,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/19/2021 11:23 AM,11/17/2021 10:15 AM,11/19/2021 10:15 AM,,,,Pass,,
A02-0228,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/19/2021 11:01 AM,11/17/2021 10:00 AM,11/19/2021 10:01 AM,,,,Pass,,
A02-0227,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/19/2021 10:13 AM,11/17/2021 09:10 AM,11/19/2021 09:10 AM,,,,Pass,,
A02-0226,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/19/2021 10:12 AM,11/17/2021 09:00 AM,11/19/2021 09:00 AM,,,,Pass,,
A02-0220,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/15/2021 09:54 AM,11/13/2021 09:00 AM,11/15/2021 09:00 AM,,,,Pass,,
A02-0219,Monongalia,,Sample,WVU Morgantown,Composite,EL,11/15/2021 09:39 AM,11/13/2021 09:00 AM,11/15/2021 09:00 AM,,,,Pass,,
A02-0146,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0145,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0144,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0143,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0117,Monongalia,,Sample,WVU Morgantown,Composite,EL,09/20/2021 09:54 AM,09/18/2021 09:00 AM,09/20/2021 09:00 AM,,,,,,
A02-0116,Monongalia,,Sample,WVU Morgantown,Composite,EL,09/20/2021 09:44 AM,09/18/2021 09:00 AM,09/20/2021 09:00 AM,,,,,,
A02-0115,Monongalia,,Sample,WVU Morgantown,Composite,EL,09/20/2021 09:15 AM,09/18/2021 09:00 AM,09/20/2021 09:00 AM,,,,,,
A02-0047,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0046,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0045,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0044,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0043,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A02-0033,Monongalia,,Sample,WVU Morgantown,,,,,,,,,,,
A01-1489,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/19/2026 12:00 AM,02/18/2026 12:00 AM,02/19/2026 12:00 AM,LS,02/26/2026,,Pass,10.5,Routine Surveillance
A01-1488,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/18/2026 12:00 AM,02/17/2026 12:00 AM,02/18/2026 12:00 AM,LS,02/26/2026,,Pass,10.8,Routine Surveillance
A01-1487,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/17/2026 12:00 AM,02/16/2026 12:00 AM,02/17/2026 12:00 AM,LS,02/19/2026,,Pass,11.3,Routine Surveillance
A01-1486,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/16/2026 12:00 AM,02/15/2026 12:00 AM,02/16/2026 12:00 AM,LS,02/19/2026,,Pass,11.7,Routine Surveillance
A01-1485,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/15/2026 12:00 AM,02/14/2026 12:00 AM,02/15/2026 12:00 AM,LS,02/19/2026,,Pass,12.0,Routine Surveillance
A01-1484,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/14/2026 12:00 AM,02/13/2026 12:00 AM,02/14/2026 12:00 AM,LS,02/19/2026,,Pass,10.2,Routine Surveillance
A01-1483,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/12/2026 12:00 AM,02/11/2026 12:00 AM,02/12/2026 12:00 AM,LS,02/19/2026,,Pass,11.6,Routine Surveillance
A01-1482,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/11/2026 12:00 AM,02/10/2026 12:00 AM,02/11/2026 12:00 AM,LS,02/19/2026,,Pass,14.6,Routine Surveillance
A01-1481,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/10/2026 12:00 AM,02/09/2026 12:00 AM,02/10/2026 12:00 AM,LS,02/12/2026,,Pass,12.0,Routine Surveillance
A01-1480,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/09/2026 12:00 AM,02/08/2026 12:00 AM,02/09/2026 12:00 AM,LS,02/12/2026,,Pass,8.7,Routine Surveillance
A01-1479,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/08/2026 12:00 AM,02/07/2026 12:00 AM,02/08/2026 12:00 AM,LS,02/12/2026,,Pass,8.3,Routine Surveillance
A01-1478,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/07/2026 12:00 AM,02/06/2026 12:00 AM,02/07/2026 12:00 AM,LS,02/12/2026,,Pass,8.3,Routine Surveillance
A01-1477,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/05/2026 12:00 AM,02/04/2026 12:00 AM,02/05/2026 12:00 AM,LS,02/12/2026,,Pass,9.0,Routine Surveillance
A01-1476,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/04/2026 12:00 AM,02/03/2026 12:00 AM,02/04/2026 12:00 AM,LS,02/12/2026,,Pass,9.1,Routine Surveillance
A01-1475,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/03/2026 12:00 AM,02/02/2026 12:00 AM,02/03/2026 12:00 AM,LS,02/05/2026,,Pass,9.1,Routine Surveillance
A01-1474,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/02/2026 12:00 AM,02/01/2026 12:00 AM,02/02/2026 12:00 AM,LS,02/05/2026,,Pass,8.7,Routine Surveillance
A01-1473,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,02/01/2026 12:00 AM,01/31/2026 12:00 AM,02/01/2026 12:00 AM,LS,02/05/2026,,Pass,8.9,Routine Surveillance
A01-1472,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/31/2026 12:00 AM,01/30/2026 12:00 AM,01/31/2026 12:00 AM,LS,02/05/2026,,Pass,8.6,Routine Surveillance
A01-1465,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/22/2026 12:00 AM,01/21/2026 12:00 AM,01/22/2026 12:00 AM,LS,01/29/2026,,Pass,11.4,Routine Surveillance
A01-1464,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/21/2026 12:00 AM,01/20/2026 12:00 AM,01/21/2026 12:00 AM,LS,01/29/2026,,Pass,10.4,Routine Surveillance
A01-1463,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/20/2026 12:00 AM,01/19/2026 12:00 AM,01/20/2026 12:00 AM,LS,01/29/2026,,Pass,8.5,Routine Surveillance
A01-1462,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/19/2026 12:00 AM,01/18/2026 12:00 AM,01/19/2026 12:00 AM,LS,01/29/2026,,Pass,9.1,Routine Surveillance
A01-1461,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/18/2026 12:00 AM,01/17/2026 12:00 AM,01/18/2026 12:00 AM,LS,01/29/2026,,Pass,9.6,Routine Surveillance
A01-1460,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/17/2026 12:00 AM,01/16/2026 12:00 AM,01/17/2026 12:00 AM,LS,01/29/2026,,Pass,10.1,Routine Surveillance
A01-1459,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/15/2026 12:00 AM,01/14/2026 12:00 AM,01/15/2026 12:00 AM,AJ,01/22/2026,,Pass,10.2,Routine Surveillance
A01-1458,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/14/2026 12:00 AM,01/13/2026 12:00 AM,01/14/2026 12:00 AM,AJ,01/22/2026,,Pass,10.4,Routine Surveillance
A01-1457,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/14/2026 12:00 AM,01/13/2026 12:00 AM,01/14/2026 12:00 AM,LS,01/15/2026,,Pass,9.0,Routine Surveillance
A01-1456,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/13/2026 12:00 AM,01/12/2026 12:00 AM,01/13/2026 12:00 AM,LS,01/15/2026,,Pass,9.7,Routine Surveillance
A01-1455,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/12/2026 12:00 AM,01/11/2026 12:00 AM,01/12/2026 12:00 AM,LS,01/15/2026,,Pass,10.7,Routine Surveillance
A01-1454,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/11/2026 12:00 AM,01/10/2026 12:00 AM,01/11/2026 12:00 AM,LS,01/15/2026,,Pass,10.2,Routine Surveillance
A01-1453,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/09/2026 12:00 AM,01/08/2026 12:00 AM,01/09/2026 12:00 AM,LS,01/15/2026,,Pass,8.6,Routine Surveillance
A01-1452,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/08/2026 12:00 AM,01/07/2026 12:00 AM,01/08/2026 12:00 AM,LS,01/15/2026,,Pass,9.1,Routine Surveillance
A01-1451,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/06/2026 12:00 AM,01/05/2026 12:00 AM,01/06/2026 12:00 AM,LS,01/15/2026,,Pass,9.3,Routine Surveillance
A01-1450,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/04/2026 12:00 AM,01/03/2026 12:00 AM,01/04/2026 12:00 AM,LS,01/08/2026,,Pass,8.6,Routine Surveillance
A01-1449,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/03/2026 12:00 AM,01/02/2026 12:00 AM,01/03/2026 12:00 AM,LS,01/08/2026,,Pass,8.3,Routine Surveillance
A01-1448,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/02/2026 12:00 AM,12/31/2025 12:00 AM,01/01/2026 12:00 AM,LS,01/08/2026,,Pass,8.8,Routine Surveillance
A01-1447,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,01/01/2026 12:00 AM,12/30/2025 12:00 AM,12/31/2025 12:00 AM,LS,01/08/2026,,Pass,9.2,Routine Surveillance
A01-1446,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/30/2025 12:00 AM,12/29/2025 12:00 AM,12/30/2025 12:00 AM,LS,01/08/2026,,Pass,9.8,Routine Surveillance
A01-1445,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/29/2025 12:00 AM,12/28/2025 12:00 AM,12/29/2025 12:00 AM,LS,01/08/2026,,Pass,11.7,Routine Surveillance
A01-1444,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/28/2025 12:00 AM,12/27/2025 12:00 AM,12/28/2025 12:00 AM,LS,01/08/2026,,Pass,9.2,Routine Surveillance
A01-1443,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/27/2025 12:00 AM,12/26/2025 12:00 AM,12/27/2025 12:00 AM,LS,01/08/2026,,Pass,8.7,Routine Surveillance
A01-1442,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/25/2025 12:00 AM,12/24/2025 12:00 AM,12/25/2025 12:00 AM,LS,01/08/2026,,Pass,10.7,Routine Surveillance
A01-1441,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/25/2025 12:00 AM,12/23/2025 12:00 AM,12/24/2025 12:00 AM,LS,01/08/2026,,Pass,9.0,Routine Surveillance
A01-1440,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/23/2025 12:00 AM,12/22/2025 12:00 AM,12/23/2025 12:00 AM,LS,01/08/2026,,Pass,10.6,Routine Surveillance
A01-1439,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/22/2025 12:00 AM,12/21/2025 12:00 AM,12/22/2025 12:00 AM,LS,01/08/2026,,Pass,9.4,Routine Surveillance
A01-1438,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/22/2025 12:00 AM,12/20/2025 12:00 AM,12/21/2025 12:00 AM,LS,01/08/2026,,Pass,9.9,Routine Surveillance
A01-1437,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/22/2025 12:00 AM,12/19/2025 12:00 AM,12/20/2025 12:00 AM,LS,01/08/2026,,Pass,11.1,Routine Surveillance
A01-1436,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/18/2025 12:00 AM,12/17/2025 12:00 AM,12/18/2025 12:00 AM,LS,01/08/2026,,Pass,11.6,Routine Surveillance
A01-1435,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/15/2025 12:00 AM,12/14/2025 12:00 AM,12/15/2025 12:00 AM,LS,12/18/2025,,Pass,9.7,Routine Surveillance
A01-1434,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/14/2025 12:00 AM,12/13/2025 12:00 AM,12/14/2025 12:00 AM,LS,12/18/2025,,Pass,9.2,Routine Surveillance
A01-1433,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/16/2025 12:00 AM,12/15/2025 12:00 AM,12/16/2025 12:00 AM,LS,12/18/2025,,Pass,9.6,Routine Surveillance
A01-1432,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/12/2025 12:00 AM,12/11/2025 12:00 AM,12/12/2025 12:00 AM,LS,12/18/2025,,Pass,11.7,Routine Surveillance
A01-1431,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/16/2025 12:00 AM,12/16/2025 12:00 AM,12/17/2025 12:00 AM,LS,01/08/2026,,Pass,13.3,Routine Surveillance
A01-1430,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/17/2025 12:00 AM,12/16/2025 12:00 AM,12/17/2025 12:00 AM,LS,12/18/2025,,Pass,10.1,Routine Surveillance
A01-1429,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/11/2025 12:00 AM,12/10/2025 12:00 AM,12/11/2025 12:00 AM,LS,12/18/2025,,Pass,12.0,Routine Surveillance
A01-1428,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/09/2025 12:00 AM,12/08/2025 12:00 AM,12/09/2025 12:00 AM,LS,12/11/2025,,Pass,9.3,Routine Surveillance
A01-1427,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/08/2025 12:00 AM,12/07/2025 12:00 AM,12/08/2025 12:00 AM,LS,12/11/2025,,Pass,9.6,Routine Surveillance
A01-1426,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/08/2025 12:00 AM,12/05/2025 12:00 AM,12/06/2025 12:00 AM,LS,12/11/2025,,Pass,9.6,Routine Surveillance
A01-1425,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/07/2025 12:00 AM,12/06/2025 12:00 AM,12/07/2025 12:00 AM,LS,12/11/2025,,Pass,10.0,Routine Surveillance
A01-1424,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/04/2025 12:00 AM,12/03/2025 12:00 AM,12/04/2025 12:00 AM,LS,12/11/2025,,Pass,9.1,Routine Surveillance
A01-1423,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/03/2025 12:00 AM,12/02/2025 12:00 AM,12/03/2025 12:00 AM,LS,12/11/2025,,Pass,10.0,Routine Surveillance
A01-1422,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/02/2025 12:00 AM,12/01/2025 12:00 AM,12/02/2025 12:00 AM,AJ,12/04/2025,,Pass,9.8,Routine Surveillance
A01-1421,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,12/01/2025 12:00 AM,11/30/2025 12:00 AM,12/01/2025 12:00 AM,AJ,12/04/2025,,Pass,8.6,Routine Surveillance
A01-1420,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/30/2025 12:00 AM,11/29/2025 12:00 AM,11/30/2025 12:00 AM,AJ,12/04/2025,,Pass,8.7,Routine Surveillance
A01-1419,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/29/2025 12:00 AM,11/28/2025 12:00 AM,11/29/2025 12:00 AM,AJ,12/04/2025,,Pass,8.5,Routine Surveillance
A01-1418,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/27/2025 12:00 AM,11/26/2025 12:00 AM,11/27/2025 12:00 AM,AJ,12/04/2025,,Pass,11.1,Routine Surveillance
A01-1417,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/26/2025 12:00 AM,11/25/2025 12:00 AM,11/26/2025 12:00 AM,AJ,12/04/2025,,Pass,16.7,Routine Surveillance
A01-1416,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/25/2025 12:00 AM,11/24/2025 12:00 AM,11/25/2025 12:00 AM,AJ,12/04/2025,,Pass,14.1,Routine Surveillance
A01-1415,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/24/2025 12:00 AM,11/23/2025 12:00 AM,11/24/2025 12:00 AM,LS,11/26/2025,,Pass,8.1,Routine Surveillance
A01-1414,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/23/2025 12:00 AM,11/22/2025 12:00 AM,11/23/2025 12:00 AM,LS,11/26/2025,,Pass,7.5,Routine Surveillance
A01-1413,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/22/2025 12:00 AM,11/21/2025 12:00 AM,11/22/2025 12:00 AM,LS,11/26/2025,,Pass,11.8,Routine Surveillance
A01-1412,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/21/2025 12:00 AM,11/20/2025 12:00 AM,11/21/2025 12:00 AM,LS,11/26/2025,,Pass,9.5,Routine Surveillance
A01-1411,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/20/2025 12:00 AM,11/19/2025 12:00 AM,11/20/2025 12:00 AM,LS,11/26/2025,,Pass,13.7,Routine Surveillance
A01-1410,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/18/2025 12:00 AM,11/17/2025 12:00 AM,11/18/2025 12:00 AM,LS,11/20/2025,,Pass,9.0,Routine Surveillance
A01-1409,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/17/2025 12:00 AM,11/16/2025 12:00 AM,11/17/2025 12:00 AM,LS,11/20/2025,,Pass,7.0,Routine Surveillance
A01-1408,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/16/2025 12:00 AM,11/15/2025 12:00 AM,11/16/2025 12:00 AM,LS,11/20/2025,,Pass,7.0,Routine Surveillance
A01-1407,Monongalia,StarCityWWTP-01,Sample,WWTP,Composite,,11/15/2025 12:00 AM,11/14/2025 12:00 AM,11/15/2025 12:00 AM,LS,11/20/2025,,Pass,7.0,Routine Surveillance
