Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A0039	13018	OneStep RT-ddPCR	Human RNase P		52080					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				108552	SARS-CoV-2 N2				99864																																				CDC N1/N2/RP Triplex	0.005	Sample		12/14/20	100			PEG Precipitation	4				AT	WWTP	Sample	12/15/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT	StarCityWWTP-01	DW	12/13/20 0:00	Composite	12/13/20 11:59	12/13/20 12:00			Pass	TD	12/14/20		Monongalia	Processing	Complete
A01-0057	9226	OneStep RT-ddPCR	Human RNase P	56.12654686	59634.45604					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	K7	AP0012	G04	JL	SARS-CoV-2 N1	251.7256927	0	1593.187866	267458.5485	SARS-CoV-2 N2	92.49897003	0	2077.493896	98280.15566																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	B01	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K7	EP0022	A07	JL	StarCityWWTP-01	GG	10/6/21 23:55	Composite	10/6/21 23:55	10/6/21 0:00	7.480 		Pass	JL	10/8/21	7.18	Monongalia	Processing	Complete
C01-0020																																																																			Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	D06	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G8	EP0025	D06	JL	WheelingWWTP-01	MVC	10/14/21 7:00	Composite	10/14/21 7:00	10/13/21 7:00			Pass	JL	10/15/21	6.31	Ohio	Processing	Processing
A02-0109	13554	OneStep RT-ddPCR	Human RNase P	120.0882339	127593.7486					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D8	AP0008	C08	JL	SARS-CoV-2 N1	33.00667524	0	1320.22522	35069.59245	SARS-CoV-2 N2	53.87687206	0	1524.019623	57244.17657																																				CDC N1/N2/RP Triplex	0.005	Sample		9/15/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0012	B02	JL	WVU Morgantown	Sample	9/15/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D8	EP0012	A08	JL	CollegePark-02	EL	9/15/21 10:18	Composite	9/15/21 10:13	9/13/21 10:13			Pass	JL	9/15/21	5.83	Monongalia	Processing	Complete
A02-0008	18971	OneStep RT-ddPCR	Human RNase P	33.51149797	35605.9666					8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	6.202232838	0	1714.019012	6589.87239	SARS-CoV-2 N2	1.240315884	0	1783.141785	1317.83566	None																																			CDC N1/N2/RP Triplex	0.005	Sample		8/16/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP000000	A06	JL	WVU Morgantown	Sample	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NorthHighSt-02 (MUB)	Eric Lundstrom	8/13/21 10:02	Composite	8/13/21 9:45	8/11/21 9:45			Pass	Josh Lambert	8/13/21	7.5	Monongalia	Processing	Complete
H01-0098																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
G01-0069																																																																			Sample												WWTP	Sample											KeyserWWTP-01	G	11/7/21 8:10	Composite	11/7/21 8:00	11/6/21 9:00			Pass	JL	11/9/21	6.81	Mineral	Processing	Processing
A0045	18529	OneStep RT-ddPCR	Human RNase P		5334					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				21336	SARS-CoV-2 N2				10668																																				CDC N1/N2/RP Triplex	0.005	Sample		1/3/21	100			PEG Precipitation	7				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/21/20 0:00	Composite	12/21/20 11:59	12/21/20 12:00			Pass	TD	1/7/21		Monongalia	Processing	Complete
A02-0120	14179	OneStep RT-ddPCR	Human RNase P	31.5507865	33522.71065					9/24/21	Manual	DQ		QX 200	CDC nCov-2 Triplex	J1	AP0009	C01	JL	SARS-CoV-2 N1	39.86066341	0	878.4640503	42351.95488	SARS-CoV-2 N2	23.24384689	0	968.4371185	24696.58732																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	C05	JL	WVU Morgantown	Sample	9/24/21	0.4	XXXXXX	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J1	EP0016	B05	JL	OaklandE-02	EL	9/22/21 9:33	Composite	9/22/21 9:33	9/20/21 9:33			Pass	JL	9/22/21	7.5	Monongalia	Processing	Complete
A02-0065	18409	OneStep RT-ddPCR	Human RNase P	10.22740006	10866.61257					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G5	AP0007	C02	JL	SARS-CoV-2 N1	8.948732018	0	1303.838043	9508.02777	SARS-CoV-2 N2	10.22740006	0	1366.207123	10866.61257																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	C01	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G5	EP0007	B01	JL	Evansdale-01	EL	9/1/21 9:08	Composite	9/1/21 9:08	8/30/21 9:08			Pass	JL	9/1/21	6.8	Monongalia	Processing	Complete
A03-0022																																																																			Sample													Sample																									Unknown
A0238	11383	OneStep RT-ddPCR	Human RNase P		4968					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14880	SARS-CoV-2 N2				39696																																				CDC N1/N2/RP Triplex	0.005	Sample		2/22/21	100			PEG Precipitation	4				AT	WWTP	Sample	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT	StarCityWWTP-01	GG	2/9/21 8:00	Composite	2/9/21 11:55	2/9/21 12:00	9.493 		Pass	TD	2/11/21		Monongalia	Processing	Complete
H01-0085																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
G01-0055	7579	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	K8	AP0014	H06	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	B04	JL	WWTP	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K8	EP0027	A08	JL	KeyserWWTP-01	ML	10/18/21 9:10	Composite	10/18/21 8:00	10/17/21 9:00			Pass	JL	10/20/21		Mineral	Processing	Processing
J01-0031																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A1034	12606	OneStep RT-ddPCR	Human RNase P		47040					4/26/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				23520	SARS-CoV-2 N2				15666																																				CDC N1/N2/RP Triplex	0.005	Sample		4/23/21	100			PEG Precipitation	7				MVS	WWTP	Sample	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	EL	4/23/21 10:57	Composite	4/21/21 11:59	4/21/21 12:00	8.235		Pass	MVS	4/23/21		Monongalia	Processing	Complete
A02-0180	8693	OneStep RT-ddPCR	Human RNase P	21.6636323928834	23017.6094174386	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	L5	AP0014	E07	JL	SARS-CoV-2 N1	572.613372802734	0	2152.00729370118	608401.708602905	SARS-CoV-2 N2	250.344200134278	0	2493.55224609376	265990.71264267																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	D01	JL	WVU Morgantown	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0027	B05	JL	CollegePark-02	CA	10/20/21 10:02	Composite	10/20/21 10:02	10/18/21 10:08			Pass	JL	10/20/21		Monongalia	Processing	Processing
A01-0067	0.11	OneStep RT-ddPCR	Human RNase P			None				2021-11-01	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	NAB_13 A1	AP0015	A01	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-25	10	NT04474	Halcyon	Nanotrap	0.425		CP0028	A01	JL	WWTP	Sample	2021-10-25	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A1	EP0028	A01	JL	StarCityWWTP-01	GG	10/19/21 23:55	Composite	10/19/21 23:55	10/19/21 0:00			Pass	JL	10/25/21	7.92	Monongalia	Processing	Processing
A0046	18937	OneStep RT-ddPCR	Human RNase P		22410					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				67140	SARS-CoV-2 N2				22410																																				CDC N1/N2/RP Triplex	0.005	Sample		1/3/21	100			PEG Precipitation	15				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/22/20 0:00	Composite	12/22/20 11:59	12/22/20 12:00			Pass	TD	1/7/21		Monongalia	Processing	Complete
J01-0003																																																																															WWTP												AlpineLakeWWTP-01												Preston		
J01-0010																																																																															WWTP												AlpineLakeWWTP-01												Preston		
B01-0020	12359	OneStep RT-ddPCR	Human RNase P	1.90390512347221	2022.89919368923	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	F7	AP0014	G02	JL	SARS-CoV-2 N1	15.2355563640594	0	2152.00729370118	16187.7786368132	SARS-CoV-2 N2	17.1406948566437	0	2493.55224609376	18211.9882851839																																					0.005	Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	C03	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F7	EP0025	C03	JL	CharlestonWWTP-01	KM	10/13/21 9:55	Composite	10/13/21 7:00	10/12/21 7:00	6.426		Pass	JL	10/15/21	7.07	Kanawha	Processing	Processing
H01-0029																																																																			Sample												WWTP	Sample											MoundsvilleWWTP-01	DRC	11/3/21 8:15	Composite	11/3/21 8:00	11/2/21 8:00			Pass	AJ	11/11/21	6.79	Marshall	Processing	Processing
B01-0010	9461	OneStep RT-ddPCR	Human RNase P	0	0					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	C2	AP0011	B01	JL	SARS-CoV-2 N1	18.26411724	1355.395355	0	19405.62457	SARS-CoV-2 N2	18.26411724	1548.404388	0	19405.62457																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	C2	CP0019	A02	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C2	EP0019	A02	JL	CharlestonWWTP-01	KM	9/27/21 8:00	Composite	9/27/21 7:00	9/26/21 7:00			Pass	JL	9/30/21		Kanawha	Processing	Complete
A01-0028	15508	OneStep RT-ddPCR	Human RNase P	27.32624531	29034.13564					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K2	AP0007	A02	JL	SARS-CoV-2 N1	80.5516243	0	1303.838043	85586.10082	SARS-CoV-2 N2	71.41872406	0	1366.207123	75882.39431																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A02	JL	WWTP	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0009	A02	JL	StarCityWWTP-01	DW	9/5/21 23:55	Composite	9/5/21 23:55	9/5/21 0:00	10.388 		Pass	JL	9/7/21	6.6	Monongalia	Processing	Complete
H01-0062																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
C01-0016	15230	OneStep RT-ddPCR	Human RNase P	20.2657795	21532.39071					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	NAB_12 A7	AP0013	B04	JL	SARS-CoV-2 N1	33.30363035	0	1707.766876	35385.10725	SARS-CoV-2 N2	62.30428219	0	1836.244965	66198.29983																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	D05	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A7	EP0022	C07	JL	WheelingWWTP-01	MVC	10/7/21 7:05	Composite	10/7/21 7:00	10/6/21 7:00			Pass	JL	10/8/21	6.53	Ohio	Processing	Complete
A02-0155 b	11235	OneStep RT-ddPCR	Human RNase P		50280					3/15/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				5016	SARS-CoV-2 N2				10056																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A07-0012		100			PEG Precipitation	4					WWTP	Sample		0.2			Qiagen QIAamp Viral RNA Mini	0.06					StarCityWWTP-01	EL	3/3/21 12:00	Composite	3/3/21 12:00	3/3/21 12:00	11.840		Pass				Monongalia	Rejected	Test
A02-0046																																																																			Sample													Sample																									Unknown
A02-0146																																																																			Sample													Sample																									Unknown
A02-0178	16471	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	L3	AP0014	C07	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	C03	JL	WVU Morgantown	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0027	B03	JL	HonorsSummit-01 (MUB)	CA	10/20/21 9:40	Composite	10/20/21 9:40	10/18/21 9:49			Pass	JL	10/20/21		Monongalia	Processing	Processing
A1095	11895	OneStep RT-ddPCR		85.21		BRSV		202373.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.98			4702.5	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/19/21 23:55	Composite	7/19/21 23:55	7/19/21 0:00	7.303 		Pass	JL	7/30/21		Monongalia	Processing	Complete
H01-0030																																																																			Sample												WWTP	Sample											MoundsvilleWWTP-01	DRC	11/4/21 8:15	Composite	11/4/21 8:00	11/3/21 8:00			Pass	AJ	11/11/21	6.82	Marshall	Processing	Processing
J01-0038																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0048	18994	OneStep RT-ddPCR	Human RNase P	17.34933257	18433.66586					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F6	AP0007	C04	JL	SARS-CoV-2 N1	3.716637194	0	1303.838043	3948.927019	SARS-CoV-2 N2	6.19472146	0	1366.207123	6581.891552																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	A06	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F6	EP0007	A06	JL	CollegePark-02	EL	8/25/21 10:03	Composite	8/25/21 10:12	8/23/21 10:12			Pass	JL	8/25/21	7.33	Monongalia	Processing	Complete
A03-0072																																																																			Sample												K-12	Sample											NorthES-01	BL	11/5/21 14:05	Composite	11/5/21 14:00	11/5/21 6:00			Pass	JL	11/10/21		Monongalia	Processing	Processing
G01-0023																																																																			Sample												WWTP	Sample																									Unknown
H01-0012	11585	OneStep RT-ddPCR	Human RNase P	2.0311114192009	2158.05588290096	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	F2	AP0014	B02	JL	SARS-CoV-2 N1	61.0097455978394	0	2152.00729370118	64822.8546977044	SARS-CoV-2 N2	12.1893000602722	0	2493.55224609376	12951.1313140392																																					0.005	Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	B04	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F2	EP0025	B04	JL	MoundsvilleWWTP-01	DRC	10/10/21 8:15	Composite	10/10/21 8:00	10/9/21 8:00			Pass	JL	10/15/21	7.11	Marshall	Processing	Processing
H01-0018	14528	OneStep RT-ddPCR	Human RNase P	4.8	5100	None				2021-11-17	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C3	AP0019	A02	JL	SARS-CoV-2 N1	9.8	0	1166.6	10412.5	SARS-CoV-2 N2	11.4	0	1342.8	12112.5																																					0.005	Sample		2021-10-25	10	NT04474	Halcyon	Nanotrap	0.425		CP0028	D01	JL	WWTP	Sample	2021-10-25	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C3	EP0028	C03	JL	MoundsvilleWWTP-01	DRC	10/16/21 8:15	Composite	10/16/21 8:00	10/15/21 8:00			Pass	JL	10/25/21	7.08	Marshall	Processing	Processing
A03-0058																																																																			Sample												K-12	Sample											MorgantownHS-01	BL	10/28/21 13:30	Composite	10/27/21 14:00	10/27/21 6:00			Pass	JL	11/1/21	7.48	Monongalia	Processing	Processing
A03-0039	922	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	H1	AP0014	A04	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	A01	JL	K-12	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP0026	A01	JL	MorgantownHS-01	BL	10/8/21 14:15	Composite	10/8/21 14:00	10/8/21 6:00			Pass	JL	10/18/21		Monongalia	Processing	Processing
A02-0087	10420	OneStep RT-ddPCR	Human RNase P	4.516635537	4798.925258					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L2 - NAB_9	AP0008	F03	JL	SARS-CoV-2 N1	24.85223055	0	1320.22522	26405.49496	SARS-CoV-2 N2	4.516635537	0	1524.019623	4798.925258																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A02	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0010	A02	JL	OaklandE-02	EL	9/8/21 9:34	Composite	9/8/21 9:34	9/6/21 9:34			Pass	JL	9/8/21	7.4	Monongalia	Processing	Complete
A01-0101	10936	OneStep RT-ddPCR	Human RNase P	2.1516539156437	2286.13228537143	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	K1	AP0014	A06	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	A01	JL	WWTP	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0027	A01	JL	StarCityWWTP-01	GG	10/12/21 23:55	Composite	10/12/21 23:55	10/12/21 0:00			Pass	JL	10/20/21		Monongalia	Processing	Processing
A1086	12032	OneStep RT-ddPCR		86.2		BRSV		204725		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.96			4655	SARS-CoV-2 N2	1.96			4655																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.52				WWTP	Sample	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/6/21 23:55	Composite	7/6/21 23:55	7/6/21 0:00	6.793 		Pass	JL	7/9/21	6.52	Monongalia	Processing	Complete
A01-0022																																																																			Sample													Sample																									Unknown
G01-0027																																																																			Sample												WWTP	Sample											KeyserWWTP-01	-	11/15/21 14:00	Composite	11/15/21 8:00	11/14/21 9:00			Pass	JL	11/16/21	7.03	Mineral	Processing	Processing
C01-0008	11981	OneStep RT-ddPCR	Human RNase P	1.963975728	2086.724211					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A8	AP0010	C08	JL	SARS-CoV-2 N1	9.821518064	0	1097.667847	10435.36294	SARS-CoV-2 N2	17.68168569	0	1200.682373	18786.79104																																				CDC N1/N2/RP Triplex	0.005	Sample	FLOW 8.449	9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	D06	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A8	EP0017	B12	JL	WheelingWWTP-01	MVC	9/23/21 7:00	Composite	9/23/21 7:00	9/22/21 7:00			Pass	JL	9/24/21	6.44	Ohio	Processing	Complete
A01-0019																																																																			Sample													Sample																									Unknown
A02-0219																																																																			Sample												WVU Morgantown	Sample											OaklandE-02	EL	11/15/21 9:39	Composite	11/15/21 9:00	11/13/21 9:00						7.98	Monongalia	Processing	Processing
A02-0177	17213	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	L6	AP0014	F07	JL	SARS-CoV-2 N1	0	0	2152.00729370118	0	SARS-CoV-2 N2	0	0	2493.55224609376	0																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	D02	JL	WVU Morgantown	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L6	EP0027	B06	JL	OaklandE-02	CA	10/20/21 9:28	Composite	10/20/21 9:28	10/18/21 9:28			Pass	JL	10/20/21		Monongalia	Processing	Processing
A01-0084																																																																			Sample												WWTP	Sample											StarCityWWTP-01	GG	11/8/21 23:55	Composite	11/8/21 23:55	11/8/21 0:00			Pass	JL	11/10/21	7.09	Monongalia	Processing	Processing
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.87174654	32801.2307					8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.856753707	0	1714.019012	4097.80094	SARS-CoV-2 N2	10.28608203	0	1783.141785	10928.96241	None																																			CDC N1/N2/RP Triplex	0.005	Sample		8/16/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP000000	B04	JL	WVU Morgantown	Sample	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	HonorsSummit-01 (MUB)	Alexander Brun	8/16/21 9:54	Composite	8/16/21 9:00	8/14/21 9:00			Pass	Josh Lambert	8/16/21	6.65	Monongalia	Processing	Complete
A1098	11958	OneStep RT-ddPCR		211.49		BRSV		502288.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	21.65			51418.75	SARS-CoV-2 N2	25.59			60776.25																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/22/21 23:55	Composite	7/22/21 23:55	7/22/21 0:00	6.513 		Pass	JL	7/30/21		Monongalia	Processing	Complete
G01-0026																																																																			Sample												WWTP	Sample											KeyserWWTP-01	-	11/16/21 8:10	Composite	11/16/21 8:00	11/15/21 9:00			Pass	AJ	11/19/21	7.3	Mineral	Processing	Processing
B01-0021	22071	OneStep RT-ddPCR	Human RNase P	5.811148882	6174.345687					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	D6	AP0013	F03	JL	SARS-CoV-2 N1	31.97436094	0	1707.766876	33972.7585	SARS-CoV-2 N2	39.24570799	0	1836.244965	41698.56474																																				CDC N1/N2/RP Triplex	0.005	Sample		10/13/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0024	D02	JL	WWTP	Sample	10/13/21	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D6	EP0024	B06	JL	CharlestonWWTP-01	KM	10/11/21 7:30	Composite	10/11/21 7:00	10/10/21 7:00			Pass	JL	10/13/21	6.91	Kanawha	Processing	Complete
