Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0019	17835	OneStep RT-ddPCR	Human RNase P	36.96895123	39279.51068	None				8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	30.36309004	0	1685.59967	32260.78367	SARS-CoV-2 N2	39.61181402	1.36802882	1874.414978	42087.55088																																					0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		8/18/21 10:25	WVU Morgantown	G	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	EL	8/18/21 10:24	Composite	8/18/21 10:24	8/16/21 10:33	JL	8/18/21	7.04	CollegePark-02		
A02-0008	18971	OneStep RT-ddPCR	Human RNase P	33.51149797	35605.9666	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	6.202232838	0	1714.019012	6589.87239	SARS-CoV-2 N2	1.240315884	0	1783.141785	1317.83566	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		8/13/21 10:02	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Eric Lundstrom	8/13/21 10:02	Composite	8/13/21 9:45	8/11/21 9:45	Josh Lambert	8/13/21	7.5	NorthHighSt-02 (MUB)		10
A0235	14491	OneStep RT-ddPCR	Human RNase P		11688					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				35088	SARS-CoV-2 N2				31176																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				4				AT	Timothy Driscoll	2/24/21 10:37	2/24/21 10:37	Monongalia County	A0235	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	2/4/21 8:00	Composite	2/4/21 11:55	2/4/21 12:00	TD	2/11/21		StarCityWWTP-01	Available	
A1018	12405	OneStep RT-ddPCR	Human RNase P		17070						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				11370	SARS-CoV-2 N2				17070																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Josh Lambert	4/9/21 12:51	4/9/21 12:51	Monongalia County	A1018	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	GG	3/30/21 11:55	Composite	3/30/21 11:55	3/30/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available	
A0207	15701	OneStep RT-ddPCR	Human RNase P		14400					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				3600	SARS-CoV-2 N2				21576																																				CDC N1/N2/RP Triplex	0.005		1/4/21 0:00	100				4				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0207	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	1/3/21 0:00	Composite	1/3/21 23:59	1/3/21 0:00	TD	1/7/21		StarCityWWTP-01	Available	
A01-0062																																																																				9/3/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	A01	JL						9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I1	EP0008	A01	JL													
A1058	14521	OneStep RT-ddPCR		125.1		BRSV		297112.5												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 7.03				Josh Lambert		7/8/21 11:34	Monongalia County	A1058	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/27/21 23:55	Composite	5/27/21 11:55	5/27/21 0:00	JL	5/28/21	7.03	StarCityWWTP-01	Available	
A02-0115																																																																																	WVU Morgantown														EL	09/20/2021 09:15 AM	Composite	09/20/2021 09:00 AM	09/18/2021 09:00 AM				Evansdale-01		
A0212	16156	OneStep RT-ddPCR	Human RNase P		6984					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				24480	SARS-CoV-2 N2				27960																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0212	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/4/21 0:00	Composite	1/4/21 23:59	1/4/21 0:00	TD	1/8/21		StarCityWWTP-01	Available	
A02-0100	13193	OneStep RT-ddPCR	Human RNase P	985.201950073242	1046777.07195282	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B7	AP0008	B07	JL	SARS-CoV-2 N1	66.0813522338868	0	1320.22521972656	70211.4367485047	SARS-CoV-2 N2	121.590051651001	0	1524.01962280273	129189.429879189																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	C03	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B7	EP0011	B03	JL		Pass	EL	09/13/2021 09:51 AM	Grab			JL	09/13/2021	8.50	HonorsSummit-01 (MUB)		
A02-0116																																																																																	WVU Morgantown														EL	09/20/2021 09:44 AM	Composite	09/20/2021 09:00 AM	09/18/2021 09:00 AM				HonorsSummit-01 (MUB)		
A0038	13631	OneStep RT-ddPCR	Human RNase P		59680.8					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				100764	SARS-CoV-2 N2				74628																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.6				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0038	12/15/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	DW	12/10/20 0:00	Composite	12/10/20 11:59	12/10/20 12:00	TD	12/14/20		StarCityWWTP-01	Available	
A1084	14915	OneStep RT-ddPCR		0		BRSV		0												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.48				Josh Lambert		7/9/21 12:18	Monongalia County	A1084	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/4/21 23:55	Composite	7/4/21 23:55	7/4/21 0:00	JL	7/9/21	6.48	StarCityWWTP-01	Available	
A1016	13088	OneStep RT-ddPCR	Human RNase P		5400						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10800	SARS-CoV-2 N2				16170																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Josh Lambert	4/9/21 12:49	4/9/21 12:49	Monongalia County	A1016	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	GG	3/28/21 11:55	Composite	3/28/21 11:55	3/28/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available	
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.87174654	32801.2307	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.856753707	0	1714.019012	4097.80094	SARS-CoV-2 N2	10.28608203	0	1783.141785	10928.96241	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL	Eric Lundstrum		8/16/21 9:54	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Alexander Brun	8/16/21 9:54	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	6.65	HonorsSummit-01 (MUB)		10
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.37623835	24837.25324	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.24017906	0	1714.019012	52317.69228	SARS-CoV-2 N2	46.77571774	0	1783.141785	49699.20111	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		8/13/21 10:18	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Eric Lundstrom	8/13/21 10:18	Composite	8/13/21 9:55	8/11/21 9:55	Josh Lambert	8/13/21	7.8	CollegePark-02		10
A02-0104	14787	OneStep RT-ddPCR	Human RNase P	275.294532775878	292500.44107437	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	C1	AP0008	F01	JL	SARS-CoV-2 N1	7.95745968818664	0	1320.22521972656	8454.80091869831	SARS-CoV-2 N2	25.4733490943908	0	1524.01962280273	27065.4334127902																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	C05	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C1	EP0011	B05	JL		Pass	EL	09/13/2021 10:14 AM	Grab			JL	09/13/2021	8.27	CollegePark-02		
A1097	12267	OneStep RT-ddPCR		51.85		BRSV		123143.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.92			4560																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1097		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/21/21 23:55	Composite	7/21/21 23:55	7/21/21 0:00	JL			StarCityWWTP-01	Available	
A1076	11430	OneStep RT-ddPCR		70.1		BRSV		166487.5												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	2.06			4892.5																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.47				Josh Lambert		7/9/21 11:59	Monongalia County	A1076	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/22/21 23:55	Composite	6/22/21 23:55	6/22/21 0:00	JL	6/25/21	6.47	StarCityWWTP-01	Available	
A1041	13729	OneStep RT-ddPCR	Human RNase P		20580						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10290	SARS-CoV-2 N2				5130																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Josh Lambert	5/7/21 15:03	5/7/21 15:03	Monongalia County	A1041		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	GG	5/2/21 23:55	Composite	5/2/21 23:55	5/2/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available	
A02-0015	21184	OneStep RT-ddPCR	Human RNase P	21.11307621	22432.64347	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B04	JL	SARS-CoV-2 N1	99.06197548	0	1714.019012	105253.3469	SARS-CoV-2 N2	72.30753899	0	1783.141785	76826.7622	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B06	JL	Eric Lundstrum		8/16/21 10:33	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A12	JL		Pass	Alexander Brun	8/16/21 10:15	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.18	CollegePark-02		10
A0039	13018	OneStep RT-ddPCR	Human RNase P		52080					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				108552	SARS-CoV-2 N2				99864																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0039	12/15/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	DW	12/13/20 0:00	Composite	12/13/20 11:59	12/13/20 12:00	TD	12/14/20		StarCityWWTP-01	Available	
A1086	12032	OneStep RT-ddPCR		86.2		BRSV		204725												SARS-CoV-2 N1	1.96			4655	SARS-CoV-2 N2	1.96			4655																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.52				Josh Lambert		7/9/21 12:21	Monongalia County	A1086	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/6/21 23:55	Composite	7/6/21 23:55	7/6/21 0:00	JL	7/9/21	6.52	StarCityWWTP-01	Available	
A0233	17982	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				37704	SARS-CoV-2 N2				34560																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0233	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	2/2/21 0:00	Composite	2/2/21 23:59	2/2/21 0:00	TD	2/4/21		StarCityWWTP-01	Available	
A1109	11832	OneStep RT-ddPCR		141.62		BRSV		336347.5												SARS-CoV-2 N1	1.99			4726.25	SARS-CoV-2 N2	1.99			4726.25																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1109		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/27/21 23:55	Composite	7/27/21 23:55	7/27/21 0:00	JL			StarCityWWTP-01	Available	
A0101	13937	OneStep RT-ddPCR	Human RNase P		17010					11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				8517.6	SARS-CoV-2 N2				12776.4																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				4.2				MS	Timothy Driscoll	11/9/20 16:54	11/9/20 16:54	Monongalia County	A0101	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/2/20 0:00	Composite	11/2/20 23:59	11/2/20 0:00	TD	11/9/20		StarCityWWTP-01	Available	
A02-0061	14447	OneStep RT-ddPCR	Human RNase P	563.6185837	598844.7452	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E3	AP0005	C04	JL	SARS-CoV-2 N1	228.0658913	0	2615.09491	242320.0095	SARS-CoV-2 N2	280.7928276	0	2786.116028	298342.3793																																					0.005		8/27/21	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A03	JL				WVU Morgantown		8/30/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E3	EP0006	A03	JL		Pass	EL	8/30/21 9:46	Grab			JL	8/30/21	8.13	OaklandE-02		
A02-0111	4958	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G2	AP0008	E02	JL	SARS-CoV-2 N1	0	0	1320.22521972656	0	SARS-CoV-2 N2	0	0	1524.01962280273	0																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	C02	JL				WVU Morgantown		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G2	EP0012	A10	JL		Pass	EL	09/17/2021 10:10 AM	Composite	09/17/2021 10:06 AM	09/15/2021 10:06 AM	JL	09/17/2021	7.13	OaklandE-02		
A02-0096	13757	OneStep RT-ddPCR	Human RNase P	5.13163685798646	5452.36416161061	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B1	AP0008	B01	JL	SARS-CoV-2 N1	5.13163685798646	0	1320.22521972656	5452.36416161061	SARS-CoV-2 N2	1.71042129397392	0	1524.01962280273	1817.32262484729																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	B03	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B1	EP0011	A09	JL		Pass	EL	09/13/2021 09:19 AM	Composite	09/13/2021 09:00 AM	09/11/2021 09:00 AM	JL	09/13/2021	6.61	Evansdale-01		
A02-0062	11896	OneStep RT-ddPCR	Human RNase P	725.6478119	771000.8001	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E4	AP0005	D04	JL	SARS-CoV-2 N1	6.292849183	0	2615.09491	6686.152257	SARS-CoV-2 N2	14.68578577	0	2786.116028	15603.64738																																					0.005		8/27/21	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A04	JL				WVU Morgantown		8/30/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E4	EP0006	A04	JL		Pass	EL	8/30/21 10:04	Grab			JL	8/30/21	7.45	HonorsSummit-01 (MUB)		
A02-0054	14197	OneStep RT-ddPCR	Human RNase P	45.63396931	48486.09239	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C6	AP0005	F02	JL	SARS-CoV-2 N1	382.9641342	0	2615.09491	406899.3926	SARS-CoV-2 N2	188.1644058	0	2786.116028	199924.6812																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C02	JL				WVU Morgantown		8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C6	EP0005	B02	JL		Pass	EL	8/27/21 10:17	Composite	8/27/21 9:38	8/25/21 9:38	JL	8/27/21	6.9	HonorsSummit-01 (MUB)		
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.7569427	848679.2517		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	0	0	2276.707153	0																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		8/13/21 12:24	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	8/11/21 9:00	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	NaN	TowersBB-01		10
A1066		OneStep RT-ddPCR				BRSV		0												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.28				Josh Lambert		7/9/21 11:40	Monongalia County	A1066	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/8/21 23:55	Composite	6/8/21 23:55	6/8/21 0:00	JL	6/11/21	6.28	StarCityWWTP-01	Available	
A1055	15989	OneStep RT-ddPCR		131.34		BRSV		311932.5												SARS-CoV-2 N1	2.94			6982.5	SARS-CoV-2 N2	2.94			6982.5																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.88				Josh Lambert		7/8/21 11:26	Monongalia County	A1055	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/24/21 23:55	Composite	5/24/21 23:55	5/24/21 0:00	JL	5/28/21	6.88	StarCityWWTP-01	Available	
A1067		OneStep RT-ddPCR				BRSV		0												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.35				Josh Lambert		7/9/21 11:42	Monongalia County	A1067	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/9/21 23:55	Composite	6/9/21 23:55	6/9/21 0:00	JL	6/11/21	6.35	StarCityWWTP-01	Available	
A1040	12025	OneStep RT-ddPCR	Human RNase P		14088						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4692	SARS-CoV-2 N2				4692																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				2				KED	Mathilda Santee	4/30/21 11:12	4/30/21 11:12	Monongalia County	A1040	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	EL	4/30/21 11:11	Composite	4/30/21 11:59	4/29/21 11:59	MVS	4/30/21		StarCityWWTP-01	Available	
A02-0053	13324	OneStep RT-ddPCR	Human RNase P	129.3278694	137410.8613	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	G1	AP000000	A02	JL	SARS-CoV-2 N1	143.7464333	0	3138.026123	152730.5853	SARS-CoV-2 N2	121.3217831	0	3336.080627	128904.3945																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B03	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G1	EP0007	A09	JL		Pass	EL	8/27/21 9:57	Grab			JL	8/27/21	8.76	OaklandE-02		
A01-0039	12570	OneStep RT-ddPCR	Human RNase P	61.8529510498046	65718.7604904174	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G8	AP0008	E08	JL	SARS-CoV-2 N1	186.048793792725	0	1320.22521972656	197676.84340477	SARS-CoV-2 N2	186.048793792725	0	1524.01962280273	197676.84340477																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	D04	JL				Monongalia County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G8	EP0012	B04	JL		Pass	GG	09/16/2021 11:55 PM	Composite	09/16/2021 11:55 PM	09/16/2021 12:00 AM	JL	09/17/2021	6.83	StarCityWWTP-01		
A02-0052	10820	OneStep RT-ddPCR	Human RNase P	43.36616039	46076.54542	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C5	AP0005	E02	JL	SARS-CoV-2 N1	5.778679848	0	2615.09491	6139.847338	SARS-CoV-2 N2	0	0	2786.116028	0																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	C01	JL				WVU Morgantown		8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C5	EP0005	B01	JL		Pass	EL	8/27/21 9:55	Composite	8/27/21 9:25	8/23/21 9:25	JL	8/27/21	8.03	OaklandE-02		
A0438	13540	OneStep RT-ddPCR	Human RNase P		18774					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25038	SARS-CoV-2 N2				40680																																				CDC N1/N2/RP Triplex	0.005			100				3					Mathilda Santee	3/3/21 11:42	3/3/21 11:42	Monongalia County	A0438		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/21/21 12:00	Composite	2/21/21 12:00	2/21/21 12:00				StarCityWWTP-01	Available	
A03-0007	13221	OneStep RT-ddPCR	Human RNase P	114.177360534668	121313.445568085	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F4	AP0008	D04	JL	SARS-CoV-2 N1	5.33970534801484	0	1320.22521972656	5673.43693226577	SARS-CoV-2 N2	16.0227525234222	0	1524.01962280273	17024.1745561361																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	A04	JL				Monongalia County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F4	EP0012	A04	JL		Pass	TD	09/20/2021 05:15 PM	Composite	09/15/2021 02:00 PM	09/15/2021 07:00 AM	TD	09/16/2021	7.99	University HS		
A1037	10058	OneStep RT-ddPCR	Human RNase P		42138						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4212	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				3				KED	Mathilda Santee	4/30/21 11:07	4/30/21 11:07	Monongalia County	A1037	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	EL	4/30/21 11:07	Composite	4/26/21 11:59	4/26/21 12:00	MVS	4/30/21		StarCityWWTP-01	Available	
A02-0072	9462	OneStep RT-ddPCR	Human RNase P	41.70183659	44308.20137						Manual	DQ	XXXXXX	QX One	BRSV Triplex	G8	AP000000	H02	JL	SARS-CoV-2 N1	25.01316309	0	3138.026123	26576.48578	SARS-CoV-2 N2	11.11402273	0	3336.080627	11808.64915																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C04	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G8	EP0007	B04	JL		Pass	EL	9/1/21 10:58	Composite	9/1/21 10:59	8/30/21 10:58	JL	9/1/21	6.98	CollegePark-02		
A02-0022	13652	OneStep RT-ddPCR	Human RNase P	22.70017862	24118.93979	None				8/20/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B2	AP0005	B01	JL	SARS-CoV-2 N1	11.3480103	0	2615.09491	12057.26095	SARS-CoV-2 N2	6.808307767	0	2786.116028	7233.827002																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP0005	A02	JL				WVU Morgantown	G	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B2	EP0005	A02	JL		Pass	EL	8/20/21 9:42	Composite	8/20/21 9:42	8/18/21 9:42	Jl	8/20/21	7.39	HonorsSummit-01 (MUB)		
