Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A02-0119	14235	OneStep RT-ddPCR	Human RNase P	18.18922281	19326.04924					9/24/21	Manual	DQ		QX 200	CDC nCov-2 Triplex	I8	AP0009	B08	JL	SARS-CoV-2 N1	8.266085386	0	878.4640503	8782.715723	SARS-CoV-2 N2	9.919651151	0	968.4371185	10539.62935																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	C04	JL	WVU Morgantown	Sample	9/24/21	0.4	XXXXXX	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I8	EP0016	B04	JL	Evansdale-01	EL	9/22/21 9:16	Composite	9/22/21 9:16	9/20/21 9:16			Pass	JL	9/22/21	6.51	Monongalia	Processing	Complete
A02-0238																																																																															WWTP												WVU-Morgantown	-	12/01/2021 10:15 AM	Composite	12/01/2021 09:00 AM	11/29/2021 09:00 AM			Pass	AJ	12/02/2021	7.62	Monongalia		
A02-0025	13137	OneStep RT-ddPCR	Human RNase P	1.646097451	1748.978542					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B4	AP0005	D01	JL	SARS-CoV-2 N1	0	0	2615.09491	0	SARS-CoV-2 N2	26.3526082	0	2786.116028	27999.64622																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0005	A04	JL	WVU Morgantown	Sample	8/27/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B4	EP0005	A04	JL	Evansdale-01	EL	8/23/21 9:13	Composite	8/23/21 9:16	8/21/21 9:16			Pass	JL	8/23/21	7.15	Monongalia	Processing	Complete
A02-0314																																																																																											WVU-Morgantown												Monongalia		
A02-0144																																																																			Sample													Sample																									Unknown
A0238	11383	OneStep RT-ddPCR	Human RNase P		4968					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14880	SARS-CoV-2 N2				39696																																				CDC N1/N2/RP Triplex	0.005	Sample		2/22/21	100			PEG Precipitation	4				AT	WWTP	Sample	2/24/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	GG	2/9/21 8:00	Composite	2/9/21 11:55	2/9/21 12:00	9.493		Pass	TD	2/11/21		Monongalia	Processing	Complete
B01-0022	22988	OneStep RT-ddPCR	Human RNase P	1.395409852	1482.622968					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	D7	AP0013	G03	JL	SARS-CoV-2 N1	20.93752384	0	1707.766876	22246.11908	SARS-CoV-2 N2	27.91973829	0	1836.244965	29664.72194																																				CDC N1/N2/RP Triplex	0.005	Sample		10/13/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0024	D03	JL	WWTP	Sample	10/13/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D7	EP0024	B07	JL	CharlestonWWTP-01	KM	10/12/21 7:30	Composite	10/12/21 7:30	10/11/21 7:00			Pass	JL	10/13/21	6.92	Kanawha	Processing	Complete
A02-0018	18936	OneStep RT-ddPCR	Human RNase P	6.213698387	6602.054536						Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL	SARS-CoV-2 N1	7.456634641	0	1685.59967	7922.674306	SARS-CoV-2 N2	9.942705035	1.36802882	1874.414978	10564.1241																																				CDC N1/N2/RP Triplex	0.005	Sample		8/18/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	A03	JL	WVU Morgantown	Sample	8/18/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	A03	JL	NorthHighSt-02 (MUB)	EL	8/18/21 10:06	Composite	8/18/21 10:05	8/16/21 10:05			Pass	JL	8/18/21	7.02	Monongalia	Processing	Complete
A02-0159	12879	OneStep RT-ddPCR	Human RNase P	41.30849838	43890.27953					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I5	AP0012	E03	JL	SARS-CoV-2 N1	1.965543479	0	1593.187866	2088.389946	SARS-CoV-2 N2	11.79555058	0	2077.493896	12532.7725																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	D01	JL	WVU Morgantown	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I5	EP0021	B05	JL	OaklandE-02	BL	10/6/21 9:25	Composite	10/6/21 9:00	10/4/21 10:00			Pass	JL	10/6/21	7.69	Monongalia	Processing	Complete
A03-0174																																																																																											MountainviewES-01												Monongalia		
A02-0363																																																																																											WVU-Morgantown												Monongalia		
A03-0003																																																																			Sample													Sample																									Unknown
A03-0105	14326	OneStep RT-ddPCR	Human RNase P	3.28508347272872	5851.55493579803	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F6	AP0023	F06	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	0	0	1109.43168640137	0																																					0.005	Sample		2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	C02	LW	K-12	Sample	2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	F6	EP0042	B06	LW	MountainviewES-01	BL	10/15/21 14:45	Composite	11/15/21 14:00	10/15/21 6:00			Pass	JL	10/22/21		Monongalia	Processing	Complete
A02-0250																																																																															WVU Morgantown												Evansdale-01	GZ	12/06/2021 09:10 AM	Composite	12/06/2021 09:00 AM	12/04/2021 09:00 AM			Pass	AJ	12/06/2021	7.62	Monongalia		
A0042	15469	OneStep RT-ddPCR	Human RNase P		42184.8					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				84394.8	SARS-CoV-2 N2				84394.8																																				CDC N1/N2/RP Triplex	0.005	Sample		12/14/20	100			PEG Precipitation	4.2				AT	WWTP	Sample	12/21/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	GG	12/16/20 0:00	Composite	12/16/20 11:59	12/16/20 12:00	8.322 		Pass	TD	12/18/20		Monongalia	Processing	Complete
A02-0169	15182	OneStep RT-ddPCR	Human RNase P	2.871482968	3050.950654					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	D4	AP0013	D03	JL	SARS-CoV-2 N1	56.06226921	0	1707.766876	59566.16104	SARS-CoV-2 N2	45.98918438	0	1836.244965	48863.5084																																				CDC N1/N2/RP Triplex	0.005	Sample		10/13/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0024	C04	JL	WVU Morgantown	Sample	10/13/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D4	EP0024	B04	JL	CollegePark-02	EL	10/13/21 10:28	Composite	10/13/21 10:28	10/11/21 10:28			Pass	JL	10/13/21	7.23	Monongalia	Processing	Complete
A02-0158	9886	OneStep RT-ddPCR	Human RNase P	32.48935461	34519.93927					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I4	AP0012	D03	JL	SARS-CoV-2 N1	12.99179554	0	1593.187866	13803.78276	SARS-CoV-2 N2	3.247456253	0	2077.493896	3450.422268																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	C04	JL	WVU Morgantown	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I4	EP0021	B04	JL	CollegePark-02	BL	10/6/21 10:05	Composite	10/6/21 9:00	10/4/21 10:00			Pass	JL	10/6/21	7.32	Monongalia	Processing	Complete
A02-0020	17034	OneStep RT-ddPCR	Human RNase P	19.34643626	20555.58853					8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	9.671230316	0	1047.2155	10275.68221	SARS-CoV-2 N2	11.05315924	0	1082.352142	11743.9822																																				CDC N1/N2/RP Triplex	0.005	Sample		8/20/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425	6.88	CP000000	B01	JL	WVU Morgantown	Sample	8/20/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H7	EP000000	A07	JL	Evansdale-01	EL	8/20/21 9:17	Composite	8/20/21 9:30	8/20/21 9:18			Pass	Jl	8/20/21	6.88	Monongalia	Processing	Complete
A02-0290																																																																																											WVU-Morgantown												Monongalia		
A02-0050	19522	OneStep RT-ddPCR	Human RNase P	2.410676926	2561.344234					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F7	AP0007	C05	JL	SARS-CoV-2 N1	73.63698483	0	1303.838043	78239.29638	SARS-CoV-2 N2	112.3585796	0	1366.207123	119380.9909																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	B01	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F7	EP0007	A07	JL	Evansdale-01	EL	8/27/21 9:32	Composite	8/27/21 9:13	8/23/21 9:13			Pass	JL	8/27/21	6.51	Monongalia	Processing	Complete
E02-0013	13044	OneStep RT-ddPCR	Human RNase P	5.41217029094696	9640.42833074927	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	I3	AP0023	G03	JL	SARS-CoV-2 N1	52.3698663711548	0	1030.21682739258	93283.8244736195	SARS-CoV-2 N2	34.2981219291688	0	1109.43168640137	61093.5296863319																																					0.005			2021-11-30	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0041	D01	AJ	WWTP		2021-11-30	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	I3	EP0041	C03	AJ	AthensWWTP-01	-	11/22/2021 08:00 AM	Composite	11/20/2021 08:00 AM	11/19/2021 08:00 AM			Pass	AJ	11/30/2021	6.59	Mercer	Processing	Complete
A02-0043																																																																			Sample													Sample																									Unknown
A02-0187		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B2	AP0015	B02	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	B04	JL	WVU Morgantown	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B2	EP0028	B02	JL	OaklandE-02	CA	10/25/21 10:00	Composite	10/25/21 10:00	10/23/21 10:00			Pass	JL	10/25/21	7.46	Monongalia	Processing	Processing
A02-0193	46.4	OneStep RT-ddPCR	Human RNase P			None				11/1/21	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B4	AP0015	F04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/28/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	B06	JL	WVU Morgantown	Sample	10/28/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B4	EP0030	B04	JL	CollegePark-02	EL	10/25/21 10:26	Composite	10/27/21 10:26	10/25/21 10:29			Pass	JL	10/27/21		Monongalia	Processing	Confirming
A0215	16604	OneStep RT-ddPCR	Human RNase P		3408					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				57840	SARS-CoV-2 N2				57840																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	4				MS	WWTP	Sample	2/17/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	1/7/21 0:00	Composite	1/7/21 23:59	1/7/21 0:00	9.271		Pass	TD	1/8/21		Monongalia	Processing	Complete
L01-0028																																																																																											WestUnionWWTP-01												Doddridge		
C01-0009	14616	OneStep RT-ddPCR	Human RNase P	25.42682409	27016.0006					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	E4	AP0011	D03	JL	SARS-CoV-2 N1	32.91093826	1355.395355	0	34967.8719	SARS-CoV-2 N2	46.3888073	1548.404388	0	49288.10775																																				CDC N1/N2/RP Triplex	0.005	Sample	FLOW: 5.676	10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	E4	CP0019	D02	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E4	EP0019	C04	JL	WheelingWWTP-01	MVC	9/27/21 7:00	Composite	9/27/21 7:00	9/26/21 7:00	5.676		Pass	JL	10/1/21		Ohio	Processing	Complete
C01-0042	9658	OneStep RT-ddPCR	Human RNase P	7.30991959571838	13020.7942798734	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E7	AP0023	A07	JL	SARS-CoV-2 N1	48.7757444381714	0	1030.21682739258	86881.7947804928	SARS-CoV-2 N2	26.8141460418702	0	1109.43168640137	47762.6976370813																																					0.005			2021-11-29	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0040	B03	AJ	WWTP		2021-11-29	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	E7	EP0040	A07	AJ	WheelingWWTP-01	-	11/22/21 7:00	Composite	11/22/21 7:00	11/21/21 7:00			Pass	AJ	11/23/21	5.88	Ohio	Processing	Complete
A03-0011	11824	OneStep RT-ddPCR	Human RNase P	37.839849	40204.83956					9/24/21	Manual	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	I4	AP0009	B04	JL	SARS-CoV-2 N1	63.76538277	0	878.4640503	67750.71919	SARS-CoV-2 N2	91.7171669	0	968.4371185	97449.48983																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	B06	JL	K-12	Sample	9/24/21	0.4	XXXXXX	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I4	EP0016	A12	JL	MorgantownHS-01	BL	9/21/21 9:00	Composite	9/20/21 14:00	9/20/21 6:00			Pass	JL	9/21/21	8.9	Monongalia	Processing	Complete
A0039	13018	OneStep RT-ddPCR	Human RNase P		52080					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				108552	SARS-CoV-2 N2				99864																																				CDC N1/N2/RP Triplex	0.005	Sample		12/14/20	100			PEG Precipitation	4				AT	WWTP	Sample	12/15/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	DW	12/13/20 0:00	Composite	12/13/20 11:59	12/13/20 12:00	6.302 		Pass	TD	12/14/20		Monongalia	Processing	Complete
A0038	13631	OneStep RT-ddPCR	Human RNase P		59680.8					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				100764	SARS-CoV-2 N2				74628																																				CDC N1/N2/RP Triplex	0.005	Sample		12/13/20	100			PEG Precipitation	3.6				AT	WWTP	Sample	12/15/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	DW	12/10/20 0:00	Composite	12/10/20 11:59	12/10/20 12:00	6.775 		Pass	TD	12/14/20		Monongalia	Processing	Complete
A03-0138																																																																																											MountainviewES-01												Monongalia		
H01-0042	10076	OneStep RT-ddPCR	Human RNase P	7.006623745	12480.54855	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C6	AP0022	C06	JL	SARS-CoV-2 N1	9.342629313	0	1092.976303	16641.55846	SARS-CoV-2 N2	14.01533484	0	1279.930573	24964.81519																																					0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	B02	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	C6	EP0039	A06	AJ	MoundsvilleWWTP-01	-	11/18/21 8:15	Composite	11/18/21 8:00	11/17/21 8:00			Pass	AJ	11/19/21	7.02	Marshall	Processing	Complete
L01-0011																																																																																											WestUnionWWTP-01												Doddridge		
C01-0039	15368	OneStep RT-ddPCR	Human RNase P	26.0425186157226	46388.2362842559	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F2	AP0023	B02	JL	SARS-CoV-2 N1	44.4428396224976	0	1030.21682739258	79163.8080775738	SARS-CoV-2 N2	35.2408790588378	0	1109.43168640137	62772.8158235548																																					0.005			2021-11-29	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0040	C02	AJ	WWTP		2021-11-29	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	F2	EP0040	B02	AJ	WheelingWWTP-01	-	11/16/21 7:00	Composite	11/16/21 7:00	11/15/21 7:00			Pass	AJ	11/23/21	5.41	Ohio	Processing	Complete
A02-0347																																																																																											WVU-Morgantown												Monongalia		
A0023	12579	OneStep RT-ddPCR	Human RNase P		24684					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				49394.4	SARS-CoV-2 N2				29647.2																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	4.4				MS	WWTP	Sample	12/7/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GG	11/22/20 0:00	Composite	11/22/20 23:59	11/22/20 0:00	8.214		Pass	TD	11/30/20		Monongalia	Processing	Complete
A02-0084	19601	OneStep RT-ddPCR	Human RNase P	49.26872253	52348.01769					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K6	AP0007	A06	JL	SARS-CoV-2 N1	191.6449738	0	1303.838043	203622.7846	SARS-CoV-2 N2	204.961338	0	1366.207123	217771.4217																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A06	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K6	EP0009	A06	JL	NorthHighSt-02 (MUB)	EL	9/6/21 8:48	Composite	9/6/21 8:48	9/4/21 9:00			Pass	JL	9/7/21	6.89	Monongalia	Processing	Complete
A1098	11958	OneStep RT-ddPCR		211.49		BRSV		502288.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	21.65			51418.75	SARS-CoV-2 N2	25.59			60776.25																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	7/22/21 23:55	Composite	7/22/21 23:55	7/22/21 0:00	6.513		Pass	JL	7/30/21		Monongalia	Processing	Complete
A02-0244																																																																															WVU Morgantown												OaklandE-02	GZ	12/03/2021 09:23 AM	Composite	12/03/2021 09:00 AM	12/01/2021 09:00 AM			Pass	AJ	12/01/2021	8.39	Monongalia		
G01-0001	8041	OneStep RT-ddPCR	Human RNase P	2.926361859	3109.259475	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	J2	AP0014	H07	JL	SARS-CoV-2 N1	794.5557404	0	2152.007294	844215.4741	SARS-CoV-2 N2	803.637619	0	2493.552246	853864.9702																																				CDC N1/N2/RP Triplex	0.005	Sample		10/18/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0026	D06	JL	WWTP	Sample	10/18/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J2	EP0026	B10	JL	KeyserWWTP-01	ML	10/5/21 9:05	Composite	10/5/21 9:00	10/4/21 12:00			Pass	JL	10/8/21	6.82	Mineral	Processing	Complete
A03-0033	15613	OneStep RT-ddPCR	Human RNase P	2.787955999	2962.203249					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I2	AP0012	B03	JL	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	5.576269031	0	2077.493896	5924.785845																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	C02	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I2	EP0021	B02	JL	CheatLakeES-01	BL	9/28/21 10:20	Composite	9/27/21 14:00	9/27/21 6:00			Pass	JL	10/6/21	7.82	Monongalia	Processing	Complete
A01-0008	17162	OneStep RT-ddPCR	Human RNase P	53.53055	56876.20938					8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1	41.16652966	0	1685.59967	43739.43877	SARS-CoV-2 N2	57.65333176	1.36802882	1874.414978	61256.66499																																				CDC N1/N2/RP Triplex	0.005	Sample		8/18/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	B02	JL	WWTP	Sample	8/18/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	A08	JL	StarCityWWTP-01	JL	8/17/21 23:55	Composite	8/17/21 23:55	8/17/21 0:00	11.614		Pass	JL	8/18/21	6.97	Monongalia	Processing	Complete
A02-0053	13324	OneStep RT-ddPCR	Human RNase P	129.3278694	137410.8613					9/2/21	Manual	DQ		QX One	BRSV Triplex	G1	AP000000	A02	JL	SARS-CoV-2 N1	143.7464333	0	3138.026123	152730.5853	SARS-CoV-2 N2	121.3217831	0	3336.080627	128904.3945																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	B03	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G1	EP0007	A09	JL	OaklandE-02	EL	8/27/21 9:57	Grab	8/27/21 9:57	8/27/21 9:57			Pass	JL	8/27/21	8.76	Monongalia	Processing	Complete
A01-0036	14143	OneStep RT-ddPCR	Human RNase P	54.30220604	57696.09392					9/3/21	Manual	DQ		QX One	BRSV Triplex	I2	AP000000	A04	JL	SARS-CoV-2 N1	67.89940834	0	3138.026123	72143.12136	SARS-CoV-2 N2	36.18608713	0	3336.080627	38447.71758																																				CDC N1/N2/RP Triplex	0.005	Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	A02	JL	WWTP	Sample	9/3/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I2	EP0008	A02	JL	StarCityWWTP-01	DW	9/1/21 23:55	Composite	9/1/21 23:55	9/1/21 0:00	12.161		Pass	JL	9/1/21	6.53	Monongalia	Processing	Complete
A01-0059	10172	OneStep RT-ddPCR	Human RNase P	2.313268632	2457.847921	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	I5	AP0014	E05	JL	SARS-CoV-2 N1	34.72293139	0	2152.007294	36893.1146	SARS-CoV-2 N2	11.56861782	0	2493.552246	12291.65643																																				CDC N1/N2/RP Triplex	0.005	Sample		10/18/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0026	D01	JL	WWTP	Sample	10/18/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I5	EP0026	B05	JL	StarCityWWTP-01	GG	10/9/21 23:55	Composite	10/9/21 23:55	10/9/21 0:00	8.547		Pass	JL	10/13/21	6.76	Monongalia	Processing	Complete
A02-0106	11437	OneStep RT-ddPCR	Human RNase P	41.18214607	43756.0302					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D5	AP0008	C05	JL	SARS-CoV-2 N1	82.43649483	0	1320.22522	87588.77575	SARS-CoV-2 N2	51.48895264	0	1524.019623	54707.01218																																				CDC N1/N2/RP Triplex	0.005	Sample		9/15/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0012	A05	JL	WVU Morgantown	Sample	9/15/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D5	EP0012	A05	JL	OaklandE-02	EL	9/15/21 9:28	Composite	9/15/21 9:28	9/13/21 9:32			Pass	JL	9/15/21	7.17	Monongalia	Processing	Complete
A02-0258																																																																																											WVU-Morgantown												Monongalia		
