Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
H01-0012	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/9/21 8:00	10/10/21 8:00	10/10/21 8:15	DRC		11585	SARS-CoV-2 N1	61.0097456	0	2152.007294	64822.8547	SARS-CoV-2 N2	12.18930006	0	2493.552246	12951.13131	None				Human RNase P	2158.055883	2.031111419	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	7.11	10/15/21	NT04474	Halcyon		CP0025	B04	JL	10/15/21	2108255	Halcyon	F2	EP0025	B04	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	F2	AP0014	B02	JL	
A02-0154 c	Sample	Sample	WWTP	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	8/10/21 9:00	8/11/21 9:00	2/23/21 12:00	EL		9990	SARS-CoV-2 N1				25452	SARS-CoV-2 N2				8496					Human RNase P	16956		100	PEG Precipitation	6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/11/21	7.55															3/15/21	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A06-0017
A1072	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	6/16/21 0:00	6/16/21 23:55	6/16/21 23:55	EL	9.596	11428	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			200853.75			84.57	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	6/18/21	6.35	7/7/21			pH - 6.35				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
A03-0136	Sample	Sample	K-12	Monongalia	MorgantownHS-01		Processing	Processing																																																																																																
A02-0256							Processing	Complete							13126	SARS-CoV-2 N1	0	0	368.726463317872	0	SARS-CoV-2 N2	0	0	319.80276107788	0	None				Human RNase P	9580.1965892315	5.37835597991944	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																							2021-12-15	NT04474	Halcyon		CP0049	C02	AJ	2021-12-15	2108255	Halcyon	L2	EP0049	B02	AJ	2021-12-21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	L2	AP0028	B02	JL	
G01-0065	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/31/21 9:00	11/1/21 9:00	11/1/21 12:00	GP		18070	SARS-CoV-2 N1	31.27178669	0	1040.980072	33226.27336	SARS-CoV-2 N2	28.66421938	0	1205.935364	30455.73309	None				Human RNase P	1383.546926	1.302161813	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/2/21	6.86	11/3/21	NT04474	Halcyon		CP0032	B01	JL	11/3/21	21108255	Kookaburra	I7	EP0032	A07	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I7	AP0016	D07	JL	
A03-0066	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	11/3/21 6:00	11/3/21 14:00	11/4/21 10:05	BL		10961	SARS-CoV-2 N1	2.146746069	0	1092.976303	2280.917699	SARS-CoV-2 N2	8.588160276	0	1279.930573	9124.920294	None				Human RNase P	4562.044069	4.293688536	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	6.95	11/15/21	NT04474	Halcyon		CP0035	A01	LW	11/15/21	2108255	Halcyon	C1	EP0035	A01	JL	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	NAB_14 C1	AP0022	E01	JL	
A02-0365	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
L01-0050	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
J01-0049	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
L01-0003	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
C01-0059							Processing	Processing																																																																																																
C01-0017	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/10/21 7:00	10/11/21 7:00	10/11/21 7:00	MVC		10816	SARS-CoV-2 N1	32.65404224	0	560.2787018	34694.91988	SARS-CoV-2 N2	21.7643261	0	653.7683868	23124.59648	None				Human RNase P	6935.133263	6.527184248	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	6.59	10/15/21	NT04474	Halcyon		CP0025	D03	JL	10/15/21	2108255	Halcyon	G5	EP0025	D03	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G5	AP0017	D05	AJ	
L01-0017	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
H01-0026	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/25/21 8:00	10/26/21 8:00	10/26/21 8:15	DRC		13546	SARS-CoV-2 N1	6.949028969	0	1040.980072	7383.343279	SARS-CoV-2 N2	13.90011072	0	1205.935364	14768.86764	None				Human RNase P	11075.83314	10.42431355	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	7.01	11/3/21	NT04474	Halcyon		CP0032	C02	JL	11/3/21	21108255	Kookaburra	J6	EP0032	B02	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J6	AP0016	E06	JL	SAMPLE H01-0023 HAD SAME DATES
A02-0193	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Confirming	Composite	10/25/21 10:29	10/27/21 10:26	10/25/21 10:26	EL		46.4	SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/27/21	6.69	10/28/21	NT04474	Halcyon		CP0030	B06	JL	10/28/21	2108255	Halcyon	B4	EP0030	B04	JL	11/1/21	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	B4	AP0015	F04	JL	
A02-0295	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0299	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A1077	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	6/23/21 0:00	6/23/21 23:55	6/23/21 23:55	EL	11.82	14191	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.66			3942.5	BRSV			145896.25			61.43	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	6/25/21	6.42	7/7/21			pH - 6.42				7/7/21							7/7/21	OneStep RT-ddPCR	Manual	DQ							
L01-0022	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
H01-0045	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/15/21 8:00	11/16/21 8:00	11/16/21 8:15	-	1.5	10826	SARS-CoV-2 N1	36.9771266	0	1092.976303	65865.50675	SARS-CoV-2 N2	30.44752836	0	1279.930573	54234.6599	None				Human RNase P	15488.4568	8.695273995	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/21	7.07	11/22/21	NT04474	Halcyon		CP0039	B03	AJ	11/22/21	2108255	Halcyon	C7	EP0039	A07	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C7	AP0022	C07	JL	
A0206	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/31/20 0:00	12/31/20 23:59	12/31/20 0:00	GG	12.743	15486	SARS-CoV-2 N1				51072	SARS-CoV-2 N2				62016					Human RNase P	7296		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	1/7/21		1/4/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
A02-0252	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	12/8/21 9:00	12/10/21 9:00	12/10/21 10:29	GZ		14804	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	5662.604403	3.17900598	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/21	7.93	12/10/21	NT04474	Halcyon		CP0047	B05	AJ	12/10/21	2108255	Halcyon	F3	EP0047	B03	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F3	AP0027	D03	JL	
A02-0211	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	11/3/21 11:30	11/5/21 11:30	11/5/21 11:48	EL		15527	SARS-CoV-2 N1	0	0	560.2787018	0	SARS-CoV-2 N2	3.030968904	0	653.7683868	3220.404461	None				Human RNase P	8051.789477	7.578154802	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	7.36	11/5/21	NT04474	Kookaburra		CP00033	D02	JL	11/5/21	21108255	Kookaburra	C4	EP0033	C04	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C4	AP0017	C04	AJ	
A01-0079	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/2/21 0:00	11/2/21 23:55	11/2/21 23:55	GG	7.19	11681	SARS-CoV-2 N1	32.2	0	1193.4	34212.5	SARS-CoV-2 N2	50.4	0	1245	53550					Human RNase P	17212.5	16.2	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	6.7	11/11/21	NT04474	Kookaburra		CP0034	A01	JL	11/11/21	2108255	Kookaburra	D1	EP0034	A01	JL	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D1	AP0020	B01	JL	
A02-0238	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	11/29/21 9:00	12/1/21 9:00	12/1/21 10:15	-		17978	SARS-CoV-2 N1	5.235738754	0	0	9326.159656	SARS-CoV-2 N2	13.09153318	0	0	23319.29348					Human RNase P	16322.14263	9.163308144	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005	Human RNase P																																			AJ	12/2/21	7.62	12/3/21	NT04474	Halcyon		CP0043	A02	AJ	12/3/21	2110258	Halcyon	J2	EP0043	A02	AJ	12/6/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J2	AP000024	A02	JL	
H01-0008	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/5/21 8:00	10/6/21 8:00	10/6/21 8:15	DRC		21356	SARS-CoV-2 N1	341.9828033	0	1593.187866	363356.7286	SARS-CoV-2 N2	220.0916862	0	2077.493896	233847.4166					Human RNase P	2949.268427	2.775782049	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/8/21	7	10/8/21	NT04474	Halcyon		CP0022	C06	JL	10/8/21	2108052	Halcyon	A2	EP0022	C02	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	A2	AP0012	B06	JL	
E02-0005	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Rejected: No Flow	Complete	Composite	11/8/21 8:00	11/9/21 8:00	11/9/21 8:00	-		17825	SARS-CoV-2 N1	13.20393562	0	1092.976303	14029.1816	SARS-CoV-2 N2	19.8086822	0	1279.930573	21046.72484	None				Human RNase P	5610.727631	5.280684829	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/16/21	6.81	11/17/21	NT04474	Halcyon		CP0037	B01	JL	11/17/21	2108255	Halcyon	K5	EP0037	A05	JL	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C5	AP0022	G01	JL	
A02-0141	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	10/2/21 9:56	10/4/21 9:00	10/4/21 9:56	EL		14636	SARS-CoV-2 N1	1.507989615	0	1593.187866	1602.238966	SARS-CoV-2 N2	4.524278045	0	2077.493896	4807.045422					Human RNase P	24045.08695	22.63067007	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/4/21	7.76	10/5/21	NT04474	Halcyon		CP0020	A04	JL	10/5/21	2108052	Halcyon	F4	EP0020	A04	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	F4	AP0012	D01	JL	
A1068	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Confirming	Composite	6/10/21 0:00	6/10/21 23:55	6/10/21 23:55	EL	6.787		SARS-CoV-2 N1				0	SARS-CoV-2 N2				0	BRSV			0				10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	6/11/21	6.48	7/7/21			pH - 6.48				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
B01-0029	G	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/8/21 7:00	12/9/21 7:00	12/9/21 8:00		7.32	9464	SARS-CoV-2 N1	2.486332804	0	721.9914246	4428.780307	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/21	7.02	12/13/21	NT04474	Halcyon		CP0048	B01	AJ	12/13/21	2108255	Halcyon	H6	EP0048	A06	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H6	AP0027	F06	JL	
H01-0002	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	9/28/21 8:00	9/29/21 8:00	9/29/21 8:10	DRC		11579	SARS-CoV-2 N1	51.52937889	1355.395355	0	54749.96507	SARS-CoV-2 N2	31.69667721	1548.404388	0	33677.71953					Human RNase P	2103.493661	1.979758739	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/1/21		10/1/21	NT04474	Halcyon	D7	CP0019	C03	JL	10/1/21	2108052	Halcyon	D7	EP0019	B07	JL	10/5/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	D7	AP0011	G02	JL	
H01-0067	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A03-0192	Sample	Sample	K-12	Monongalia	MorgantownHS-01		Processing	Processing																																																																																																
A02-0229	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	11/17/21 10:15	11/19/21 10:15	11/19/21 11:23	EL		13393	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	21911.3756	12.30112314	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																						7.45	11/19/21	NT04474	Halcyon		CP0038	C04	AJ	11/19/21	2108255	Halcyon	A7	EP0038	B04	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A7	AP0023	H02	JL	
A1009	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	3/18/21 12:01	3/18/21 11:59	3/18/21 11:59	GG	9.989	14514	SARS-CoV-2 N1				30639	SARS-CoV-2 N2				34062					Human RNase P	115878		100	PEG Precipitation	3.5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	3/19/21		3/19/21						TD	3/21/21						TD	3/22/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A02-0284	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A0028	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	11/26/20 0:00	11/26/20 23:59	11/26/20 0:00	GG	7.039	10501	SARS-CoV-2 N1				9676.8	SARS-CoV-2 N2				9676.8					Human RNase P	9676.8		100	PEG Precipitation	3.6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	11/30/20		12/4/20						MS	12/7/20						MS	12/14/20	OneStep RT-ddPCR	Manual	DQ							
A02-0261	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	12/6/21 9:00	12/8/21 9:00	12/8/21 9:25	GZ		16821	SARS-CoV-2 N1	6.995097995	0	584.9592972	12460.0183	SARS-CoV-2 N2	8.394367099	0	645.5539703	14952.46639	None				Human RNase P	14952.46639	8.394367099	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/8/21	8.37	12/8/21	NT04474	Halcyon		CP0045	C04	AJ	12/8/21	2110258	Halcyon	D4	EP0045	B04	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D4	AP0025	D04	JL	
A02-0342	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0183	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Processing	Composite	10/20/21 9:40	10/22/21 9:40	10/22/21 10:04	EL			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/21	7.48	10/25/21	NT04474	Halcyon		CP0028	A06	JL	10/25/21	2108255	Halcyon	A6	EP0028	A06	JL	11/1/21	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	A6	AP0015	A06	JL	
B01-0074	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	11/10/21 7:00	11/11/21 7:00	11/11/21 7:25	-		18967	SARS-CoV-2 N1	19.8570919	1109.141006	0	21098.16015	SARS-CoV-2 N2	23.58216286	1229.36615	0	25056.04804	None				Human RNase P	6591.262482	6.20354116	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																						7.01	11/17/21	NT04474	Halcyon		CP0037	A01	JL	11/17/21	2108255	Halcyon	K1	EP0037	A01	JL	11/22/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K1	AP0021	C01	JL	
A01-0089	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/14/21 0:00	11/14/21 23:55	11/14/21 23:55	GG	9.522	12894	SARS-CoV-2 N1	36.52501583	1109.141006	0	38807.82932	SARS-CoV-2 N2	9.125940204	1229.36615	0	9696.311466	None				Human RNase P	5817.335844	5.475139618	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/16/21	7.11	11/17/21	NT04474	Halcyon		CP0037	A03	JL	11/17/21	2108255	Halcyon	K3	EP0037	A03	JL	11/22/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K3	AP0021	C03	JL	NO FLOW
J01-0004	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
E01-0001	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/26/21 8:00	10/27/21 8:00	10/27/21 7:50	TT		14999	SARS-CoV-2 N1	28.25413227	0	1040.980072	30020.01554	SARS-CoV-2 N2	7.844967842	0	1205.935364	8335.278332	None				Human RNase P	10002.66749	9.414275289	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	7.05	11/2/21	NT04474	Kookaburra		CP0031	C06	JL	11/2/21	21108255	Kookaburra	H7	EP0031	C07	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H7	AP0016	C07	JL	
A0224	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	1/20/21 0:00	1/20/21 23:59	1/20/21 0:00	GS	8.431	13877	SARS-CoV-2 N1				44784	SARS-CoV-2 N2				44784					Human RNase P	4080		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	1/22/21		2/5/21						MS	2/19/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
C01-0012	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	9/29/21 7:00	9/30/21 7:00	9/30/21 7:00	MVC		14752	SARS-CoV-2 N1	15.18880248	1355.395355	0	16138.10264	SARS-CoV-2 N2	31.90838814	1548.404388	0	33902.6624					Human RNase P	19367.03637	18.22779894	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/1/21		10/1/21	NT04474	Halcyon	E3	CP0019	D01	JL	10/1/21	2108052	Halcyon	E3	EP0019	C03	JL	10/5/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	E3	AP0011	C03	JL	
F01-0028	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Fail: Missing Required Data	Rejected	Rejected							12638	SARS-CoV-2 N1	52.18819618	1109.141006	0	55449.95844	SARS-CoV-2 N2	24.21583891	1229.36615	0	25729.32884	None				Human RNase P	1978.239398	1.861872375	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	9/24/21		11/17/21	NT04474	Halcyon		CP0037	C02	JL	11/17/21	2108255	Halcyon	L2	EP0037	B02	JL	11/22/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	L2	AP0021	D02	JL	
