Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A02-0027	18604	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I3	AP000002	A03	JL	SARS-CoV-2 N1	0	99.93699063	1324.602061	SARS-CoV-2 N2	0	99.94261999	784.0565908																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A03	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A03	JL		Pass	Pass	Pass			8/23/21 9:35	Grab						OaklandE-02	
A0228	11614	OneStep RT-ddPCR		03/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			1872270	SARS-CoV-2 N2			1312800																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				5				MS	Human RNase P	30390	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0228	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/26/2021 12:00 AM	Composite	01/26/2021 11:59 PM	01/26/2021 12:00 AM	TD	01/29/2021		StarCityWWTP-01	Available
A1104	15713	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	0	99.9626002	1285.241823	SARS-CoV-2 N2	0	99.96326296	1519.474278																													Multiplex	0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL								8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL		Pass	Pass	Pass											
A1014	10126	OneStep RT-ddPCR		03/30/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			19530																													CDC N1/N2/RP Triplex	0.005		03/26/2021 11:00 AM	100				7				MVS	Human RNase P	29274	Mathilda Santee	03/26/2021 10:55 AM	03/26/2021 10:55 AM	Monongalia County	A1014	03/29/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	03/26/2021 10:54 AM	Composite	03/24/2021 12:00 PM	03/24/2021 12:00 PM	MVS	03/26/2021		StarCityWWTP-01	Available
A1030	11104	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			7632	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		04/16/2021 11:00 AM	100				6				JL	Human RNase P	68688	Aiyana-Mei Tom	04/16/2021 11:21 AM	04/16/2021 11:21 AM	Monongalia County	A1030	04/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	Not Assessed	Not Assessed	Pass	EL	04/15/2021 12:00 PM	Composite	04/16/2021 12:00 PM	04/15/2021 12:00 PM	MVS	04/16/2021		StarCityWWTP-01	Available
A0438	13540	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			25038	SARS-CoV-2 N2			40680																													CDC N1/N2/RP Triplex	0.005			100				3					Human RNase P	18774	Mathilda Santee	03/03/2021 11:42 AM	03/03/2021 11:42 AM	Monongalia County	A0438		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/21/2021 12:00 PM	Composite	02/21/2021 12:00 PM	02/21/2021 12:00 PM				StarCityWWTP-01	Available
A0042	15469	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			84394.8	SARS-CoV-2 N2			84394.8																													CDC N1/N2/RP Triplex	0.005		12/14/2020 05:00 PM	100				4.2				AT	Human RNase P	42184.8	Timothy Driscoll	12/21/2020 04:22 PM	12/21/2020 04:22 PM	Monongalia County	A0042	12/21/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/16/2020 12:00 AM	Composite	12/16/2020 11:59 AM	12/16/2020 12:00 PM	TD	12/18/2020		StarCityWWTP-01	Available
A0205	17242	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			29484	SARS-CoV-2 N2			29484																													CDC N1/N2/RP Triplex	0.005		01/04/2021 12:00 AM	100				6				MS	Human RNase P	4896	Timothy Driscoll	02/20/2021 04:13 PM	02/20/2021 04:13 PM	Monongalia County	A0205	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/30/2020 12:00 AM	Composite	12/30/2020 11:59 PM	12/30/2020 12:00 AM	TD	01/07/2021		StarCityWWTP-01	Available
A02-0012	18304	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	99.94874319	4097.80094	SARS-CoV-2 N2	0	99.95073014	10928.96241	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL			Eric Lundstrum		8/16/21 9:54	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Pass	Pass	Pass	Alexander Brun	8/16/21 9:54	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	6.65	HonorsSummit-01 (MUB)	
A0442	11921	OneStep RT-ddPCR		03/15/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			29610	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005			100				5					Human RNase P	53310	Mathilda Santee	03/03/2021 11:47 AM	03/03/2021 11:47 AM	Monongalia County	A0442		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/25/2021 12:00 PM	Composite	02/25/2021 12:00 PM	02/25/2021 12:00 PM				StarCityWWTP-01	Available
A1015	8511	OneStep RT-ddPCR		03/30/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			33192	SARS-CoV-2 N2			19920																													CDC N1/N2/RP Triplex	0.005		03/26/2021 11:00 AM	100				4				MVS	Human RNase P	119568	Mathilda Santee	03/26/2021 10:56 AM	03/26/2021 10:56 AM	Monongalia County	A1015	03/29/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Fail: Droplet Count Below Threshold	Not Assessed	Not Assessed	Pass	EL	03/26/2021 10:55 AM	Composite	03/25/2021 12:00 PM	03/25/2021 12:00 PM	MVS	03/26/2021		StarCityWWTP-01	Available
A02-0023	10652	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	H3	AP000002	B04	JL	SARS-CoV-2 N1	0	99.93699063	25091.04119	SARS-CoV-2 N2	0	99.94261999	25091.04119																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A03	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP000000	A03	JL		Pass	Pass	Pass			8/20/21 9:56	Composite	8/20/21 9:56	8/18/21 9:56				NorthHighSt-02 (MUB)	
A0249	10132	OneStep RT-ddPCR		11/17/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			151837.2	SARS-CoV-2 N2			132824.4																													CDC N1/N2/RP Triplex	0.005		11/13/2020 04:30 PM	100				3.4				MS	Human RNase P	61628.4	Timothy Driscoll	11/13/2020 10:10 PM	11/13/2020 10:10 PM	Monongalia County	A0249	11/17/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/11/2020 12:00 AM	Composite	11/11/2020 11:59 PM	11/11/2020 12:00 AM	TD	11/13/2020		StarCityWWTP-01	Available
A0231	15227	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			122496	SARS-CoV-2 N2			127578																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				5.5				MS	Human RNase P	10197	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0231	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/31/2021 12:00 AM	Composite	01/31/2021 11:59 PM	01/31/2021 12:00 AM	TD	02/04/2021		StarCityWWTP-01	Available
A06-0005	17313	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	1444.04335																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL			Eric Lundstrum		8/10/21 9:07	WVU Morgantown	Secondary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B01	JL	NaN	Pass	Pass	Pass	Pass	EL	8/10/21 9:07	Composite	8/10/21 9:00	8/9/21 9:00	JL	8/10/21	7.43	Evansdale-01	
A0221	13910	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			88398	SARS-CoV-2 N2			82296																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				3				MS	Human RNase P	6084	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0221	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/17/2021 12:00 AM	Composite	01/17/2021 11:59 PM	01/17/2021 12:00 AM	TD	01/22/2021		StarCityWWTP-01	Available
A0244	12491	OneStep RT-ddPCR		11/20/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			66502.8	SARS-CoV-2 N2			71240.4																													CDC N1/N2/RP Triplex	0.005		11/16/2020 05:00 PM	100				4.2				MS	Human RNase P	37976.4	Timothy Driscoll	11/19/2020 07:25 PM	11/19/2020 07:25 PM	Monongalia County	A0244	11/17/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	DW	11/16/2020 12:00 AM	Composite	11/16/2020 11:59 PM	11/16/2020 12:00 AM	TD	12/07/2020		StarCityWWTP-01	Available
A02-0017	2409	OneStep RT-ddPCR	None	8/23/21	CHECK	DQ	58477037	QX 200	CDC nCov-2 Triplex	G2	AP000002	B05	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL			Eric Lundstrum		8/18/21 9:38	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Fail: Droplet Counts Below Threshold	Pass	Pass	Pass	EL	8/18/21 9:38	Composite	8/18/21 9:38	8/16/21 9:41	JL	8/18/21	7.15	OaklandE-02	
A0439	13221	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			34176	SARS-CoV-2 N2			29904																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	21360	Mathilda Santee	03/03/2021 11:44 AM	03/03/2021 11:44 AM	Monongalia County	A0439		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/22/2021 12:00 PM	Composite	02/22/2021 12:00 PM	02/22/2021 12:00 PM				StarCityWWTP-01	Available
A0040	11665	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			81396	SARS-CoV-2 N2			81396																													CDC N1/N2/RP Triplex	0.005		12/14/2020 05:00 PM	100				4.2				AT	Human RNase P	15246	Timothy Driscoll	12/21/2020 04:22 PM	12/21/2020 04:22 PM	Monongalia County	A0040	12/21/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/14/2020 12:00 AM	Composite	12/14/2020 11:59 AM	12/14/2020 12:00 PM	TD	12/18/2020		StarCityWWTP-01	Available
A02-0025	18991	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I1	AP000002	A01	JL	SARS-CoV-2 N1	0	99.93699063	25093.2497	SARS-CoV-2 N2	0	99.94261999	25093.2497																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A01	JL						WVU Morgantown	Secondary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A01	JL		Pass	Pass	Pass			8/23/21 9:13	Composite	8/23/21 9:16	8/21/21 9:16				Evansdale-01	
A1047	13275	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			4779																													CDC N1/N2/RP Triplex	0.005		05/18/2021 10:00 AM	100				4.5				KD	Human RNase P	0	Mathilda Santee	05/18/2021 09:18 AM	05/18/2021 09:18 AM	Monongalia County	A1047	05/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KD		Pass	Not Assessed	Not Assessed	Pass	EL	05/17/2021 09:18 AM	Composite	05/12/2021 11:59 AM	05/12/2021 12:00 PM	MVS	05/18/2021		StarCityWWTP-01	Available
A1011	12587	OneStep RT-ddPCR		03/30/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		03/26/2021 11:00 AM	100				9				MVS	Human RNase P	50490	Mathilda Santee	03/26/2021 10:52 AM	03/26/2021 10:52 AM	Monongalia County	A1011	03/29/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	03/26/2021 10:52 AM	Composite	03/22/2021 12:00 PM	03/22/2021 12:00 PM	MVS	03/26/2021		StarCityWWTP-01	Available
A01-0001	19475	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1	0	99.9626002	8987.49459	SARS-CoV-2 N2	0	99.96326296	10271.68584																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	None		Josh Lambert		8/13/21 12:13	Monongalia County	Primary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	Pass	Pass	Pass	GG	8/9/21 23:55	Composite	8/9/21 23:55	8/9/21 0:00	JL	8/13/21	NaN	StarCityWWTP-01	
A0100	11518	OneStep RT-ddPCR		11/10/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			9816	SARS-CoV-2 N2			9816																													CDC N1/N2/RP Triplex	0.005		11/09/2020 05:30 PM	100				4				MS	Human RNase P	29424	Timothy Driscoll	11/09/2020 04:53 PM	11/09/2020 04:53 PM	Monongalia County	A0100	11/10/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/01/2020 12:00 AM	Composite	11/01/2020 11:59 PM	11/01/2020 12:00 AM	TD	11/09/2020		StarCityWWTP-01	Available
A02-0011	21209	OneStep RT-ddPCR	None	8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1	0	99.91557173	71987.43344	SARS-CoV-2 N2	0	99.91831254	75446.30479	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL			Eric Lundstrum		8/16/21 9:42	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	8/16/21 9:41	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.31	OaklandE-02	
A0235	14491	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			35088	SARS-CoV-2 N2			31176																													CDC N1/N2/RP Triplex	0.005		02/22/2021 12:00 AM	100				4				AT	Human RNase P	11688	Timothy Driscoll	02/24/2021 10:37 AM	02/24/2021 10:37 AM	Monongalia County	A0235	02/24/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	02/04/2021 08:00 AM	Composite	02/04/2021 11:55 AM	02/04/2021 12:00 PM	TD	02/11/2021		StarCityWWTP-01	Available
A0219	16477	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			82332	SARS-CoV-2 N2			110664																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				3				MS	Human RNase P	2574	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0219	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/13/2021 12:00 AM	Composite	01/13/2021 11:59 PM	01/13/2021 12:00 AM	TD	01/15/2021		StarCityWWTP-01	Available
A0024	13430	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			23962.8	SARS-CoV-2 N2			7980																													CDC N1/N2/RP Triplex	0.005		12/04/2020 05:00 PM	100				3.8				MS	Human RNase P	39968.4	Timothy Driscoll	12/07/2020 03:15 PM	12/07/2020 03:15 PM	Monongalia County	A0024	12/07/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/23/2020 12:00 AM	Composite	11/23/2020 11:59 PM	11/23/2020 12:00 AM	TD	11/30/2020		StarCityWWTP-01	Available
A02-0013	11125	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	99.9626002	13486.7835	SARS-CoV-2 N2	0	99.96326296	11238.48063																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL			Eric Lundstrum		8/11/21 9:48	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL		Pass	Pass	Pass	Pass	EL	8/11/21 9:48	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.87	CollegePark-02	
A0103	11366	OneStep RT-ddPCR		11/10/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			12420	SARS-CoV-2 N2			12420																													CDC N1/N2/RP Triplex	0.005		11/09/2020 05:30 PM	100				5				MS	Human RNase P	18630	Timothy Driscoll	11/09/2020 04:55 PM	11/09/2020 04:55 PM	Monongalia County	A0103	11/10/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/04/2020 12:00 AM	Composite	11/04/2020 11:59 PM	11/04/2020 12:00 AM	TD	11/09/2020		StarCityWWTP-01	Available
A0227	17665	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			57576	SARS-CoV-2 N2			44784																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	3192	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0227	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/25/2021 12:00 AM	Composite	01/25/2021 11:59 PM	01/25/2021 12:00 AM	TD	01/29/2021		StarCityWWTP-01	Available
A0043	13397	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			60100.8	SARS-CoV-2 N2			44072.4																													CDC N1/N2/RP Triplex	0.005		12/14/2020 05:00 PM	100				3.8				AT	Human RNase P	20018.4	Timothy Driscoll	12/21/2020 04:22 PM	12/21/2020 04:22 PM	Monongalia County	A0043	12/21/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/17/2020 12:00 AM	Composite	12/17/2020 11:59 AM	12/17/2020 12:00 PM	TD	12/18/2020		StarCityWWTP-01	Available
A0241	14527	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			43740	SARS-CoV-2 N2			72930																													CDC N1/N2/RP Triplex	0.005		02/22/2021 12:00 AM	100				5				AT	Human RNase P	4860	Timothy Driscoll	02/24/2021 10:43 AM	02/24/2021 10:43 AM	Monongalia County	A0241	02/24/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	02/14/2021 08:00 AM	Composite	02/14/2021 11:55 AM	02/14/2021 12:00 PM	TD	02/18/2021		StarCityWWTP-01	Available
A02-0006	17196	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	99.94874319	24727.27346	SARS-CoV-2 N2	0	99.95073014	18906.8917	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL			Eric Lundstrum		8/13/21 9:23	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 9:22	Composite	8/13/21 9:22	8/11/21 9:45	Josh Lambert	8/13/21	7.34	OaklandE-02	
A02-0001	16799	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	0																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL			Eric Lundstrum		8/12/21 9:35	WVU Morgantown	Secondary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	Pass	Pass	Pass	EL	8/12/21 9:35	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21	NaN	Evansdale-01	
A0232	16039	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			39630	SARS-CoV-2 N2			26400																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				5				MS	Human RNase P	0	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0232	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	02/01/2021 12:00 AM	Composite	02/01/2021 11:59 PM	02/01/2021 12:00 AM	TD	02/04/2021		StarCityWWTP-01	Available
A01-0005	14966	OneStep RT-ddPCR	None	8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G5	AP000000	A05	JL	SARS-CoV-2 N1	0	99.84027292	92886.37927	SARS-CoV-2 N2	31.54926549	99.85634831	94328.14019																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL			Josh Lambert		8/18/21 13:14	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	GG	8/14/21 23:55	Composite	8/14/21 23:55	8/14/21 0:00	JL	8/18/21	6.85	StarCityWWTP-01	
A04-0009	18412	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	1357.84701																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL			Eric Lundstrum		8/10/21 10:00	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	EL	8/10/21 10:00	Composite	8/10/21 9:00	8/9/21 9:00	JL	8/10/21	7.29	NorthHighSt-02 (MUB)	
