Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0177	1.1	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	10/18/2021 09:28 AM	10/20/2021 09:28 AM	10/20/2021 09:28 AM	CA		17213	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/2021		10/20/21	NT04474	Halcyon		CP0027	D02	JL	10/20/21	2108255	Halcyon	L6	EP0027	B06	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	L6	AP0014	F07	JL	
A01-0013	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	08/23/2021 12:00 AM	08/23/2021 11:59 PM	08/23/2021 11:59 PM	JL	9.509	12800	SARS-CoV-2 N1	22.9740262	0	3138.026123	24409.90284	SARS-CoV-2 N2	21.20596409	0	3336.080627	22531.33684					Human RNase P	11263.0263	10.60049534	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	08/24/2021	6.99	9/2/21	 NT04155	Kookaburra		CP0007	A02	JL	9/2/21	2102028	Halcyon	F2	EP0007	A02	JL	9/2/21	OneStep RT-ddPCR	Manual	DQ		QX One	F2	AP000000	B01	JL	
E02-0173	1.1	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	08/03/2022 08:00 AM	08/04/2022 08:00 AM	08/04/2022 08:00 AM		0.12	14953	SARS-CoV-2 N1	58.2937955856324	0	103.761005401611	103835.823386908	SARS-CoV-2 N2	45.6774854660034	1.65252044796944	120.879535675049	81363.0209863186					Human RNase P	2802.99388803542	1.57361060380936	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/08/2022		2022-08-05	NT04473	Kookaburra		CP0000205	D01	AJ	2022-08-05	2108255	Halcyon	H3	EP000205	F03	AJ	2022-08-10	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H3	AP00106	C05	JL	
E01-0017	1.1	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	12/07/2021 08:00 AM	12/08/2021 08:00 AM	12/08/2021 08:00 AM	TT	1.637	9560	SARS-CoV-2 N1	170.4410744	0	721.9914246	303598.1637	SARS-CoV-2 N2	27.08917856	0	850.2881622	48252.59931					Human RNase P	8769.068867	4.922986031	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/09/2021	7.22	12/10/21	NT04474	Halcyon		CP0047	B03	AJ	12/10/21	2108255	Halcyon	F1	EP0047	B01	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F1	AP0027	D01	JL	
A01-0325	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	08/06/2022 12:00 AM	08/07/2022 12:00 AM	08/07/2022 12:00 AM		7.4	15547	SARS-CoV-2 N1	275.539226531982	0	103.761005401611	490804.247260093	SARS-CoV-2 N2	281.665096282958	1.65252044796944	120.879535675049	501715.952754019					Human RNase P	29664.4092723727	16.6537034511566	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/08/2022		2022-08-08	NT04473	Kookaburra		CP000206	D03	AJ	2022-08-08	2108255	Kookaburra	K5	EP000206	C05	AJ	2022-08-10	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K5	AP00106	E08	JL	
A02-0462	1.1	A02-0462	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Complete	Composite	04/18/2022 09:00 AM	04/20/2022 09:00 AM	04/20/2022 09:49 AM	GZ		16961	SARS-CoV-2 N1	0	0	72.49384403	0	SARS-CoV-2 N2	0	0	81.57130241	0					Human RNase P	17301.03822	9.712863564	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/20/2022	7.75	4/21/22	NT04473	Kookaburra		CP000125	A02	AJ	4/21/22	2108255	Kookaburra	G2	EP000125	A02	AJ	4/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G2	AP0069	A02	JL	
G01-0033	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/04/2022 09:00 AM	01/05/2022 08:00 AM	01/05/2022 08:42 AM		1.217	13224	SARS-CoV-2 N1	5.338494182	0	35.78905106	9509.192761	SARS-CoV-2 N2	5.338494182	0	33.90405893	9509.192761					Human RNase P	3169.490886	1.779363304	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/06/2022	7.26	1/6/22	NT04474	Halcyon		CP0056	D01	AJ	1/6/22	2108255	Halcyon	C3	EP0056	C03	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C3	AP0032	G03	JL	
N03-0144	1.1	Sample	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	07/17/2022 07:30 AM	07/18/2022 07:30 AM	07/18/2022 07:30 AM		0.45856	19314	SARS-CoV-2 N1	203.104705810546	0	100	361780.257225035	SARS-CoV-2 N2	217.85514831543	0	100	388054.48293686					Human RNase P	6510.56542061269	3.65505427122116	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/20/2022		2022-07-20	NT04473	Kookaburra		CP000192	A02	AJ	2022-07-20	2108255	Halcyon	L2	EP000192	G02	AJ	2022-07-25	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L2	AP0102	G12	JL	
A04-0091	1.1	A04-0091	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	06/06/2022 08:00 AM	06/07/2022 08:00 AM	06/07/2022 08:00 AM		0.507	19880	SARS-CoV-2 N1	303.763236999512	261.3551902771	0	541078.265905381	SARS-CoV-2 N2	327.75447845459	274.439964294434	1.26044794917107	583812.664747238					Human RNase P	6325.19018836319	3.55098396539688	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/08/2022	7.13	2022-06-08	NT04473	Halcyon		CP000164	C06	AJ	2022-06-08	2108255	Halcyon	H2	EP000164	C02	AJ	2022-06-09	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H2	AP0089	B09	JL	
R01-0057	1.1	R01-0057	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	06/16/2022 09:00 AM	06/17/2022 08:30 AM	06/17/2022 08:45 AM		0.124	19245	SARS-CoV-2 N1	3.66815984249114	0	151.550321578979	6533.90971943734	SARS-CoV-2 N2	3.66815984249114	0	193.529663085938	6533.90971943734					Human RNase P	13068.8376165927	7.3368912935257	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/22/2022	7.09	2022-06-22	NT04473	Halcyon		CP000173	C03	AJ	2022-06-22	2108255	Halcyon	J3	EP000173	H03	AJ	2022-06-23	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J3	AP0093	C08	JL	
A03-0119	1.1	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	12/01/2021 06:00 AM	12/01/2021 02:00 PM	12/02/2021 10:15 AM	GZ		15988	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	2.94356823	0	850.2881622	5243.230909					Human RNase P	20976.85833	11.77648187	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/14/2021	7.96	12/9/21	NT04474	Kookaburra		CP0046	A04	LW	12/9/21	2110258	Kookaburra	H4	EP0046	A04	LW	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H4	AP0027	A04	JL	
A03-0140	1.1	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	12/10/2021 06:00 AM	12/10/2021 02:00 PM	12/10/2021 01:51 PM	GZ		13869	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	96814.92001	54.35223579	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/2021	9.12	12/13/21	NT04474	Halcyon		CP0048	D02	AJ	12/13/21	2108255	Halcyon	J1	EP0048	C01	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J1	AP0027	H01	JL	
A02-0188	1.1	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Processing	Composite	10/23/2021 09:00 AM	10/25/2021 09:00 AM	10/25/2021 10:16 AM	CA			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.12	10/25/21	NT04474	Halcyon		CP0028	B05	JL	10/25/21	2108255	Halcyon	B3	EP0028	B03	JL	11/1/21	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	B3	AP0015	B03	JL	
K01-0108	1.1	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	06/22/2022 06:20 AM	06/23/2022 06:20 AM	06/23/2022 06:20 AM		5.653	18999	SARS-CoV-2 N1	68.21382522583	0	135.241823196411	121505.87618351	SARS-CoV-2 N2	70.6980562210084	0	165.256328582764	125930.912643671					Human RNase P	2206.05654409155	1.23848788440228	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022		2022-06-29	NT04473	Halcyon		CP000176	C03	AJ	2022-06-29	2108255	Kookaburra	F7	EP000178	B07	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F7	AP0095	G02	JL	
R02-0112	1.1	Sample	Sample	WWTP	Randolph	ElkinsWWTP-01	Pass	Processing	Complete	Composite	08/08/2022 06:00 AM	08/09/2022 06:00 AM	08/09/2022 06:00 AM		2.4629	18980	SARS-CoV-2 N1	68.282208442688	0	300.94627380371	121627.683788538	SARS-CoV-2 N2	83.2065200805664	0	332.299461364746	148211.613893509	None				Human RNase P	2208.26502889395	1.23972773551941	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/10/2022		2022-08-10	NT04473	Kookaburra		CP000208	C02	AJ	2022-08-10	2108255	Halcyon	D6	EP000209	E06	AJ	2022-08-11	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	D6	AP0107	F05	JL	
E02-0021	1.1	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	12/14/2021 08:00 AM	12/15/2021 08:00 AM	12/15/2021 08:00 AM	-	0.098	10885	SARS-CoV-2 N1	2.161735594	0	368.7264633	3850.591527	SARS-CoV-2 N2	0	0	319.8027611	0	None				Human RNase P	7701.536603	4.323669672	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/17/2021	7.22	12/17/21	NT04474	Halcyon		CP0051	A04	AJ	12/17/21	2108255	Halcyon	C4	EP0051	A04	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C4	AP0028	E04	JL	
A1002	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	03/09/2021 12:00 PM	03/09/2021 12:00 PM	03/09/2021 12:00 PM	EL	8.423	10921	SARS-CoV-2 N1				25860	SARS-CoV-2 N2				19380					Human RNase P	38790		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	03/12/2021		3/12/21						AHT	3/15/21						AHT	3/16/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
N02-0023	1.1	N02-0023	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	03/08/2022 07:00 AM	03/09/2022 07:00 AM	03/09/2022 07:00 AM		10.32	10185	SARS-CoV-2 N1	11.55384779	0	427.0280838	20580.29138	SARS-CoV-2 N2	9.24262464	0	46.17351055	16463.42514					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/16/2022	7.34	3/16/22	NT04473	Halcyon		CP000097	D02	AJ	3/16/22	2110258	Kookaburra	K4	EP000098	C04	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	K4	AP0055	C04	JL	
A02-0536	1.1	A02-0536	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	05/11/2022 09:00 AM	05/13/2022 09:00 AM	05/13/2022 10:35 AM	Gz		12325	SARS-CoV-2 N1	1.909157485	0	14.88143802	3400.68677	SARS-CoV-2 N2	0	0	11.16019487	0					Human RNase P	143066.9519	80.3182888	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/13/2022	6.68	5/13/22	NT04473	Kookaburra		CP000143	D02	AJ	5/13/22	2108255	Halcyon	L4	EP000143	F04	AJ	5/16/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L4	AP0080	F04	JL	
N03-0054	1.1	N03-0054	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	04/12/2022 07:30 AM	04/13/2022 07:30 AM	04/13/2022 07:30 AM		0.6052	14634	SARS-CoV-2 N1	0	0	82.14226723	0	SARS-CoV-2 N2	0	0	74.92531776	0					Human RNase P	8592.878468	4.824072123	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/20/2022	6.44	4/20/22	NT04473	Halcyon		CP000123	C01	AJ	4/20/22	2108255	Halcyon	B5	EP0124	B05	AJ	4/21/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B5	AP0068	B05	JL	
C01-0062	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	12/19/2021 07:00 AM	12/20/2021 07:00 AM	12/20/2021 07:00 AM	GZ	6.976	16907	SARS-CoV-2 N1	118.5925579	0	337.9396439	211242.9938	SARS-CoV-2 N2	41.78797722	0	381.3004303	74434.83442	None				Human RNase P	47126.71347	26.4571023	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/21/2021	7.13	12/21/21	NT04474	Halcyon		CP0052	C03	AJ	12/21/21	2110258	Halcyon	G5	EP0052	B05	AJ	12/28/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G5	AP0030	B05	JL	
P01-0029	1.1	P01-0029	Sample	WWTP	Pleasants	StMarysWWTP-01	Pass	Processing	Complete	Composite	03/04/2022 10:30 AM	03/05/2022 10:30 AM	03/07/2022 11:34 AM		0.245	15184	SARS-CoV-2 N1	0	0	299.3364906	0	SARS-CoV-2 N2	0	0	343.0362701	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/08/2022	7.2	3/9/22	NT04473	Kookaburra		CP000092	B01	AJ	3/9/22	2110258	Halcyon	D7	EP000092	D07	AJ	3/10/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	D7	AP0052	D07	JL	
C01-0221	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	07/11/2022 07:00 AM	07/12/2022 07:00 AM	07/12/2022 07:00 AM		5.226	15883	SARS-CoV-2 N1	0	0	100	0	SARS-CoV-2 N2	1.48146778345108	0	100	2638.86448927224					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/19/2022		2022-07-20	NT04473	Kookaburra		CP000190	A04	AJ	2022-07-20	2108255	Halcyon	F4	EP000192	A04	AJ	2022-07-25	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F4	AP0102	D02	JL	
M03-0012	1.1	M03-0012	Sample	WWTP	Marion	ManningtonWWTP-01	Pass	Processing	Complete	Composite	03/08/2022 11:00 AM	03/09/2022 11:00 AM	03/09/2022 11:00 AM		0.758	12007	SARS-CoV-2 N1	0	0	427.0280838	0	SARS-CoV-2 N2	0	0	46.17351055	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/16/2022	7.02	3/16/22	NT04473	Kookaburra		CP000098	A04	AJ	3/16/22	2110258	Kookaburra	L4	EP000098	D04	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	L4	AP0055	D04	JL	
L01-0164	1.1	L01-0164	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/16/2022 09:00 AM	06/17/2022 09:00 AM	06/17/2022 09:00 AM		0.369	19088	SARS-CoV-2 N1	0	0	151.550321578979	0	SARS-CoV-2 N2	0	0	193.529663085938	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/22/2022	7.52	2022-06-22	NT04473	Kookaburra		CP000172	B06	AJ	2022-06-22	2108255	Halcyon	G4	EP000173	E04	AJ	2022-06-23	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G4	AP0093	D05	JL	
A03-0098	1.1	Sample	Sample	K-12	Monongalia	SuncrestES-01	Pass	Rejected: No Flow	Complete	Composite	12/03/2021 06:00 AM	12/03/2021 02:00 PM	12/03/2021 02:21 PM	GZ																																																																AJ	12/14/2021	9.02																									
L01-0031	1.1	G	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	02/11/2022 09:00 AM	02/12/2022 09:00 AM	02/12/2022 09:10 AM		0.333	13332	SARS-CoV-2 N1	130.9650993	0	376.4786148	233281.5832	SARS-CoV-2 N2	123.8672352	0	471.9524765	220638.5127					Human RNase P	3143.814546	1.764948517	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	02/16/2022	7.36	2/16/22	NT04473	Halcyon		CP000079	B01	AJ	2/16/22	2108255	Halcyon	B7	EP000079	A07	AJ	2/17/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX One	B7	AP0046	D07	JL	
J01-0022	1.1	J01-0022	Sample	WWTP	Preston	AlpineLakeWWTP-01	Pass	Processing	Complete	Composite	04/05/2022 08:00 AM	04/06/2022 08:00 AM	04/06/2022 08:00 AM		0.236	15295	SARS-CoV-2 N1	0	0	92.89975166	0	SARS-CoV-2 N2	0	0	100.2884865	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/13/2022	7.43	4/14/22	NT04473	Kookaburra		CP000118	D05	AJ	4/14/22	2108255	Kookaburra	C7	EP000118	C07	AJ	4/18/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C7	AP0065	C07	JL	
G01-0234	1.1	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	07/26/2022 09:00 AM	07/27/2022 08:00 AM	07/27/2022 08:45 AM		0.868	16976	SARS-CoV-2 N1	113.930654525757	0	118.241834640503	202938.978374004	SARS-CoV-2 N2	132.043590545654	0	156.898784637451	235202.645659447					Human RNase P	24696.1075812578	13.8644814491272	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/28/2022		2022-07-28	NT04473	Halcyon		CP000197	B01	AJ	2022-07-28	2108255	Halcyon	L7	EP000198	A07	AJ	2022-08-01	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L7	AP0104	G02	JL	
A03-0368	1.1	A03-0368	Sample	K-12	Monongalia	SuncrestES-01	Pass	Processing	Complete	Composite	06/01/2022 06:00 AM	06/01/2022 02:00 PM	06/02/2022 09:18 AM	GZ		16568	SARS-CoV-2 N1	0	0	4.1007485985756	0	SARS-CoV-2 N2	0	0	8.20221185684204	0					Human RNase P	10119.9486292899	5.68137466907502	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/02/2022	6.98	2022-06-02	NT04473	Halcyon		CP000159	D04	AJ	2022-06-02	2108255	Halcyon	E6	EP000160	C06	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E6	AP0088	F03	JL	
L01-0053	1.1	L01-0053	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	04/03/2022 09:00 AM	04/04/2022 09:00 AM	04/04/2022 09:00 AM		0.277	17481	SARS-CoV-2 N1	18.8515389	0	0	33579.30366	SARS-CoV-2 N2	20.19865513	0	0	35978.85445	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	6.83	4/6/22	NT04473	Halcyon		CP000113	A03	AJ	4/6/22	2110258	Kookaburra	G3	EP000114	A03	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	G3	AP0062	A03	JL	
O01-0020	1.1	O01-0020	Sample	WWTP	Taylor	GraftonWWTP-01	Pass	Processing	Complete	Composite	04/12/2022 06:10 AM	04/13/2022 06:10 AM	04/13/2022 06:15 AM		2.15	15190	SARS-CoV-2 N1	1.549057662	0	82.14226723	2759.258961	SARS-CoV-2 N2	1.549057662	0	74.92531776	2759.258961					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/20/2022	7.17	4/20/22	NT04473	Kookaburra		CP000124	C06	AJ	4/20/22	2108255	Halcyon	F2	EP0124	F02	AJ	4/21/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F2	AP0068	F02	JL	
J01-0041	1.1	J01-0041	Sample	WWTP	Preston	AlpineLakeWWTP-01	Pass	Processing	Complete	Composite	05/03/2022 07:30 AM	05/04/2022 07:30 AM	05/04/2022 07:30 AM		0.174	15029	SARS-CoV-2 N1	0	0	12.38995671	0	SARS-CoV-2 N2	0	0	14.16048288	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/11/2022	6.86	5/11/22	NT04473	Kookaburra		CP000140	A03	AJ	5/11/22	2108255	Halcyon	A3	EP000140	D03	AJ	5/11/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A3	AP0078	D03	JL	
