Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A02-0002	20957	OneStep RT-ddPCR	BRSV			08/13/2021	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1		0	99.9626002	7158.53721	SARS-CoV-2 N2		0	99.96326296	5965.30548																																				Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C05	JL			Josh Lambert		8/16/21 13:03	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	NaN	Pass	Pass	Pass	Pass	EL	08/12/2021 09:00 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/13/2021	6.65	OaklandE-02	
A02-0073																																																																															WVU Morgantown																Pass	EL	09/01/2021 10:59 AM	Grab			JL	09/01/2021	7.76	CollegePark-02	
A02-0009	19134	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1		0	99.94874319	52317.69228	SARS-CoV-2 N2		0	99.95073014	49699.20111	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL			Eric Lundstrum		8/13/21 10:18	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	08/13/2021 10:18 AM	Composite	08/13/2021 09:55 AM	08/11/2021 09:55 AM	Josh Lambert	08/13/2021	7.8	CollegePark-02	
A01-0006	16217	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	G6	AP0004	B03	JL	SARS-CoV-2 N1	322380	5920	239240	342528750	SARS-CoV-2 N2	323460	5920	235960	343676250																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL			Josh Lambert		8/18/21 13:15	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	GG	08/15/2021 11:55 PM	Composite	08/15/2021 11:55 PM	08/15/2021 12:00 AM	JL	08/18/2021	6.82	StarCityWWTP-01	
A0050	14694	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				33642	SARS-CoV-2 N2				33642																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				7				MS	Human RNase P	0	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0050	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/29/20 0:00	Composite	12/29/20 11:59	12/29/20 12:00	TD	1/14/21		StarCityWWTP-01	Available
A02-0018	18936	OneStep RT-ddPCR	None				Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G3	AP000000	A03	JL			0	99.84027292				31.54926549	99.85634831																																					Multiplex	0.005		8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL			Eric Lundstrum		8/18/21 10:07	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL			Pass	Pass	Pass	EL	08/18/2021 10:06 AM	Composite	08/18/2021 10:05 AM	08/16/2021 10:05 AM	JL	08/18/2021	7.02	NorthHighSt-02 (MUB)	
A02-0082																																																																															WVU Morgantown																Pass	EL	09/06/2021 08:20 AM	Composite	09/06/2021 08:20 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.38	Evansdale-01	
A0234	18510	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				75546	SARS-CoV-2 N2				51516																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4.5				MS	Human RNase P	17172	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0234	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	2/3/21 0:00	Composite	2/3/21 23:59	2/3/21 0:00	TD	2/4/21		StarCityWWTP-01	Available
A02-0049	14492	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL	SARS-CoV-2 N1	289820	5920	239240	307933750	SARS-CoV-2 N2	289680	5920	235960	307785000																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B04	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A2_NAB_9	EP0004	A10	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 10:04 AM	Grab			JL	08/25/2021	7.55	CollegePark-02	
A0034	15971	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				106176	SARS-CoV-2 N2				99096																																				CDC N1/N2/RP Triplex	0.005		12/7/20 17:00	100				4				MS	Human RNase P	84912	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0034	12/8/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/6/20 0:00	Composite	12/6/20 23:59	12/6/20 0:00	TD	12/7/20		StarCityWWTP-01	Available
A1076		OneStep RT-ddPCR	BRSV	166487.5												SARS-CoV-2 N1				0	SARS-CoV-2 N2				4892.5																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.47						Josh Lambert		07/09/2021 11:59 AM		A1076	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/22/2021 11:55 PM	Composite	06/22/2021 11:55 PM	06/22/2021 12:00 AM	JL	06/25/2021	6.47	StarCityWWTP-01	Available
A07-0018	19654	OneStep RT-ddPCR	BRSV			08/13/2021	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1		0	99.9626002	0	SARS-CoV-2 N2		0	99.96326296	0																																				Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL			Josh Lambert		8/13/21 12:24	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	Pass	Pass	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01	
A02-0004	14984	OneStep RT-ddPCR	BRSV			08/13/2021	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	B08	JL	SARS-CoV-2 N1		0	99.9626002	0	SARS-CoV-2 N2		0	99.96326296	0																																				Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C04	JL			Eric Lundstrum		8/12/21 10:05	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C04	JL	NaN	Pass	Pass	Pass	Pass	EL	08/12/2021 10:05 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	NorthHighSt-02 (MUB)	
A02-0019	17835	OneStep RT-ddPCR	None			08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1		0	99.84027292	32260.78367	SARS-CoV-2 N2		31.54926549	99.85634831	42087.55088																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL			Eric Lundstrum		8/18/21 10:25	WVU Morgantown	Tertiary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Pass	Pass	Pass	EL	08/18/2021 10:24 AM	Composite	08/18/2021 10:24 AM	08/16/2021 10:33 AM	JL	08/18/2021	7.04	CollegePark-02	
A1086		OneStep RT-ddPCR	BRSV	204725												SARS-CoV-2 N1				4655	SARS-CoV-2 N2				4655																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.52						Josh Lambert		07/09/2021 12:21 PM		A1086	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	07/06/2021 11:55 PM	Composite	07/06/2021 11:55 PM	07/06/2021 12:00 AM	JL	07/09/2021	6.52	StarCityWWTP-01	Available
A1048	15163	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				6510	SARS-CoV-2 N2				6510																																				CDC N1/N2/RP Triplex	0.005		5/14/21 12:00	100				7				MVS	Human RNase P	39102	Mathilda Santee	5/14/21 10:55	5/14/21 10:55	Monongalia County	A1048	5/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	5/14/21 10:54	Composite	5/13/21 11:59	5/13/21 12:00	MVS	5/14/21		StarCityWWTP-01	Available
A1096		OneStep RT-ddPCR	BRSV	142975												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1096		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/20/21 23:55	Composite	7/20/21 23:55	7/20/21 0:00	JL			StarCityWWTP-01	Available
A0232	16039	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				39630	SARS-CoV-2 N2				26400																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0232	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	2/1/21 0:00	Composite	2/1/21 23:59	2/1/21 0:00	TD	2/4/21		StarCityWWTP-01	Available
A1028	8596	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13152	SARS-CoV-2 N2				26304																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				8				JL	Human RNase P	39408	Aiyana-Mei Tom	4/16/21 11:18	4/16/21 11:18	Monongalia County	A1028	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Fail: Droplet Count Below Threshold	Not Assessed	Not Assessed	Pass	EL	4/13/21 12:00	Composite	4/14/21 12:00	4/13/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available
A0437	10482	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				32328	SARS-CoV-2 N2				16164																																				CDC N1/N2/RP Triplex	0.005			100				3					Human RNase P	36378	Mathilda Santee	3/3/21 11:40	3/3/21 11:40	Monongalia County	A0437		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/18/21 12:00	Composite	2/18/21 12:00	2/18/21 12:00				StarCityWWTP-01	Available
A0212	16156	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				24480	SARS-CoV-2 N2				27960																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	6984	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0212	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/4/21 0:00	Composite	1/4/21 23:59	1/4/21 0:00	TD	1/8/21		StarCityWWTP-01	Available
A1036	11015	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				28845	SARS-CoV-2 N2				38475																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				7.5				KED	Human RNase P	38475	Mathilda Santee	4/30/21 11:06	4/30/21 11:06	Monongalia County	A1036	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	4/30/21 11:06	Composite	4/25/21 11:59	4/25/21 12:00	MVS	4/30/21		StarCityWWTP-01	Available
A0222	16140	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				38496	SARS-CoV-2 N2				52512																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3504	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0222	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/18/21 0:00	Composite	1/18/21 23:59	1/18/21 0:00	TD	1/22/21		StarCityWWTP-01	Available
A0237	11622	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				497808	SARS-CoV-2 N2				390048																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				4				AT	Human RNase P	24288	Timothy Driscoll	2/24/21 10:40	2/24/21 10:40	Monongalia County	A0237	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/8/21 8:00	Composite	2/8/21 11:55	2/8/21 12:00	TD	2/11/21		StarCityWWTP-01	Available
A1053		OneStep RT-ddPCR	BRSV	178766.25												SARS-CoV-2 N1				4346.25	SARS-CoV-2 N2				4346.25																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH: 6.83						Josh Lambert		07/08/2021 11:21 AM		A1053	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/20/2021 11:55 PM	Composite	05/20/2021 11:55 PM	05/20/2021 12:00 AM	JL	05/21/2021	6.83	StarCityWWTP-01	Available
A1033	11036	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				5112	SARS-CoV-2 N2				5112																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				4				MVS	Human RNase P	97296	Mathilda Santee	4/23/21 10:57	4/23/21 10:57	Monongalia County	A1033	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:56	Composite	4/20/21 11:59	4/20/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A02-0071																																																																															WVU Morgantown																Pass	EL	09/01/2021 10:20 AM	Grab			JL	09/01/2021	8.16	HonorsSummit-01 (MUB)	
A1052		OneStep RT-ddPCR	BRSV	181260												SARS-CoV-2 N1				0	SARS-CoV-2 N2				4013.75																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.80						Josh Lambert		07/08/2021 11:19 AM		A1052	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/19/2021 11:55 PM	Composite	05/19/2021 11:55 PM	05/19/2021 12:00 AM	JL	05/21/2021	6.8	StarCityWWTP-01	Available
A02-0078																																																																															WVU Morgantown																Pass	WL	09/03/2021 10:32 AM	Composite	09/03/2021 10:32 AM	09/01/2021 10:32 AM	JL	09/03/2021	6.92	NorthHighSt-02 (MUB)	
A02-0050																																																																															WVU Morgantown																Pass	EL	08/27/2021 09:32 AM	Composite	08/27/2021 09:13 AM	08/23/2021 09:13 AM	JL	08/27/2021	6.51	Evansdale-01	
A01-0002	15989	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1		0	99.94874319	35988.11412	SARS-CoV-2 N2		0	99.95073014	40686.03611	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL			Josh Lambert		8/16/21 10:17	Monongalia County	Primary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	Pass	Pass	Pass	GG	08/10/2021 11:55 PM	Composite	08/10/2021 11:55 PM	08/10/2021 12:00 AM	Josh Lambert	08/13/2021	6.9	StarCityWWTP-01	
A1059		OneStep RT-ddPCR	BRSV	349647.5												SARS-CoV-2 N1				3491.25	SARS-CoV-2 N2				6982.5																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.94						Josh Lambert		07/08/2021 11:35 AM		A1059	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/04/2021 11:55 PM	Composite	05/30/2021 11:55 PM	05/30/2021 12:00 AM	JL	06/04/2021	6.94	StarCityWWTP-01	Available
A0032	10476	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				443142	SARS-CoV-2 N2				408920.4																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.2				MS	Human RNase P	28299.6	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0032	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/2/20 0:00	Composite	12/2/20 23:59	12/2/20 0:00	TD	12/4/20		StarCityWWTP-01	Available
A0102	11130	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				12933.6	SARS-CoV-2 N2				21562.8																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Human RNase P	38821.2	Timothy Driscoll	11/9/20 16:55	11/9/20 16:55	Monongalia County	A0102	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/3/20 0:00	Composite	11/3/20 23:59	11/3/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A02-0010	17250	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A08	JL	SARS-CoV-2 N1		0	99.94874319	0	SARS-CoV-2 N2		0	99.95073014	0	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B02	JL			Eric Lundstrum		8/16/21 9:28	WVU Morgantown	Secondary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	Alexander Brun	08/16/2021 09:28 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.85	Evansdale-01	
A0440	9990	OneStep RT-ddPCR				3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25452	SARS-CoV-2 N2				8496																																				CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	16956	Mathilda Santee	3/3/21 11:45	3/3/21 11:45	Monongalia County	A0440		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/23/21 12:00	Composite	2/23/21 12:00	2/23/21 12:00				StarCityWWTP-01	Available
A0047	17534	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				53163	SARS-CoV-2 N2				79761																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				5.5				MS	Human RNase P	8844	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0047	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/23/20 0:00	Composite	12/23/20 11:59	12/23/20 12:00	TD	1/7/21		StarCityWWTP-01	Available
A02-0066																																																																															WVU Morgantown																Pass	EL	09/01/2021 09:08 AM	Grab			JL	09/01/2021	7.36	Evansdale-01	
A1099		OneStep RT-ddPCR	BRSV	646403.75												SARS-CoV-2 N1				11613.75	SARS-CoV-2 N2				15485																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1099		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/25/21 23:55	Composite	7/25/21 23:55	7/25/21 0:00	JL			StarCityWWTP-01	Available
A0022	12254	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				49795.2	SARS-CoV-2 N2				49795.2																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.8				MS	Human RNase P	27648	Timothy Driscoll	12/7/20 15:07	12/7/20 15:07	Monongalia County	A0022	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/19/20 0:00	Composite	11/19/20 23:59	11/19/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A02-0038	10367	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L4	AP0004	D02	JL	SARS-CoV-2 N1	207320	5920	239240	220277500	SARS-CoV-2 N2	207260	5920	235960	220213750																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A04	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L4	EP0004	A04	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 09:25 AM	Grab			JL	08/25/2021	8.43	OaklandE-02	
A01-0001	19475	OneStep RT-ddPCR	BRSV			08/13/2021	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1		0	99.9626002	8987.49459	SARS-CoV-2 N2		0	99.96326296	10271.68584																																				Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	None		Josh Lambert		8/13/21 12:13	Monongalia County	Primary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	Pass	Pass	Pass	GG	08/09/2021 11:55 PM	Composite	08/09/2021 11:55 PM	08/09/2021 12:00 AM	JL	08/13/2021	NaN	StarCityWWTP-01	
A0245	11511	OneStep RT-ddPCR				11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				24528	SARS-CoV-2 N2				14712																																				CDC N1/N2/RP Triplex	0.005		11/16/20 17:00	100				4				MS	Human RNase P	44160	Timothy Driscoll	11/16/20 19:12	11/16/20 19:12	Monongalia County	A0245	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	DW	11/15/20 0:00	Composite	11/15/20 23:59	11/15/20 0:00	TD	11/16/20		StarCityWWTP-01	Available
A01-0008	17162	OneStep RT-ddPCR	None			08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1		0	99.84027292	43739.43877	SARS-CoV-2 N2		31.54926549	99.85634831	61256.66499																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL			Josh Lambert		8/18/21 13:16	NaN	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	JL	08/17/2021 11:55 PM	Composite	08/17/2021 11:55 PM	08/17/2021 12:00 AM	JL	08/18/2021	6.97	StarCityWWTP-01	
A1004	12806	OneStep RT-ddPCR				3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				5520	SARS-CoV-2 N2				5520																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Human RNase P	60660	Mathilda Santee	3/12/21 11:03	3/12/21 11:03	Monongalia County	A1004	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	3/11/21 12:00	Composite	3/11/21 12:00	3/11/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available
A1090		OneStep RT-ddPCR	BRSV	267472.5												SARS-CoV-2 N1				0	SARS-CoV-2 N2				4298.75																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1090		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/12/21 23:55	Composite	7/12/21 23:55	7/12/21 0:00	JL			StarCityWWTP-01	Available
