Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0718	1.1	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Complete	Composite	10/17/2022 09:00 AM	10/19/2022 09:00 AM	10/19/2022 09:55 AM	GZ		19954	SARS-CoV-2 N1	1.179212183	1.163296252	2.334614396	2100.471701	SARS-CoV-2 N2	0	2.326650023	2.334614396	0					Human RNase P	14705.51424	8.255727291	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	10/19/2022		10/19/22	NT04455	Halcyon		CP000263	B05	AJ	10/19/22	NT04455	Halcyon	J3	EP000265	B03	AJ	10/20/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J3	AP0128	C02	JL	
A02-0025	1.1	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	08/21/2021 09:16 AM	08/23/2021 09:16 AM	08/23/2021 09:13 AM	EL		13137	SARS-CoV-2 N1	0	0	2615.09491	0	SARS-CoV-2 N2	26.3526082	0	2786.116028	27999.64622					Human RNase P	1748.978542	1.646097451	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/23/2021	7.15	8/27/21	NT04155	Kookaburra		CP0005	A04	JL	8/27/21	2102028	Kookaburra	B4	EP0005	A04	JL	8/27/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	B4	AP0005	D01	JL	
M04-0035	1.1	M04-0035	Sample	WWTP	Marion	FarmingtonWWTP-01	Pass	Processing	Complete	Composite	03/24/2022 11:15 AM	03/25/2022 11:15 AM	03/25/2022 11:15 AM		0.108	15884	SARS-CoV-2 N1	0	0	465.9441757	0	SARS-CoV-2 N2	0	0	440.8116531	0					Human RNase P	2638.698332	1.481374502	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/30/2022	7.55	3/30/22	NT04473	Kookaburra		CP000108	C02	AJ	3/30/22	2110258	Halcyon	F6	EP000108	E06	AJ	3/31/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	F6	AP0059	E06	JL	
K01-0072	1.1	K01-0072	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	04/19/2022 06:25 AM	04/20/2022 06:21 AM	04/20/2022 06:21 AM		7.261	14468	SARS-CoV-2 N1	9.759866595	0	60.42012691	17384.76237	SARS-CoV-2 N2	0	0	51.98009491	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7.21	4/27/22	NT04473	Kookaburra		CP000130	C06	AJ	4/27/22	2108255	Halcyon	K2	EP000130	F02	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K2	AP0072	F02	JL	
P01-0033	1.1	P01-0033	Sample	WWTP	Pleasants	StMarysWWTP-01	Pass	Processing	Complete	Composite	03/10/2022 11:35 AM	03/11/2022 11:15 AM	03/11/2022 11:15 AM		0.358	13013	SARS-CoV-2 N1	12.66043186	0	267.0924187	22551.39425	SARS-CoV-2 N2	12.66043186	0	255.2447891	22551.39425					Human RNase P	6442.017322	3.616571128	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/23/2022	7.12	3/25/22	NT04473	Halcyon		CP000103	C06	AJ	3/25/22	2110258	Kookaburra	E2	EP000104	C02	AJ	3/29/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	E2	AP0057	E02	JL	
P01-0002	1.1	P01-0002	Sample	WWTP	Pleasants	StMarysWWTP-01	Fail: Missing Required Data	Processing	Complete							16528	SARS-CoV-2 N1	11.39163017	0	305.7337761	20291.34125	SARS-CoV-2 N2	7.119122744	0	356.0894394	12680.93739					Human RNase P	2535.880432	1.423652172	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/02/2022	7.05	3/2/22	NT04473	Kookaburra		CP000088	B03	AJ	3/2/22	2110258	Kookaburra	E1	EP000088	E01	AJ	3/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	E1	AP000050	F01	JL	NO DATES OR FLOW
G01-0260	1.1	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	08/28/2022 09:00 AM	08/29/2022 08:00 AM	08/29/2022 08:05 AM		0.494	19623	SARS-CoV-2 N1	364.9355316	1.147524342	341.9677734	650041.4157	SARS-CoV-2 N2	353.9777374	1.147524342	387.5304031	630522.8448					Human RNase P	6408.036835	3.597494364	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/02/2022		9/2/22	NT04473	Halcyon		CP000227	A05	AJ	9/2/22	2108255	Kookaburra	G5	EP000227	D05	AJ	9/7/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G5	AP0114	E04	JL	
E02-0199	1.1	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	09/12/2022 08:00 AM	09/13/2022 08:00 AM	09/13/2022 08:00 AM		0.487	15796	SARS-CoV-2 N1	150.930662155151	3.71663719415664	255.160694122314	268845.241963863	SARS-CoV-2 N2	131.449575424194	6.1947214603424	288.535747528076	234144.556224346					Human RNase P	7960.70158481599	4.46916580200196	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/16/2022		2022-09-16	NT04473	Kookaburra		CP000238	B03	AJ	2022-09-16	2108255	Halcyon	B1	EP0000238	E01	AJ	2022-09-20	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B1	AP0118	A05	JL	
N03-0018	1.1	N03-0018	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	04/01/2022 07:30 AM	04/02/2022 07:30 AM	04/02/2022 07:30 AM		0.56103	13920	SARS-CoV-2 N1	0	0	0	0	SARS-CoV-2 N2	1.690392047	0	0	3011.010834	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	6.8	4/6/22	NT04473	Kookaburra		CP000114	D02	AJ	4/6/22	2110258	Kookaburra	L4	EP000114	F04	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	L4	AP0062	F04	JL	
A01-0035	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	09/13/2021 12:00 AM	09/13/2021 11:55 PM	09/13/2021 11:55 PM	GG	8.156	14278	SARS-CoV-2 N1	127.2354507	0	1320.22522	135187.6664	SARS-CoV-2 N2	109.0167713	0	1524.019623	115830.3195					Human RNase P	71892.0359	67.66309261	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/15/2021	6.87	9/15/21	NT04155	Kookaburra		CP0012	A03	JL	9/15/21	2105033	Halcyon	D3	EP0012	A03	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D3	AP0008	C03	JL	
A01-0404	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	11/06/2022 12:00 AM	11/07/2022 12:00 AM	11/07/2022 12:00 AM		6.7	17452	SARS-CoV-2 N1	140.635986328125	0	235.819358825684	250507.850646973	SARS-CoV-2 N2	128.432283401489	0	311.67091369629	228770.004808903					Human RNase P	40846.1643755436	22.9311800003052	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/09/2022		2022-11-09	NT04455	Halcyon		CP000277	C05	AJ	2022-11-09	2204324	Kookaburra	C1	EP000278	C01	AJ	2022-11-10	OneStep RT-ddPCR	Manual	DQ	63101837	QX 200	C1	AP0132	A09	JL	
K01-0155	1.2	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Processing	Composite	09/21/2022 06:20 AM	09/22/2022 06:20 AM	09/22/2022 06:20 AM		4.305																			10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075																																							AJ	09/28/2022		2022-09-28	NT04455	Halcyon		CP000247	A04	AJ	2022-09-28	2108255	Kookaburra	B4	EP000247	G04	AJ											
K01-0155	1.1	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	09/21/2022 06:20 AM	09/22/2022 06:20 AM	09/22/2022 06:20 AM		4.305	17720	SARS-CoV-2 N1	99.7997188568116	1.60890370607376	270.987567901612	177768.249213696	SARS-CoV-2 N2	95.7995891571044	0	285.680694580078	170643.018186092					Human RNase P	2365.29054120183	1.32788240909576	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/28/2022		2022-09-28	NT04455	Halcyon		CP000247	A04	AJ	2022-09-28	2108255	Kookaburra	B4	EP000247	G04	AJ	2022-09-29	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B4	AP0121	D07	JL	
A02-0382	1.1	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Complete	Composite	03/05/2022 09:00 AM	03/07/2022 09:00 AM	03/07/2022 10:24 AM	GZ		13896	SARS-CoV-2 N1	18.63313317	0	299.3364906	33190.26846	SARS-CoV-2 N2	15.24419308	0	343.0362701	27153.71892					Human RNase P	27153.71892	15.24419308	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/07/2022	7.25	3/9/22	NT04473	Halcyon		CP000091	A01	AJ	3/9/22	2110258	Halcyon	NAB 28 A1	EP000092	A01	AJ	3/10/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	NAB 28 A1	AP0052	A01	JL	
H01-0260	1.1	H01-0260	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	06/23/2022 08:00 AM	06/24/2022 08:00 AM	06/24/2022 08:00 AM		1.5	20450	SARS-CoV-2 N1	2.301277518	0	280.2738762	4099.150579	SARS-CoV-2 N2	3.452000618	0	322.4126816	6148.876101					Human RNase P	2049.525124	1.150610596	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/12/2022	7.15	7/13/22	NT04473	Halcyon		CP000185	A06	AJ	7/13/22	2108255	Halcyon	E6	EP000187	A06	AJ	7/14/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E6	AP0099	F01	JL	
A01-0125	1.1	G	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/13/2021 12:00 AM	12/14/2021 12:00 AM	12/14/2021 12:00 AM	GG	7.7	12951	SARS-CoV-2 N1	3.63388598	0	35.78905106	6472.859401	SARS-CoV-2 N2	9.085767269	0	33.90405893	16184.02295					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/10/2022	6.9	1/10/22	NT04474	Halcyon		CP0057	A01	AJ	1/10/22	2108255	Halcyon	NAB_20 D1	EP0057	A01	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	NAB_20 D1	AP0032	H01	JL	
E01-0109	1.1	E01-0109	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	05/11/2022 07:40 AM	05/12/2022 07:40 AM	05/12/2022 08:00 AM	TT	2.588	16846	SARS-CoV-2 N1	57.33596802	0	0	102129.693	SARS-CoV-2 N2	37.74212122	0	0	67228.15342					Human RNase P	4976.166822	2.793637514	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/19/2022	6.94	5/19/22	NT04473	Kookaburra		CP000148	A02	AJ	5/19/22	2108255	Halcyon	A2	EP000148	D02	AJ	5/20/22	OneStep RT-ddPCR	Manual	DQ	64464142	QX 200	A2	AP0083	B04	JL	
D01-0178	1.1	G	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	09/28/2022 07:30 AM	09/29/2022 07:30 AM	09/29/2022 07:30 AM		1.25	19293	SARS-CoV-2 N1	122.2754478	0	249.335537	217803.1415	SARS-CoV-2 N2	122.2754478	0	308.6115456	217803.1415	BRSV				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	10/07/2022		10/7/22	NT04455	Halcyon		CP0000254	D06	AJ	10/7/22	2108255	Halcyon	J8	EP000256	C08	AJ	10/17/22	OneStep RT-ddPCR	Manual	DQ		QX 200	J8	AP0124	H04	JL	
P01-0068	1.1	P01-0068	Sample	WWTP	Pleasants	StMarysWWTP-01	Pass	Processing	Complete	Composite	05/12/2022 10:00 AM	05/13/2022 10:00 AM	05/13/2022 10:00 AM		0.242	18346	SARS-CoV-2 N1	5.130704641	0	0	9139.067642	SARS-CoV-2 N2	8.97946775	0	0	15994.67693					Human RNase P	2284.58005	1.282571256	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	05/19/2022	7.13	5/19/22	NT04473	Halcyon		CP000147	D05	AJ	5/19/22	2108255	Halcyon	L7	EP000148	C07	AJ	5/20/22	OneStep RT-ddPCR	Manual	DQ	64464142	QX 200	L7	AP0083	G03	JL	
A02-0154 c	1.1	Ignore	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	08/10/2021 09:00 AM	08/11/2021 09:00 AM	02/23/2021 12:00 PM	EL	12.341	9990	SARS-CoV-2 N1				25452	SARS-CoV-2 N2				8496					Human RNase P	16956		100	PEG Precipitation	6	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/11/2021	7.55															3/15/21	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A06-0017
A02-0500	1.1	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Processing	Composite	05/09/2022 09:00 AM	05/11/2022 09:00 AM	05/11/2022 09:50 AM	GZ			SARS-CoV-2 N1					SARS-CoV-2 N2									None			10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	05/11/2022		5/11/22	NT04473	Kookaburra		CP000141	B04	AJ	5/11/22	2108255	Kookaburra	E2	EP000141	B02	AJ	5/12/22	OneStep RT-ddPCR	CHECK	ABS	XXXXXX	QX 200	E2	AP0079	B02	JL	
A02-0432	1.1	A02-0432	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Complete	Composite	03/30/2022 09:00 AM	04/01/2022 09:00 AM	04/01/2022 09:51 AM	GZ		14237	SARS-CoV-2 N1	0	0	0	0	SARS-CoV-2 N2	1.652752608	0	0	2943.965583	BRSV	0		0	None			10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/04/2022	7	4/5/22	NT04473	Kookaburra		CP0112	A02	JL	4/5/22	2110258	Kookaburra	D2	EP0112	A02	JL	4/6/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	D2	AP0061	D02	JL	
N02-0030	1.1	G	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	01/24/2022 07:00 AM	01/25/2022 07:00 AM	01/25/2022 07:00 AM		11	15093	SARS-CoV-2 N1	110.9474564	0	288.2053566	197625.1566	SARS-CoV-2 N2	99.98569489	0	352.25811	178099.519					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/01/2022	7.24	2/1/22	NT04474	Kookaburra		CP000069	D03	AJ	2/1/22	2108255	Kookaburra	L5	EP000069	C05	AJ	2/7/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	L5	AP0041	D05	JL	
J01-0073	1.1	J01-0073	Sample	WWTP	Preston	AlpineLakeWWTP-01	Pass	Processing	Complete	Composite	06/17/2022 07:30 AM	06/18/2022 07:30 AM	06/20/2022 07:30 AM		0.06	17850	SARS-CoV-2 N1	137.4910545	0	151.5503216	244905.9409	SARS-CoV-2 N2	113.6369514	0	193.5296631	202415.8198					Human RNase P	7044.586362	3.954855502	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/22/2022	7.23	6/22/22	NT04473	Halcyon		CP000173	A01	AJ	6/22/22	2108255	Halcyon	I1	EP000173	G01	AJ	6/23/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I1	AP0093	A07	JL	
N02-0120	1.1	N02-0120	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	06/26/2022 07:00 AM	06/27/2022 07:00 AM	06/27/2022 07:00 AM		5.086	20409	SARS-CoV-2 N1	60.02698898	0	96.67779922	106923.0741	SARS-CoV-2 N2	63.49475861	0	131.5792942	113100.0388					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/30/2022	7.09	6/30/22	NT04473	Kookaburra		CP000179	A04	AJ	6/30/22	2108255	Kookaburra	A4	EP000179	A04	AJ	7/5/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A4	AP0096	D01	JL	
F01-0015	1.1	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/14/2021 10:00 AM	10/15/2021 10:00 AM	10/15/2021 10:15 AM	BP		9768	SARS-CoV-2 N1	82.04295158	0	2152.007294	87170.63606	SARS-CoV-2 N2	84.4603157	0	2493.552246	89739.08544	None				Human RNase P	10239.60695	9.637277126	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/18/2021		10/18/21	NT04474	Halcyon		CP0026	C01	JL	10/18/21	2108255	Halcyon	I1	EP0026	B01	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	I1	AP0014	A05	JL	
C01-0221	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	07/11/2022 07:00 AM	07/12/2022 07:00 AM	07/12/2022 07:00 AM		5.226	15883	SARS-CoV-2 N1	0	0	100	0	SARS-CoV-2 N2	1.481467783	0	100	2638.864489					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/19/2022		7/20/22	NT04473	Kookaburra		CP000190	A04	AJ	7/20/22	2108255	Halcyon	F4	EP000192	A04	AJ	7/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F4	AP0102	D02	JL	
A02-0494	1.1	A02-0494	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	05/04/2022 09:00 AM	05/06/2022 09:00 AM	05/06/2022 10:59 AM	Gz		12513	SARS-CoV-2 N1	314.2349434	0	12.17773438	559730.9929	SARS-CoV-2 N2	243.8302803	0	13.53120446	434322.6868					Human RNase P	3349.591554	1.880472451	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/06/2022	6.83	5/6/22	NT04473	Kookaburra		CP000138	D04	AJ	5/6/22	2108255	Kookaburra	I2	EP000138	C02	AJ	5/9/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I2	AP0077	F02	JL	
A02-0080	1.1	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	09/01/2021 10:59 AM	09/03/2021 10:46 AM	09/03/2021 10:46 AM	EL		14549	SARS-CoV-2 N1	6.469900608	0	1303.838043	6874.269396	SARS-CoV-2 N2	14.55977917	0	1366.207123	15469.76537					Human RNase P	53325.09726	50.18832684	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/03/2021	5.86	9/3/21	NT04155	Halcyon		CP0008	A06	JL	9/3/21	2102028	Halcyon	I6	EP0008	A06	JL	9/9/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	I6	AP0007	C03	JL	
A02-0229	1.1	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	11/17/2021 10:15 AM	11/19/2021 10:15 AM	11/19/2021 11:23 AM	EL		13393	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	21911.3756	12.30112314	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																						7.45	11/19/21	NT04474	Halcyon		CP0038	C04	AJ	11/19/21	2108255	Halcyon	A7	EP0038	B04	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A7	AP0023	H02	JL	
B01-0084	1.1	B01-0084	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	02/15/2022 07:00 AM	02/16/2022 07:00 AM	02/16/2022 07:45 AM		8.365	14906	SARS-CoV-2 N1	159.9730587	0	207.9195595	284952.0108	SARS-CoV-2 N2	175.8712959	0	249.3927956	313270.7459					Human RNase P	19686.78787	11.05223179	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/18/2022	6.66	2/21/22	NT04473	Kookaburra		CP0082	A06	AJ	2/21/22	2108255	Kookaburra	J6	EP0082	A06	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J6	AP0047	E06	JL	
D01-0087	1.1	D01-0087	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	06/13/2022 07:00 AM	06/14/2022 07:00 AM	06/14/2022 07:00 AM		1.32	18367	SARS-CoV-2 N1	155.5223083	0	117.9133224	277024.1117	SARS-CoV-2 N2	155.5223083	0	172.7571106	277024.1117					Human RNase P	4564.060187	2.562279403	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	06/16/2022	7.12	6/17/22	NT04473	Kookaburra		CP000170	C01	AJ	6/17/22	2108255	Halcyon	A5	EP000170	E05	AJ	6/20/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A5	AP0092	E05	JL	
