assay_id	extraction_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_target	assay_target_category	assay_target_genetic_locus	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_calculated_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
N03-0111.a1	N03-0111.e1	AP97	G05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19282	0	6.102184057	
N03-0111.a2	N03-0111.e1	AP97	G05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19282	0	7.322810888	
N03-0111.a3	N03-0111.e1	AP97	G05	5	Human	Internal Control	RNase P	RNA	HEX	19282	0	0	
N03-0112.a1	N03-0112.e1	AP93	H05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18003	0	36.6236949	FLOW ILLEGIBLE
N03-0112.a2	N03-0112.e1	AP93	H05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18003	0	45.78853607	FLOW ILLEGIBLE
N03-0112.a3	N03-0112.e1	AP93	H05	5	Human	Internal Control	RNase P	RNA	HEX	18003	0	1.307007968	FLOW ILLEGIBLE
N03-0113.a1	N03-0113.e1	AP93	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19288	0	8.540843129	
N03-0113.a2	N03-0113.e1	AP93	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19288	0	2.439924479	
N03-0113.a3	N03-0113.e1	AP93	A06	5	Human	Internal Control	RNase P	RNA	HEX	19288	0	1.219930649	
N03-0114.a1	N03-0114.e1	AP99	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18073	0	2.603963315	
N03-0114.a2	N03-0114.e1	AP99	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18073	0	5.208214521	
N03-0114.a3	N03-0114.e1	AP99	F06	5	Human	Internal Control	RNase P	RNA	HEX	18073	0	3.906052709	
N03-0115.a1	N03-0115.e1	AP93	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18186	0	23.30029488	
N03-0115.a2	N03-0115.e1	AP93	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18186	0	23.30029488	
N03-0115.a3	N03-0115.e1	AP93	B06	5	Human	Internal Control	RNase P	RNA	HEX	18186	0	1.293855608	
N03-0116.a1	N03-0116.e1	AP91	C01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20382	0	8.082335591	
N03-0116.a2	N03-0116.e1	AP91	C01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20382	0	9.237181544	
N03-0116.a3	N03-0116.e1	AP91	C01	5	Human	Internal Control	RNase P	RNA	HEX	20382	0	1.154449508	
N03-0117.a1	N03-0117.e1	AP95	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16662	0	0	
N03-0117.a2	N03-0117.e1	AP95	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16662	0	0	
N03-0117.a2.a1	N03-0117.e1	AP98	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19891	0	21.30215406	
N03-0117.a2.a2	N03-0117.e1	AP98	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19891	0	14.19929266	
N03-0117.a2.a3	N03-0117.e1	AP98	E03	5	Human	Internal Control	RNase P	RNA	HEX	19891	0	1.182947159	
N03-0117.a3	N03-0117.e1	AP95	E03	5	Human	Internal Control	RNase P	RNA	HEX	16662	0	0	
N03-0118.a1	N03-0118.e1	AP99	G06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18960	0	11.17167592	
N03-0118.a2	N03-0118.e1	AP99	G06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18960	0	8.688623309	
N03-0118.a3	N03-0118.e1	AP99	G06	5	Human	Internal Control	RNase P	RNA	HEX	18960	0	1.241035461	
N03-0119.a1	N03-0119.e1	AP95	F03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16570	0	0	
N03-0119.a2	N03-0119.e1	AP95	F03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16570	0	0	
N03-0119.a2.a1	N03-0119.e1	AP98	F03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18867	0	14.97020125	
N03-0119.a2.a2	N03-0119.e1	AP98	F03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18867	0	9.979075193	
N03-0119.a2.a3	N03-0119.e1	AP98	F03	5	Human	Internal Control	RNase P	RNA	HEX	18867	0	4.989008605	
N03-0119.a3	N03-0119.e1	AP95	F03	5	Human	Internal Control	RNase P	RNA	HEX	16570	0	1.420043558	
N03-0120.a1	N03-0120.e1	AP91	D01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18084	0	59.9276638	
N03-0120.a2	N03-0120.e1	AP91	D01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18084	0	53.40638638	
N03-0120.a3	N03-0120.e1	AP91	D01	5	Human	Internal Control	RNase P	RNA	HEX	18084	0	1.3011536	
N03-0121.a1	N03-0121.e1	AP93	C06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18926	0	133.4033012	
N03-0121.a2	N03-0121.e1	AP93	C06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18926	0	134.6536255	
N03-0121.a3	N03-0121.e1	AP93	C06	5	Human	Internal Control	RNase P	RNA	HEX	18926	0	0	
N03-0122.a1	N03-0122.e1	AP91	E01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19478	0	24.17240143	
N03-0122.a2	N03-0122.e1	AP91	E01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19478	0	25.38167	
N03-0122.a3	N03-0122.e1	AP91	E01	5	Human	Internal Control	RNase P	RNA	HEX	19478	0	0	
N03-0123.a1	N03-0123.e1	AP91	F01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19623	0	92.510252	
N03-0123.a2	N03-0123.e1	AP91	F01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19623	0	100.9383392	
N03-0123.a3	N03-0123.e1	AP91	F01	5	Human	Internal Control	RNase P	RNA	HEX	19623	0	0	
N03-0124.a1	N03-0124.e1	AP93	D06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19373	0	104.6835423	
N03-0124.a2	N03-0124.e1	AP93	D06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19373	0	97.3649025	
N03-0124.a3	N03-0124.e1	AP93	D06	5	Human	Internal Control	RNase P	RNA	HEX	19373	0	0	
N03-0125.a1	N03-0125.e1	AP93	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20021	0	21.16377354	
N03-0125.a2	N03-0125.e1	AP93	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20021	0	29.3992734	
N03-0125.a3	N03-0125.e1	AP93	E06	5	Human	Internal Control	RNase P	RNA	HEX	20021	0	0	
O01-0001.a1	O01-0001.e1	AP72	D01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17644	0	2.667280138	
O01-0001.a2	O01-0001.e1	AP72	D01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17644	0	2.667280138	
O01-0001.a3	O01-0001.e1	AP72	D01	5	Human	Internal Control	RNase P	RNA	HEX	17644	0	0	
O01-0002.a1	O01-0002.e1	AP68	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17403	0	4.05644536	
O01-0002.a2	O01-0002.e1	AP68	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17403	0	4.05644536	
O01-0002.a3	O01-0002.e1	AP68	E06	5	Human	Internal Control	RNase P	RNA	HEX	17403	0	0	
O01-0003.a1	O01-0003.e1	AP64	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13131	0	0	
O01-0003.a2	O01-0003.e1	AP64	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13131	0	0	
O01-0003.a3	O01-0003.e1	AP64	E03	5	Human	Internal Control	RNase P	RNA	HEX	13131	0	0	
O01-0004.a1	O01-0004.e1	AP62	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15066	0	0	
O01-0004.a2	O01-0004.e1	AP62	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15066	0	4.685733914	
O01-0005.a1	O01-0005.e1	AP59	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13760	0	0	
O01-0005.a2	O01-0005.e1	AP59	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13760	0	0	
O01-0005.a3	O01-0005.e1	AP59	C07	5	Human	Internal Control	RNase P	RNA	HEX	13760	0	0	
O01-0006.a1	O01-0006.e1	AP59	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14590	0	0	
O01-0006.a2	O01-0006.e1	AP59	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14590	0	1.612763405	
O01-0006.a3	O01-0006.e1	AP59	F06	5	Human	Internal Control	RNase P	RNA	HEX	14590	0	0	
O01-0007.a1	O01-0007.e1	AP72	D02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15561	0	3.024346232	
O01-0007.a2	O01-0007.e1	AP72	D02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15561	0	4.536664784	
O01-0007.a3	O01-0007.e1	AP72	D02	5	Human	Internal Control	RNase P	RNA	HEX	15561	0	0	
O01-0008.a1	O01-0008.e1	AP68	E08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19424	0	3.634353876	
O01-0008.a2	O01-0008.e1	AP68	E08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19424	0	2.422840148	
O01-0008.a3	O01-0008.e1	AP68	E08	5	Human	Internal Control	RNase P	RNA	HEX	19424	0	0	
O01-0009.a1	O01-0009.e1	AP64	E01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13790	0	0	
O01-0009.a2	O01-0009.e1	AP64	E01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13790	0	0	
O01-0009.a3	O01-0009.e1	AP64	E01	5	Human	Internal Control	RNase P	RNA	HEX	13790	0	0	
O01-0010.a1	O01-0010.e1	AP64	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13418	0	0	
O01-0010.a2	O01-0010.e1	AP64	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13418	0	0	
O01-0010.a3	O01-0010.e1	AP64	E06	5	Human	Internal Control	RNase P	RNA	HEX	13418	0	1.753636003	
O01-0011.a1	O01-0011.e1	AP62	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14837	0	12.69030571	
O01-0011.a2	O01-0011.e1	AP62	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14837	0	4.758062363	
O01-0012.a1	O01-0012.e1	AP59	F07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14918	0	9.465401769	
O01-0012.a2	O01-0012.e1	AP59	F07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14918	0	0	
O01-0012.a3	O01-0012.e1	AP59	F07	5	Human	Internal Control	RNase P	RNA	HEX	14918	0	0	
O01-0013.a1	O01-0013.e1	AP57	F02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12773	0	1.842193156	
O01-0013.a2	O01-0013.e1	AP57	F02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12773	0	1.842193156	
O01-0013.a3	O01-0013.e1	AP57	F02	5	Human	Internal Control	RNase P	RNA	HEX	12773	0	0	
O01-0014.a1	O01-0014.e1	AP68	E07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18827	0	6.249677539	
O01-0014.a2	O01-0014.e1	AP68	E07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18827	0	10.00028133	
O01-0014.a3	O01-0014.e1	AP68	E07	5	Human	Internal Control	RNase P	RNA	HEX	18827	0	1.249802783	
O01-0015.a1	O01-0015.e1	AP68	F01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14445	0	6.516488791	
O01-0015.a2	O01-0015.e1	AP68	F01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14445	0	9.775410295	
O01-0015.a3	O01-0015.e1	AP68	F01	5	Human	Internal Control	RNase P	RNA	HEX	14445	0	1.628953069	
O01-0016.a1	O01-0016.e1	AP64	E02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14764	0	4.781590998	
O01-0016.a2	O01-0016.e1	AP64	E02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14764	0	4.781590998	
O01-0016.a3	O01-0016.e1	AP64	E02	5	Human	Internal Control	RNase P	RNA	HEX	14764	0	1.593755633	
O01-0017.a1	O01-0017.e1	AP62	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14836	0	6.344724894	
O01-0017.a2	O01-0017.e1	AP62	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14836	0	3.172148466	
O01-0018.a1	O01-0018.e1	AP59	F08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14535	0	4.856932759	
O01-0018.a2	O01-0018.e1	AP59	F08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14535	0	1.618866324	
O01-0018.a3	O01-0018.e1	AP59	F08	5	Human	Internal Control	RNase P	RNA	HEX	14535	0	0	
O01-0019.a1	O01-0019.e1	AP57	F03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12918	0	0	
O01-0019.a2	O01-0019.e1	AP57	F03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12918	0	0	
O01-0019.a3	O01-0019.e1	AP57	F03	5	Human	Internal Control	RNase P	RNA	HEX	12918	0	0	
O01-0020.a1	O01-0020.e1	AP68	F02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15190	0	1.549057662	
O01-0020.a2	O01-0020.e1	AP68	F02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15190	0	1.549057662	
O01-0020.a3	O01-0020.e1	AP68	F02	5	Human	Internal Control	RNase P	RNA	HEX	15190	0	0	
O01-0021.a1	O01-0021.e1	AP64	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14199	0	1.657175869	
O01-0021.a2	O01-0021.e1	AP64	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14199	0	0	
O01-0021.a3	O01-0021.e1	AP64	E05	5	Human	Internal Control	RNase P	RNA	HEX	14199	0	0	
O01-0022.a1	O01-0022.e1	AP62	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15523	0	1.515826136	
O01-0022.a2	O01-0022.e1	AP62	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15523	0	0	
O01-0023.a1	O01-0023.e1	AP62	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14810	0	0	
O01-0023.a2	O01-0023.e1	AP62	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14810	0	1.588805318	
O01-0024.a1	O01-0024.e1	AP59	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13577	0	0	
O01-0024.a2	O01-0024.e1	AP59	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13577	0	1.733098477	
O01-0024.a3	O01-0024.e1	AP59	C08	5	Human	Internal Control	RNase P	RNA	HEX	13577	0	1.733098477	
O01-0025.a1	O01-0025.e1	AP57	F04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13905	0	37.25688457	
O01-0025.a2	O01-0025.e1	AP57	F04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13905	0	28.78422976	
O01-0025.a3	O01-0025.e1	AP57	F04	5	Human	Internal Control	RNase P	RNA	HEX	13905	0	1.692215502	
O01-0026.a1	O01-0026.e1	AP46	D04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16690	0	49.3944931	
O01-0026.a2	O01-0026.e1	AP46	D04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16690	0	39.50729847	
O01-0026.a3	O01-0026.e1	AP46	D04	5	Human	Internal Control	RNase P	RNA	HEX	16690	0	4.229753017	
O01-0027.a1	O01-0027.e1	AP49	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14086	0	5.011767149	
O01-0027.a2	O01-0027.e1	AP49	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14086	0	5.011767149	
O01-0027.a3	O01-0027.e1	AP49	E03	5	Human	Internal Control	RNase P	RNA	HEX	14086	0	0	
O01-0028.a1	O01-0028.e1	AP50	D08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15585	0	18.123945	
O01-0028.a2	O01-0028.e1	AP50	D08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15585	0	16.61308408	
O01-0028.a3	O01-0028.e1	AP50	D08	5	Human	Internal Control	RNase P	RNA	HEX	15585	0	0	
O01-0029.a1	O01-0029.e1	AP55	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12737	0	7.390471101	
O01-0029.a2	O01-0029.e1	AP55	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12737	0	3.694945276	
O01-0029.a3	O01-0029.e1	AP55	B03	5	Human	Internal Control	RNase P	RNA	HEX	12737	0	0	
O01-0030.a1	O01-0030.e1	AP57	F01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14700	0	3.201498389	
O01-0030.a2	O01-0030.e1	AP57	F01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14700	0	1.600694805	
O01-0030.a3	O01-0030.e1	AP57	F01	5	Human	Internal Control	RNase P	RNA	HEX	14700	0	0	
O01-0031.a1	O01-0031.e1	AP47	G02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14554	0	25.8813858	
O01-0031.a2	O01-0031.e1	AP47	G02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14554	0	25.8813858	
O01-0031.a3	O01-0031.e1	AP47	G02	5	Human	Internal Control	RNase P	RNA	HEX	14554	0	1.616752893	
O01-0032.a1	O01-0032.e1	AP50	D06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14504	0	27.59477377	
O01-0032.a2	O01-0032.e1	AP50	D06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14504	0	32.46779919	
O01-0032.a3	O01-0032.e1	AP50	D06	5	Human	Internal Control	RNase P	RNA	HEX	14504	0	0	
O01-0033.a1	O01-0033.e1	AP55	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11421	0	4.120737612	
O01-0033.a2	O01-0033.e1	AP55	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11421	0	8.242197037	
O01-0033.a3	O01-0033.e1	AP55	B04	5	Human	Internal Control	RNase P	RNA	HEX	11421	0	0	
O01-0034.a1	O01-0034.e1	AP55	B05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10594	0	2.221117914	
O01-0034.a2	O01-0034.e1	AP55	B05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10594	0	4.442445338	
O01-0034.a3	O01-0034.e1	AP55	B05	5	Human	Internal Control	RNase P	RNA	HEX	10594	0	0	
O01-0035.a1	O01-0035.e1	AP57	B08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12819	0	3.671307862	
O01-0035.a2	O01-0035.e1	AP57	B08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12819	0	3.671307862	
O01-0035.a3	O01-0035.e1	AP57	B08	5	Human	Internal Control	RNase P	RNA	HEX	12819	0	0	
O01-0036.a1	O01-0036.e1	AP46	D05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13743	0	20.55419207	
O01-0036.a2	O01-0036.e1	AP46	D05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13743	0	20.55419207	
O01-0036.a3	O01-0036.e1	AP46	D05	5	Human	Internal Control	RNase P	RNA	HEX	13743	0	1.712163836	
O01-0037.a1	O01-0037.e1	AP49	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13731	0	22.28732347	
O01-0037.a2	O01-0037.e1	AP49	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13731	0	10.28383374	
O01-0037.a3	O01-0037.e1	AP49	E04	5	Human	Internal Control	RNase P	RNA	HEX	13731	0	0	
O01-0038.a1	O01-0038.e1	AP53	D05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14048	0	3.350097835	
O01-0038.a2	O01-0038.e1	AP53	D05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14048	0	1.674989313	
O01-0038.a3	O01-0038.e1	AP53	D05	5	Human	Internal Control	RNase P	RNA	HEX	14048	0	1.674989313	
O01-0039.a1	O01-0039.e1	AP55	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13035	0	10.83306313	
O01-0039.a2	O01-0039.e1	AP55	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13035	0	12.63905764	
O01-0039.a3	O01-0039.e1	AP55	B06	5	Human	Internal Control	RNase P	RNA	HEX	13035	0	0	
O01-0040.a1	O01-0040.e1	AP55	B07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12552	0	3.749408424	
O01-0040.a2	O01-0040.e1	AP55	B07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12552	0	5.6243366	
O01-0040.a3	O01-0040.e1	AP55	B07	5	Human	Internal Control	RNase P	RNA	HEX	12552	0	0	
O01-0041.a1	O01-0041.e1	AP47	G03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12206	0	0	
O01-0041.a2	O01-0041.e1	AP47	G03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12206	0	0	
O01-0041.a3	O01-0041.e1	AP47	G03	5	Human	Internal Control	RNase P	RNA	HEX	12206	0	0	
O01-0042.a1	O01-0042.e1	AP49	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15823	0	93.87042999	
O01-0042.a2	O01-0042.e1	AP49	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15823	0	53.59437943	
O01-0042.a3	O01-0042.e1	AP49	E05	5	Human	Internal Control	RNase P	RNA	HEX	15823	0	8.923923373	
O01-0043.a1	O01-0043.e1	AP53	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17034	0	4.14432615	
O01-0043.a2	O01-0043.e1	AP53	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17034	0	9.671230316	
O01-0043.a3	O01-0043.e1	AP53	C08	5	Human	Internal Control	RNase P	RNA	HEX	17034	0	0	
O01-0044.a1	O01-0044.e1	AP53	D06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13967	0	11.7954576	
O01-0044.a2	O01-0044.e1	AP53	D06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13967	0	6.739537716	
O01-0044.a3	O01-0044.e1	AP53	D06	5	Human	Internal Control	RNase P	RNA	HEX	13967	0	0	
O01-0045.a1	O01-0045.e1	AP53	D07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15292	0	32.334373	
O01-0045.a2	O01-0045.e1	AP53	D07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15292	0	7.694630623	
O01-0045.a3	O01-0045.e1	AP53	D07	5	Human	Internal Control	RNase P	RNA	HEX	15292	0	4.616476595	
O01-0046.a1	O01-0046.e1	AP46	D06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15326	0	15.35762191	
O01-0046.a2	O01-0046.e1	AP46	D06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15326	0	10.74928284	
O01-0046.a3	O01-0046.e1	AP46	D06	5	Human	Internal Control	RNase P	RNA	HEX	15326	0	0	
O01-0047.a1	O01-0047.e1	AP47	G04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17649	0	6.666877866	
O01-0047.a2	O01-0047.e1	AP47	G04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17649	0	6.666877866	
O01-0047.a3	O01-0047.e1	AP47	G04	5	Human	Internal Control	RNase P	RNA	HEX	17649	0	0	
O01-0048.a1	O01-0048.e1	AP50	D05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16576	0	24.1436553	
O01-0048.a2	O01-0048.e1	AP50	D05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16576	0	36.93562746	
O01-0048.a3	O01-0048.e1	AP50	D05	5	Human	Internal Control	RNase P	RNA	HEX	16576	0	1.419529617	
O01-0049.a1	O01-0049.e1	AP50	D07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16919	0	13.91120434	
O01-0049.a2	O01-0049.e1	AP50	D07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16919	0	11.12830639	
O01-0049.a3	O01-0049.e1	AP50	D07	5	Human	Internal Control	RNase P	RNA	HEX	16919	0	2.781583071	
O01-0050.a1	O01-0050.e1	AP53	D08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16784	0	2.80395776	
O01-0050.a2	O01-0050.e1	AP53	D08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16784	0	5.608249903	
O01-0050.a3	O01-0050.e1	AP53	D08	5	Human	Internal Control	RNase P	RNA	HEX	16784	0	1.401937157	
O01-0051.a1	O01-0051.e1	AP85	C01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	19214	0	33.08737993	
O01-0051.a2	O01-0051.e1	AP85	C01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	19214	0	39.21977997	
O01-0051.a3	O01-0051.e1	AP85	C01	5	Human	Internal Control	RNase P	RNA	HEX	19214	0	1.224629059	
O01-0052.a1	O01-0052.e1	AP76	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13678	0	0	
O01-0052.a2	O01-0052.e1	AP76	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13678	0	1.720300466	
O01-0053.a1	O01-0053.e1	AP72	D03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17350	0	8.138379455	
O01-0053.a2	O01-0053.e1	AP72	D03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17350	0	12.20862508	
O01-0053.a3	O01-0053.e1	AP72	D03	5	Human	Internal Control	RNase P	RNA	HEX	17350	0	0	
O01-0054.a1	O01-0054.e1	AP82	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20031	0	10.57422519	
O01-0054.a2	O01-0054.e1	AP82	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20031	0	10.57422519	
O01-0054.a3	O01-0054.e1	AP82	A04	5	Human	Internal Control	RNase P	RNA	HEX	20031	0	1.174679175	
O01-0055.a1	O01-0055.e1	AP88	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17104	0	8.255451322	
O01-0055.a2	O01-0055.e1	AP88	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17104	0	11.00791216	
O01-0055.a3	O01-0055.e1	AP88	E05	5	Human	Internal Control	RNase P	RNA	HEX	17104	0	0	
O01-0056.a1	O01-0056.e1	AP76	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15885	0	4.444123507	
O01-0056.a2	O01-0056.e1	AP76	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15885	0	8.889086246	
O01-0057.a1	O01-0057.e1	AP72	D04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16609	0	1.416708976	
