Asset Tag ID,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type,Site,Location,Category,Department
R02-0515,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,Pass,8.12,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0519,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,,Pass,4.12,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0523,Composite,,02/17/2025 08:00 AM,02/16/2025 08:00 AM,02/17/2025 08:00 AM,AJ,02/20/2025,,,Pass,4.62,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0525,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,02/27/2025,,,Pass,3.2,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0529,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,,Pass,2.82,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0528,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/13/2025,,,Pass,3.56,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0527,Composite,,03/17/2025 08:00 AM,03/16/2025 08:00 AM,03/17/2025 08:00 AM,AJ,03/20/2025,,,Pass,2.82,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0526,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,,Pass,2.36,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0530,Composite,,03/31/2025 08:00 AM,03/30/2025 08:00 AM,03/31/2025 08:00 AM,AJ,04/03/2025,,,Pass,4.24,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0531,Composite,,04/07/2025 08:00 AM,04/06/2025 08:00 AM,04/07/2025 08:00 AM,AJ,04/11/2025,,,Pass,3.95,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0536,Composite,,04/14/2025 08:00 AM,04/13/2025 08:00 AM,04/14/2025 08:00 AM,AJ,04/17/2025,,,Pass,3.97,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0537,Composite,,04/21/2025 08:00 AM,04/20/2025 07:00 AM,04/21/2025 07:00 AM,AJ,04/24/2025,,,Pass,3.65,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0534,Composite,,04/28/2025 08:00 AM,04/27/2025 08:00 AM,04/28/2025 08:00 AM,AJ,05/01/2025,,,Pass,4.72,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0539,Composite,,05/05/2025 08:00 AM,05/04/2025 08:00 AM,05/05/2025 08:00 AM,AJ,05/08/2025,,,Pass,6.7,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0533,Composite,,05/12/2025 08:00 AM,05/11/2025 08:00 AM,05/12/2025 08:00 AM,AJ,05/15/2025,,,Pass,3.88,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0538,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,,Pass,3.85,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0532,Composite,,05/27/2025 08:00 AM,05/26/2025 08:00 AM,05/27/2025 08:00 AM,BB,05/29/2025,,,Fail: Missing Required Data,,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0535,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/04/2025,,,Pass,4.69,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0545,Composite,,06/09/2025 08:00 AM,06/08/2025 08:00 AM,06/09/2025 08:00 AM,ID,06/10/2025,,,Pass,6.21,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0547,Composite,,06/16/2025 08:00 AM,06/15/2025 08:00 AM,06/16/2025 08:00 AM,AJ,06/19/2025,,,Pass,3.895,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0544,Composite,,06/23/2025 08:00 AM,06/22/2025 08:00 AM,06/23/2025 08:00 AM,AJ,06/26/2025,,,Pass,3.55,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0543,Composite,,06/30/2025 08:00 AM,06/29/2025 08:00 AM,06/30/2025 08:00 AM,AJ,07/02/2025,,,Pass,3.01,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0548,Composite,,07/07/2025 08:00 AM,07/06/2025 08:00 AM,07/07/2025 08:00 AM,AJ,07/09/2025,,,Pass,3.42,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0541,Composite,,07/14/2025 08:00 AM,07/13/2025 08:00 AM,07/14/2025 08:00 AM,BB,07/16/2025,,"last digit of sample flow smeared (hundredths place), think it was 1 ",Pass,1.81,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0549,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,AJ,07/22/2025,,,Pass,8.60,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0540,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,ID,07/30/2025,,,Pass,1.88,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0546,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,,Pass,1.27,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0542,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,,Pass,1.86,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0555,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,,Pass,1.67,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0524,Composite,,08/25/2025 08:00 AM,08/24/2025 08:00 AM,08/25/2025 08:00 AM,AJ,08/28/2025,,,Pass,1.76,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0559,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/04/2025,,,Pass,1.57,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0554,Composite,,09/08/2025 08:05 AM,09/07/2025 08:00 AM,09/08/2025 08:00 AM,LS,09/11/2025,,,Pass,3.73,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0550,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,,Pass,1.58,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0556,Composite,,09/22/2025 08:05 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,,Pass,2.08,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0553,Composite,,09/29/2025 08:00 AM,09/28/2025 08:00 AM,09/29/2025 08:00 AM,LS,10/02/2025,,,Pass,0.1,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0551,Composite,,10/06/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,,Pass,0.08,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0560,Composite,,10/13/2025 08:00 AM,10/12/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,,Pass,0.15,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0557,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,,Pass,1.59,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0552,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,,Pass,1.69,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-0558,Composite,,11/10/2025 08:00 AM,11/09/2025 08:00 AM,11/10/2025 08:00 AM,LS,11/13/2025,,,Pass,1.93,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1000,Composite,,11/17/2025 08:00 AM,11/16/2025 08:00 AM,11/17/2025 08:00 AM,LS,11/20/2025,,,Pass,2.57,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1001,Composite,,11/25/2025 08:00 AM,11/24/2025 08:00 AM,11/25/2025 08:00 AM,LS,11/26/2025,,Unreadable flow,Pass,2.68,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1002,Composite,,12/01/2025 08:00 AM,11/30/2025 08:00 AM,12/01/2025 08:00 AM,AJ,12/04/2025,,,Pass,2.19,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1003,Composite,,12/08/2025 08:00 AM,12/07/2025 08:00 AM,12/08/2025 08:00 AM,LS,12/11/2025,,,Pass,2.1,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1004,Composite,,12/15/2025 08:00 AM,12/14/2025 08:00 AM,12/15/2025 08:00 AM,LS,12/18/2025,,,Pass,2.15,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1005,Composite,,12/29/2025 08:00 AM,12/28/2025 08:00 AM,12/29/2025 08:00 AM,LS,01/15/2026,,,Pass,3.12,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1006,Composite,,12/22/2025 08:00 AM,12/21/2025 08:00 AM,12/22/2025 08:00 AM,LS,01/15/2026,,,Pass,2.78,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1007,Composite,,01/05/2026 08:00 AM,01/04/2026 08:00 AM,01/05/2026 08:00 AM,LS,01/15/2026,,,Pass,2.75,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1008,Composite,,01/12/2026 08:00 AM,01/11/2026 08:00 AM,01/12/2026 08:00 AM,LS,01/15/2026,,,Pass,4.45,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1009,Composite,,01/20/2026 08:00 AM,01/19/2026 08:00 AM,01/20/2026 08:00 AM,LS,01/29/2026,,,Pass,2.48,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1010,Composite,,01/27/2026 08:00 AM,01/26/2026 08:00 AM,01/27/2026 08:00 AM,LS,01/29/2026,,,Pass,2.55,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1011,Composite,,02/02/2026 08:00 AM,02/01/2026 08:00 AM,02/02/2026 08:00 AM,LS,02/05/2026,,,Pass,2.57,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1012,Composite,,02/09/2026 08:00 AM,02/08/2026 08:00 AM,02/09/2026 08:00 AM,LS,02/12/2026,,,Pass,2.1,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
R02-1013,Composite,,02/16/2026 08:00 AM,02/15/2026 08:00 AM,02/16/2026 08:00 AM,LS,02/19/2026,,,Pass,2.5,Routine Surveillance,Randolph,ElkinsWWTP-01,Sample,WWTP
Q01-0081,,,,,,,,,NO SAMPLE CLOGGED PROB,Fail: Volume Below Min,,,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0518,Composite,,08/05/2024 08:00 AM,08/04/2024 08:00 AM,08/05/2024 08:00 AM,AJ,08/07/2024,,,Pass,0.233,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0517,,,,,,AJ,08/20/2024,,MISSING COMP LABEL,Fail: Missing Required Data,,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0516,Composite,,08/19/2024 08:00 AM,08/18/2024 08:00 AM,08/19/2024 08:00 AM,AJ,08/20/2024,,,Pass,0.394,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0515,Composite,,08/26/2024 08:00 AM,08/25/2024 08:00 AM,08/26/2024 08:00 AM,AJ,09/04/2024,,SAT AT ROOM TEMP FOR 3 DAYS,Fail: Temperature Above Threshold,0.232,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0520,Composite,,09/02/2024 08:00 AM,09/01/2024 08:00 AM,09/02/2024 08:00 AM,AJ,09/09/2024,,,Pass,0.2416,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0521,Composite,,09/09/2024 08:00 AM,09/08/2024 08:00 AM,09/09/2024 08:00 AM,AJ,09/11/2024,,,Pass,0.222,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0522,Composite,,09/16/2024 08:00 AM,09/15/2024 08:00 AM,09/16/2024 08:00 AM,AJ,09/19/2024,,,Pass,0.221,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0523,Composite,,09/23/2024 08:00 AM,09/22/2024 08:00 AM,09/23/2024 08:00 AM,AJ,09/25/2024,,,Pass,0.234,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0580,Composite,,09/30/2024 08:00 AM,09/29/2024 08:00 AM,09/30/2024 08:00 AM,AJ,10/02/2024,,,Pass,0.350,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0581,Composite,,10/07/2024 08:00 AM,10/06/2024 08:00 AM,10/07/2024 08:00 AM,AJ,10/10/2024,,,Pass,0.246,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0582,Composite,,10/14/2024 08:00 AM,10/13/2024 08:00 AM,10/14/2024 08:00 AM,AJ,10/16/2024,,,Pass,0.229,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0583,Composite,,10/21/2024 08:00 AM,10/20/2024 08:00 AM,10/21/2024 08:00 AM,AJ,10/22/2024,,,Pass,0.244,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0584,Composite,,10/28/2024 08:00 AM,10/27/2024 08:00 AM,10/28/2024 08:00 AM,AJ,10/30/2024,,,Pass,0.235,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0589,Composite,,11/04/2024 08:00 AM,11/03/2024 08:00 AM,11/04/2024 08:00 AM,AJ,11/07/2024,,,Pass,0.266,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0585,Composite,,11/12/2024 08:00 AM,11/11/2024 08:00 AM,11/12/2024 08:00 AM,AJ,11/14/2024,,,Pass,0.232,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0586,Composite,,11/18/2024 08:00 AM,11/17/2024 08:00 AM,11/18/2024 08:00 AM,AJ,11/21/2024,,,Pass,0.277,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0587,Composite,,11/25/2024 08:00 AM,11/24/2024 08:00 AM,11/25/2024 08:00 AM,AJ,12/02/2024,,,Pass,0.342,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0590,Composite,,12/02/2024 08:00 AM,12/01/2024 08:00 AM,12/02/2024 08:00 AM,AJ,12/05/2024,,,Pass,0.3340,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0591,Composite,,12/09/2024 08:00 AM,12/08/2024 08:00 AM,12/09/2024 08:00 AM,AJ,12/11/2024,,,Pass,0.419,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0588,Composite,,12/16/2024 08:00 AM,12/15/2024 08:00 AM,12/16/2024 08:00 AM,AJ,01/16/2025,,,Pass,0.779,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0594,Composite,,01/06/2025 08:00 AM,01/05/2025 08:00 AM,01/06/2025 08:00 AM,AJ,01/16/2025,,,Pass,0.666,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0593,Composite,,12/30/2024 08:00 AM,12/29/2024 08:00 AM,12/30/2024 08:00 AM,AJ,01/16/2025,,,Pass,0.548,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0592,Composite,,12/23/2024 08:00 AM,12/22/2024 08:00 AM,12/23/2024 08:00 AM,AJ,01/16/2025,,,Pass,0.489,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0595,Composite,,01/13/2025 08:00 AM,01/12/2025 08:00 AM,01/13/2025 08:00 AM,AJ,01/16/2025,,,Pass,0.468,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0596,Composite,,01/21/2025 08:00 AM,01/20/2025 08:00 AM,01/21/2025 08:00 AM,AJ,01/23/2025,,,Pass,0.720,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0597,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,,Pass,0.421,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0598,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,Pass,0.766,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0600,Composite,,02/17/2025 08:00 AM,02/16/2025 08:00 AM,02/17/2025 08:00 AM,AJ,02/20/2025,,,Pass,0.980,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0599,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/20/2025,,,Fail: Arrived Frozen,1.18,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0604,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,,Fail: Missing Required Data,,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0601,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,03/06/2025,,,Pass,0.547,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0603,Composite,,03/17/2025 08:00 AM,03/16/2025 08:00 AM,03/17/2025 08:00 AM,AJ,03/20/2025,,,Pass,0.450,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0602,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/20/2025,,,Pass,0.370,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0605,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,,Pass,0.407,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0606,Composite,,03/31/2025 08:00 AM,03/30/2025 08:00 AM,03/31/2025 08:00 AM,AJ,04/11/2025,,,Pass,0.417,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0607,Composite,,04/07/2025 08:00 AM,04/06/2025 08:00 AM,04/07/2025 08:00 AM,AJ,04/11/2025,,,Pass,1.221,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0608,Composite,,04/14/2025 08:00 AM,04/13/2025 08:00 AM,04/14/2025 08:00 AM,AJ,04/24/2025,,,Pass,0.443,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0609,Composite,,04/21/2025 08:00 AM,04/20/2025 08:00 AM,04/21/2025 08:00 AM,AJ,04/24/2025,,,Pass,0.322,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0610,Composite,,04/28/2025 08:00 AM,04/27/2025 08:00 AM,04/28/2025 08:00 AM,AJ,05/08/2025,,,Pass,0.342,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0611,Composite,,05/05/2025 08:00 AM,05/04/2025 08:00 AM,05/05/2025 08:00 AM,AJ,05/15/2025,,,Pass,0.421,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0612,Composite,,05/12/2025 08:00 AM,05/11/2025 08:00 AM,05/12/2025 08:00 AM,AJ,05/15/2025,,,Pass,0.341,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0615,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,ID,06/10/2025,,,Pass,0.401,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0614,Composite,,05/27/2025 08:00 AM,05/26/2025 08:00 AM,05/27/2025 08:00 AM,ID,06/10/2025,,,Pass,0.341,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0613,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,ID,06/10/2025,,,Pass,0.665,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0616,Composite,,06/09/2025 08:00 AM,06/08/2025 09:00 AM,06/09/2025 08:00 AM,AJ,06/19/2025,,,Pass,0.763,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0617,Composite,,06/16/2025 08:00 AM,06/15/2025 08:00 AM,06/16/2025 08:00 AM,AJ,06/26/2025,,,Pass,0.722,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0619,Composite,,07/07/2025 08:00 AM,07/06/2025 08:00 AM,07/07/2025 08:00 AM,AJ,07/09/2025,,,Pass,0.350,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0618,Composite,,06/30/2025 08:00 AM,06/29/2025 08:00 AM,06/30/2025 08:00 AM,AJ,07/09/2025,,,Pass,0.392,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0620,Composite,,07/13/2025 08:00 AM,07/10/2025 08:00 AM,07/13/2025 08:00 AM,BB,07/17/2025,,SAMPLE NOT COLLECTED OVER 24 HOURS,Pass,0.473,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0621,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,ID,07/28/2025,,,Pass,1.05,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0622,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,ID,07/30/2025,,,Pass,0.712,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0623,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,Has start time as 8/1 (probably meant 8/3),Pass,0.308,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0625,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,LEFT IN OFFICE OVERNIGHT,Pass,0.229,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0626,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,,Pass,0.320,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0627,Composite,,08/25/2025 08:00 AM,08/24/2025 08:00 AM,08/25/2025 08:00 AM,AJ,09/04/2025,,,Pass,0.276,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0630,Composite,,09/08/2025 08:00 AM,09/07/2025 08:00 AM,09/08/2025 08:00 AM,LS,09/11/2025,,,Pass,0.214,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0628,Composite,,09/01/2025 08:00 AM,08/27/2025 08:00 AM,09/01/2025 08:00 AM,LS,09/11/2025,,,Pass,0.23,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0631,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,,Pass,0.243,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0632,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,,Pass,0.242,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0633,Composite,,09/29/2025 08:00 AM,09/28/2025 08:00 AM,09/29/2025 08:00 AM,LS,10/02/2025,,,Pass,0.265,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0634,Composite,,10/06/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,,Pass,0.271,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0635,Composite,,10/13/2025 08:00 AM,10/08/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,,Pass,0.269,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0636,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,,Fail: Missing Required Data,,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0638,Composite,,10/20/2025 10:00 AM,10/19/2025 10:00 AM,10/20/2025 10:00 AM,AJ,10/30/2025,,,Fail: Missing Required Data,,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0637,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/13/2025,,,Pass,0.271,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-0639,Composite,,11/10/2025 08:00 AM,11/09/2025 08:00 AM,11/10/2025 08:00 AM,LS,11/13/2025,,,Pass,0.39,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1000,Composite,,11/17/2025 08:00 AM,11/16/2025 08:00 AM,11/17/2025 08:00 AM,LS,11/26/2025,,,Pass,0.448,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1001,Composite,,11/24/2025 12:00 AM,11/19/2025 12:00 AM,11/24/2025 12:00 AM,LS,11/26/2025,,,Fail: Missing Required Data,0.25,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1002,Composite,,12/01/2025 08:00 AM,11/30/2025 08:00 AM,12/01/2025 08:00 AM,AJ,12/04/2025,,,Pass,0.278,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1003,Composite,,12/08/2025 08:00 AM,12/07/2025 08:00 AM,12/08/2025 08:00 AM,LS,12/11/2025,,,Pass,0.315,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1004,Composite,,12/16/2025 12:00 AM,12/11/2025 12:00 AM,12/15/2025 12:00 AM,LS,12/18/2025,,,Pass,0.40,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
Q01-1005,Composite,,12/27/2025 12:00 AM,12/26/2025 12:00 AM,12/27/2025 12:00 AM,LS,01/08/2026,,,Pass,0.40,Routine Surveillance,Boone,MadisonWWTP-01,Sample,WWTP
