assay_id	extraction_id	assay_template	assay_type	assay_target_macromolecule	assay_target_fluorophore	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment	sample_id	assay_batch_id	assay_location_in_batch	assay_accepted_droplets	assay_target	assay_target_genetic_locus	assay_input_ul	assay_class
R01-0168.a1	R01-0168.e1	sample	sample	RNA	FAM	0	18.83457947		R01-0168	AP136	C03	20529	SARS-CoV-2	N1:SARS	5	unknown
R01-0168.a2	R01-0168.e1	sample	sample	RNA	FAM/HEX	0	19.75527191		R01-0168	AP136	C03	20529	SARS-CoV-2	N2:SARS	5	unknown
R01-0168.a3	R01-0168.e1	sample	sample	RNA	HEX	0	1.146294475		R01-0168	AP136	C03	20529	Homo sapiens	RNase P	5	unknown
R01-0169.a1	R01-0169.e1	sample	sample	RNA	FAM	0	172.2787018		R01-0169	AP135	D02	19473	SARS-CoV-2	N1:SARS	5	unknown
R01-0169.a2	R01-0169.e1	sample	sample	RNA	FAM/HEX	0	0.725041628		R01-0169	AP135	D02	19473	SARS-CoV-2	N2:SARS	5	unknown
R01-0169.a3	R01-0169.e1	sample	sample	RNA	HEX	0	0.725041628		R01-0169	AP135	D02	19473	Homo sapiens	RNase P	5	unknown
R01-0170.a1	R01-0170.e1	sample	sample	RNA	FAM	0	122.9409866		R01-0170	AP134	F03	15318	SARS-CoV-2	N1:SARS	5	unknown
R01-0170.a2	R01-0170.e1	sample	sample	RNA	FAM/HEX	0	114.7491684		R01-0170	AP134	F03	15318	SARS-CoV-2	N2:SARS	5	unknown
R01-0170.a3	R01-0170.e1	sample	sample	RNA	HEX	0	0.614465237		R01-0170	AP134	F03	15318	Homo sapiens	RNase P	5	unknown
R01-0172.a1	R01-0172.e1	sample	sample	RNA	FAM	0	19.91936111		R01-0172	AP136	D03	19650	SARS-CoV-2	N1:SARS	5	unknown
R01-0172.a2	R01-0172.e1	sample	sample	RNA	FAM/HEX	0	18.95745659		R01-0172	AP136	D03	19650	SARS-CoV-2	N2:SARS	5	unknown
R01-0172.a3	R01-0172.e1	sample	sample	RNA	HEX	0	1.197577834		R01-0172	AP136	D03	19650	Homo sapiens	RNase P	5	unknown
R01-0173.a1	R01-0173.e1	sample	sample	RNA	FAM	0	16.67879677		R01-0173	AP136	E03	20068	SARS-CoV-2	N1:SARS	5	unknown
R01-0173.a2	R01-0173.e1	sample	sample	RNA	FAM/HEX	0	15.5022974		R01-0173	AP136	E03	20068	SARS-CoV-2	N2:SARS	5	unknown
R01-0173.a3	R01-0173.e1	sample	sample	RNA	HEX	0	0.469017029		R01-0173	AP136	E03	20068	Homo sapiens	RNase P	5	unknown
R01-0174.a1	R01-0174.e1	sample	sample	RNA	FAM	0	3.348741054		R01-0174	AP135	E12	18275	SARS-CoV-2	N1:SARS	5	unknown
R01-0174.a2	R01-0174.e1	sample	sample	RNA	FAM/HEX	0	4.379601956		R01-0174	AP135	E12	18275	SARS-CoV-2	N2:SARS	5	unknown
R01-0174.a3	R01-0174.e1	sample	sample	RNA	HEX	0	0.257510871		R01-0174	AP135	E12	18275	Homo sapiens	RNase P	5	unknown
R01-0175.a1	R01-0175.e1	sample	sample	RNA	FAM	0	162.7549133		R01-0175	AP135	F02	18562	SARS-CoV-2	N1:SARS	5	unknown
R01-0175.a2	R01-0175.e1	sample	sample	RNA	FAM/HEX	0	3.296945334		R01-0175	AP135	F02	18562	SARS-CoV-2	N2:SARS	5	unknown
R01-0175.a3	R01-0175.e1	sample	sample	RNA	HEX	0	0.507072091		R01-0175	AP135	F02	18562	Homo sapiens	RNase P	5	unknown
R01-0176.a1	R01-0176.e1	sample	sample	RNA	FAM	0	91.07070922		R01-0176	AP134	C03	16748	SARS-CoV-2	N1:SARS	5	unknown
R01-0176.a2	R01-0176.e1	sample	sample	RNA	FAM/HEX	0	101.107933		R01-0176	AP134	C03	16748	SARS-CoV-2	N2:SARS	5	unknown
R01-0176.a3	R01-0176.e1	sample	sample	RNA	HEX	0	0.843020737		R01-0176	AP134	C03	16748	Homo sapiens	RNase P	5	unknown
R01-0177.a1	R01-0177.e1	sample	sample	RNA	FAM	0	130.6704712		R01-0177	AP255	F04	16695	SARS-CoV-2	N1:SARS	5	unknown
R01-0177.a2	R01-0177.e1	sample	sample	RNA	FAM/HEX	0	132.2172394		R01-0177	AP255	F04	16695	SARS-CoV-2	N2:SARS	5	unknown
R01-0177.a3	R01-0177.e1	sample	sample	RNA	HEX	0	1.205642223		R01-0177	AP255	F04	16695	Homo sapiens	RNase P	5	unknown
R01-0178.a1	R01-0178.e1	sample	sample	RNA	FAM	0	0		R01-0178	AP175	F01	15493	SARS-CoV-2	N1:SARS	5	unknown
R01-0178.a2	R01-0178.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0178	AP175	F01	15493	SARS-CoV-2	N2:SARS	5	unknown
R01-0178.a3	R01-0178.e1	sample	sample	RNA	HEX	0	1.62404263		R01-0178	AP175	F01	15493	Homo sapiens	RNase P	5	unknown
R01-0179.a1	R01-0179.e1	sample	sample	RNA	FAM	0	0.337805659		R01-0179	AP180	C03	14895	SARS-CoV-2	N1:SARS	5	unknown
R01-0179.a2	R01-0179.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0179	AP180	C03	14895	SARS-CoV-2	N2:SARS	5	unknown
R01-0179.a3	R01-0179.e1	sample	sample	RNA	HEX	0	0.675634027		R01-0179	AP180	C03	14895	Homo sapiens	RNase P	5	unknown
R01-0180.a1	R01-0180.e1	sample	sample	RNA	FAM	0	1.967714667		R01-0180	AP178	F05	15345	SARS-CoV-2	N1:SARS	5	unknown
R01-0180.a2	R01-0180.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0180	AP178	F05	15345	SARS-CoV-2	N2:SARS	5	unknown
R01-0180.a3	R01-0180.e1	sample	sample	RNA	HEX	0	2.62379074		R01-0180	AP178	F05	15345	Homo sapiens	RNase P	5	unknown
R01-0181.a1	R01-0181.e1	sample	sample	RNA	FAM	0	0		R01-0181	AP187	G03	20917	SARS-CoV-2	N1:SARS	5	unknown
R01-0181.a2	R01-0181.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0181	AP187	G03	20917	SARS-CoV-2	N2:SARS	5	unknown
R01-0181.a3	R01-0181.e1	sample	sample	RNA	HEX	0	4.572401524		R01-0181	AP187	G03	20917	Homo sapiens	RNase P	5	unknown
R01-0182.a1	R01-0182.e1	sample	sample	RNA	FAM	0	0		R01-0182	AP175	G01	17100	SARS-CoV-2	N1:SARS	5	unknown
R01-0182.a2	R01-0182.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0182	AP175	G01	17100	SARS-CoV-2	N2:SARS	5	unknown
R01-0182.a3	R01-0182.e1	sample	sample	RNA	HEX	0	0		R01-0182	AP175	G01	17100	Homo sapiens	RNase P	5	unknown
R01-0183.a1	R01-0183.e1	sample	sample	RNA	FAM	0	0		R01-0183	AP216	C02	18911	SARS-CoV-2	N1:SARS	5	unknown
R01-0183.a2	R01-0183.e1	sample	sample	RNA	FAM/HEX	0	0.532146633		R01-0183	AP216	C02	18911	SARS-CoV-2	N2:SARS	5	unknown
R01-0183.a3	R01-0183.e1	sample	sample	RNA	HEX	0	2.12892437		R01-0183	AP216	C02	18911	Homo sapiens	RNase P	5	unknown
R01-0184.a1	R01-0184.e1	sample	sample	RNA	FAM	0	0		R01-0184	AP223	F01	18393	SARS-CoV-2	N1:SARS	5	unknown
R01-0184.a2	R01-0184.e1	sample	sample	RNA	FAM/HEX	0	0.27355966		R01-0184	AP223	F01	18393	SARS-CoV-2	N2:SARS	5	unknown
R01-0184.a3	R01-0184.e1	sample	sample	RNA	HEX	0	1.094327927		R01-0184	AP223	F01	18393	Homo sapiens	RNase P	5	unknown
R01-0185.a1	R01-0185.e1	sample	sample	RNA	FAM	0	0.593330979		R01-0185	AP178	G05	16961	SARS-CoV-2	N1:SARS	5	unknown
R01-0185.a2	R01-0185.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0185	AP178	G05	16961	SARS-CoV-2	N2:SARS	5	unknown
R01-0185.a3	R01-0185.e1	sample	sample	RNA	HEX	0	1.780202866		R01-0185	AP178	G05	16961	Homo sapiens	RNase P	5	unknown
R01-0186.a1	R01-0186.e1	sample	sample	RNA	FAM	0	1.112208605		R01-0186	AP178	H05	13573	SARS-CoV-2	N1:SARS	5	unknown
R01-0186.a2	R01-0186.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0186	AP178	H05	13573	SARS-CoV-2	N2:SARS	5	unknown
R01-0186.a3	R01-0186.e1	sample	sample	RNA	HEX	0	0.741445065		R01-0186	AP178	H05	13573	Homo sapiens	RNase P	5	unknown
R01-0187.a1	R01-0187.e1	sample	sample	RNA	FAM	0	0.238791034		R01-0187	AP218	G06	21071	SARS-CoV-2	N1:SARS	5	unknown
R01-0187.a2	R01-0187.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0187	AP218	G06	21071	SARS-CoV-2	N2:SARS	5	unknown
R01-0187.a3	R01-0187.e1	sample	sample	RNA	HEX	0	1.910645723		R01-0187	AP218	G06	21071	Homo sapiens	RNase P	5	unknown
R01-0188.a1	R01-0188.e1	sample	sample	RNA	FAM	0	0		R01-0188	AP180	D03	16638	SARS-CoV-2	N1:SARS	5	unknown
R01-0188.a2	R01-0188.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0188	AP180	D03	16638	SARS-CoV-2	N2:SARS	5	unknown
R01-0188.a3	R01-0188.e1	sample	sample	RNA	HEX	0	0.907302558		R01-0188	AP180	D03	16638	Homo sapiens	RNase P	5	unknown
R01-0189.a1	R01-0189.e1	sample	sample	RNA	FAM	0	0		R01-0189	AP178	A06	17150	SARS-CoV-2	N1:SARS	5	unknown
R01-0189.a2	R01-0189.e1	sample	sample	RNA	FAM/HEX	0	0.293387353		R01-0189	AP178	A06	17150	SARS-CoV-2	N2:SARS	5	unknown
R01-0189.a3	R01-0189.e1	sample	sample	RNA	HEX	0	0.586791813		R01-0189	AP178	A06	17150	Homo sapiens	RNase P	5	unknown
R01-0190.a1	R01-0190.e1	sample	sample	RNA	FAM	0	0		R01-0190	AP165	E02	20933	SARS-CoV-2	N1:SARS	5	unknown
R01-0190.a2	R01-0190.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0190	AP165	E02	20933	SARS-CoV-2	N2:SARS	5	unknown
R01-0190.a3	R01-0190.e1	sample	sample	RNA	HEX	0	1.92324388		R01-0190	AP165	E02	20933	Homo sapiens	RNase P	5	unknown
R01-0191.a1	R01-0191.e1	sample	sample	RNA	FAM	0	0		R01-0191	AP165	F02	16379	SARS-CoV-2	N1:SARS	5	unknown
R01-0191.a2	R01-0191.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0191	AP165	F02	16379	SARS-CoV-2	N2:SARS	5	unknown
R01-0191.a3	R01-0191.e1	sample	sample	RNA	HEX	0	1.536178827		R01-0191	AP165	F02	16379	Homo sapiens	RNase P	5	unknown
R01-0192.a1	R01-0192.e1	sample	sample	RNA	FAM	0	0.543675661		R01-0192	AP218	H06	18510	SARS-CoV-2	N1:SARS	5	unknown
R01-0192.a2	R01-0192.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0192	AP218	H06	18510	SARS-CoV-2	N2:SARS	5	unknown
R01-0192.a3	R01-0192.e1	sample	sample	RNA	HEX	0	0.271830499		R01-0192	AP218	H06	18510	Homo sapiens	RNase P	5	unknown
R01-0193.a1	R01-0193.e1	sample	sample	RNA	FAM	0	0.261177123		R01-0193	AP223	G01	19265	SARS-CoV-2	N1:SARS	5	unknown
R01-0193.a2	R01-0193.e1	sample	sample	RNA	FAM/HEX	0	0.261177123		R01-0193	AP223	G01	19265	SARS-CoV-2	N2:SARS	5	unknown
R01-0193.a3	R01-0193.e1	sample	sample	RNA	HEX	0	1.567266107		R01-0193	AP223	G01	19265	Homo sapiens	RNase P	5	unknown
R01-0194.a1	R01-0194.e1	sample	sample	RNA	FAM	0	0		R01-0194	AP165	G02	13662	SARS-CoV-2	N1:SARS	5	unknown
R01-0194.a2	R01-0194.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0194	AP165	G02	13662	SARS-CoV-2	N2:SARS	5	unknown
R01-0194.a3	R01-0194.e1	sample	sample	RNA	HEX	0	0.368293852		R01-0194	AP165	G02	13662	Homo sapiens	RNase P	5	unknown
R01-0195.a1	R01-0195.e1	sample	sample	RNA	FAM	0	0.264722407		R01-0195	AP165	H02	19007	SARS-CoV-2	N1:SARS	5	unknown
R01-0195.a2	R01-0195.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0195	AP165	H02	19007	SARS-CoV-2	N2:SARS	5	unknown
R01-0195.a3	R01-0195.e1	sample	sample	RNA	HEX	0	1.588543415		R01-0195	AP165	H02	19007	Homo sapiens	RNase P	5	unknown
R01-0196.a1	R01-0196.e1	sample	sample	RNA	FAM	0	0.278157204		R01-0196	AP165	A03	18089	SARS-CoV-2	N1:SARS	5	unknown
R01-0196.a2	R01-0196.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0196	AP165	A03	18089	SARS-CoV-2	N2:SARS	5	unknown
R01-0196.a3	R01-0196.e1	sample	sample	RNA	HEX	0	0.278157204		R01-0196	AP165	A03	18089	Homo sapiens	RNase P	5	unknown
R01-0197.a1	R01-0197.e1	sample	sample	RNA	FAM	0	0.251121014		R01-0197	AP156	E10	18740	SARS-CoV-2	N1:SARS	5	unknown
R01-0197.a2	R01-0197.e1	sample	sample	RNA	FAM/HEX	0	1.255739093		R01-0197	AP156	E10	18740	SARS-CoV-2	N2:SARS	5	unknown
R01-0197.a3	R01-0197.e1	sample	sample	RNA	HEX	0	4.773592472		R01-0197	AP156	E10	18740	Homo sapiens	RNase P	5	unknown
R01-0198.a1	R01-0198.e1	sample	sample	RNA	FAM	0	1.086244345		R01-0198	AP156	F10	17331	SARS-CoV-2	N1:SARS	5	unknown
R01-0198.a2	R01-0198.e1	sample	sample	RNA	FAM/HEX	0	1.086244345		R01-0198	AP156	F10	17331	SARS-CoV-2	N2:SARS	5	unknown
R01-0198.a3	R01-0198.e1	sample	sample	RNA	HEX	0	2.987775564		R01-0198	AP156	F10	17331	Homo sapiens	RNase P	5	unknown
R01-0199.a1	R01-0199.e1	sample	sample	RNA	FAM	0	1.555406451		R01-0199	AP156	G10	18156	SARS-CoV-2	N1:SARS	5	unknown
R01-0199.a2	R01-0199.e1	sample	sample	RNA	FAM/HEX	0	0.518411696		R01-0199	AP156	G10	18156	SARS-CoV-2	N2:SARS	5	unknown
R01-0199.a3	R01-0199.e1	sample	sample	RNA	HEX	0	4.927218438		R01-0199	AP156	G10	18156	Homo sapiens	RNase P	5	unknown
R01-0200.a1	R01-0200.e1	sample	sample	RNA	FAM	0	5.477457524		R01-0200	AP156	H10	18912	SARS-CoV-2	N1:SARS	5	unknown
R01-0200.a2	R01-0200.e1	sample	sample	RNA	FAM/HEX	0	8.218578338		R01-0200	AP156	H10	18912	SARS-CoV-2	N2:SARS	5	unknown
R01-0200.a3	R01-0200.e1	sample	sample	RNA	HEX	0	5.477457524		R01-0200	AP156	H10	18912	Homo sapiens	RNase P	5	unknown
R01-0201.a1	R01-0201.e1	sample	sample	RNA	FAM	0	1.389600515		R01-0201	AP156	A11	16935	SARS-CoV-2	N1:SARS	5	unknown
R01-0201.a2	R01-0201.e1	sample	sample	RNA	FAM/HEX	0	0.277887285		R01-0201	AP156	A11	16935	SARS-CoV-2	N2:SARS	5	unknown
R01-0201.a3	R01-0201.e1	sample	sample	RNA	HEX	0	5.282666684		R01-0201	AP156	A11	16935	Homo sapiens	RNase P	5	unknown
R01-0202.a1	R01-0202.e1	sample	sample	RNA	FAM	0	121.6969299		R01-0202	AP142	G05	16491	SARS-CoV-2	N1:SARS	5	unknown
R01-0202.a2	R01-0202.e1	sample	sample	RNA	FAM/HEX	0	131.3704681		R01-0202	AP142	G05	16491	SARS-CoV-2	N2:SARS	5	unknown
R01-0202.a3	R01-0202.e1	sample	sample	RNA	HEX	0	10.28421307		R01-0202	AP142	G05	16491	Homo sapiens	RNase P	5	unknown
R01-0203.a1	R01-0203.e1	sample	sample	RNA	FAM	0	0		R01-0203	AP175	H01	11967	SARS-CoV-2	N1:SARS	5	unknown
R01-0203.a2	R01-0203.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0203	AP175	H01	11967	SARS-CoV-2	N2:SARS	5	unknown
R01-0203.a3	R01-0203.e1	sample	sample	RNA	HEX	0	2.102656364		R01-0203	AP175	H01	11967	Homo sapiens	RNase P	5	unknown
R01-0204.a1	R01-0204.e1	sample	sample	RNA	FAM	0	113.8035507		R01-0204	AP142	H05	18499	SARS-CoV-2	N1:SARS	5	unknown
R01-0204.a2	R01-0204.e1	sample	sample	RNA	FAM/HEX	0	117.9752045		R01-0204	AP142	H05	18499	SARS-CoV-2	N2:SARS	5	unknown
R01-0204.a3	R01-0204.e1	sample	sample	RNA	HEX	0	6.873432636		R01-0204	AP142	H05	18499	Homo sapiens	RNase P	5	unknown
R01-0205.a1	R01-0205.e1	sample	sample	RNA	FAM	0	28.47161866		R01-0205	AP146	D04	18402	SARS-CoV-2	N1:SARS	5	unknown
R01-0205.a2	R01-0205.e1	sample	sample	RNA	FAM/HEX	0	31.04510688		R01-0205	AP146	D04	18402	SARS-CoV-2	N2:SARS	5	unknown
R01-0205.a3	R01-0205.e1	sample	sample	RNA	HEX	0	19.73226738		R01-0205	AP146	D04	18402	Homo sapiens	RNase P	5	unknown
R01-0206.a1	R01-0206.e1	sample	sample	RNA	FAM	0	21.04288292		R01-0206	AP153	C03	20172	SARS-CoV-2	N1:SARS	5	unknown
R01-0206.a2	R01-0206.e1	sample	sample	RNA	FAM/HEX	0	23.62125778		R01-0206	AP153	C03	20172	SARS-CoV-2	N2:SARS	5	unknown
R01-0206.a3	R01-0206.e1	sample	sample	RNA	HEX	0	0.466598809		R01-0206	AP153	C03	20172	Homo sapiens	RNase P	5	unknown
R01-0207.a1	R01-0207.e1	sample	sample	RNA	FAM	0	169.2788086		R01-0207	AP142	A06	19642	SARS-CoV-2	N1:SARS	5	unknown
R01-0207.a2	R01-0207.e1	sample	sample	RNA	FAM/HEX	0	181.2151031		R01-0207	AP142	A06	19642	SARS-CoV-2	N2:SARS	5	unknown
R01-0207.a3	R01-0207.e1	sample	sample	RNA	HEX	0	11.75421619		R01-0207	AP142	A06	19642	Homo sapiens	RNase P	5	unknown
R01-0208.a1	R01-0208.e1	sample	sample	RNA	FAM	0	1.297332883		R01-0208	AP159	C04	19394	SARS-CoV-2	N1:SARS	5	unknown
R01-0208.a2	R01-0208.e1	sample	sample	RNA	FAM/HEX	0	1.556839824		R01-0208	AP159	C04	19394	SARS-CoV-2	N2:SARS	5	unknown
R01-0208.a3	R01-0208.e1	sample	sample	RNA	HEX	0	2.075893402		R01-0208	AP159	C04	19394	Homo sapiens	RNase P	5	unknown
R01-0209.a1	R01-0209.e1	sample	sample	RNA	FAM	0	175.3438568		R01-0209	AP142	B06	19877	SARS-CoV-2	N1:SARS	5	unknown
R01-0209.a2	R01-0209.e1	sample	sample	RNA	FAM/HEX	0	171.6592255		R01-0209	AP142	B06	19877	SARS-CoV-2	N2:SARS	5	unknown
R01-0209.a3	R01-0209.e1	sample	sample	RNA	HEX	0	5.922478676		R01-0209	AP142	B06	19877	Homo sapiens	RNase P	5	unknown
R01-0210.a1	R01-0210.e1	sample	sample	RNA	FAM	0	32.67901612		R01-0210	AP146	E04	19219	SARS-CoV-2	N1:SARS	5	unknown
R01-0210.a2	R01-0210.e1	sample	sample	RNA	FAM/HEX	0	32.9255867		R01-0210	AP146	E04	19219	SARS-CoV-2	N2:SARS	5	unknown
R01-0210.a3	R01-0210.e1	sample	sample	RNA	HEX	0	19.87522507		R01-0210	AP146	E04	19219	Homo sapiens	RNase P	5	unknown
R01-0211.a1	R01-0211.e1	sample	sample	RNA	FAM	0	34.8566742		R01-0211	AP153	D03	18700	SARS-CoV-2	N1:SARS	5	unknown
R01-0211.a2	R01-0211.e1	sample	sample	RNA	FAM/HEX	0	40.94515228		R01-0211	AP153	D03	18700	SARS-CoV-2	N2:SARS	5	unknown
R01-0211.a3	R01-0211.e1	sample	sample	RNA	HEX	0	0.251658171		R01-0211	AP153	D03	18700	Homo sapiens	RNase P	5	unknown
R01-0212.a1	R01-0212.e1	sample	sample	RNA	FAM	0	0		R01-0212	AP159	D04	15320	SARS-CoV-2	N1:SARS	5	unknown
R01-0212.a2	R01-0212.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0212	AP159	D04	15320	SARS-CoV-2	N2:SARS	5	unknown
R01-0212.a3	R01-0212.e1	sample	sample	RNA	HEX	0	0		R01-0212	AP159	D04	15320	Homo sapiens	RNase P	5	unknown
R01-0213.a1	R01-0213.e1	sample	sample	RNA	FAM	0	187.3356476		R01-0213	AP142	C06	15784	SARS-CoV-2	N1:SARS	5	unknown
R01-0213.a2	R01-0213.e1	sample	sample	RNA	FAM/HEX	0	191.9916992		R01-0213	AP142	C06	15784	SARS-CoV-2	N2:SARS	5	unknown
R01-0213.a3	R01-0213.e1	sample	sample	RNA	HEX	0	11.34307766		R01-0213	AP142	C06	15784	Homo sapiens	RNase P	5	unknown
R01-0214.a1	R01-0214.e1	sample	sample	RNA	FAM	0	38.08475112		R01-0214	AP146	F04	19354	SARS-CoV-2	N1:SARS	5	unknown
R01-0214.a2	R01-0214.e1	sample	sample	RNA	FAM/HEX	0	43.23516082		R01-0214	AP146	F04	19354	SARS-CoV-2	N2:SARS	5	unknown
R01-0214.a3	R01-0214.e1	sample	sample	RNA	HEX	0	18.02742195		R01-0214	AP146	F04	19354	Homo sapiens	RNase P	5	unknown
R01-0215.a1	R01-0215.e1	sample	sample	RNA	FAM	0	27.20170784		R01-0215	AP153	E03	20473	SARS-CoV-2	N1:SARS	5	unknown
R01-0215.a2	R01-0215.e1	sample	sample	RNA	FAM/HEX	0	33.44799424		R01-0215	AP153	E03	20473	SARS-CoV-2	N2:SARS	5	unknown
R01-0215.a3	R01-0215.e1	sample	sample	RNA	HEX	0	0.229863599		R01-0215	AP153	E03	20473	Homo sapiens	RNase P	5	unknown
R01-0216.a1	R01-0216.e1	sample	sample	RNA	FAM	0	1.203479409		R01-0216	AP159	E04	16725	SARS-CoV-2	N1:SARS	5	unknown
R01-0216.a2	R01-0216.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0216	AP159	E04	16725	SARS-CoV-2	N2:SARS	5	unknown
R01-0216.a3	R01-0216.e1	sample	sample	RNA	HEX	0	1.504394174		R01-0216	AP159	E04	16725	Homo sapiens	RNase P	5	unknown
R01-0217.a1	R01-0217.e1	sample	sample	RNA	FAM	0	0		R01-0217	AP175	A02	12476	SARS-CoV-2	N1:SARS	5	unknown
R01-0217.a2	R01-0217.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0217	AP175	A02	12476	SARS-CoV-2	N2:SARS	5	unknown
R01-0217.a3	R01-0217.e1	sample	sample	RNA	HEX	0	1.613418818		R01-0217	AP175	A02	12476	Homo sapiens	RNase P	5	unknown
R01-0218.a1	R01-0218.e1	sample	sample	RNA	FAM	0	132.9425201		R01-0218	AP142	D06	15832	SARS-CoV-2	N1:SARS	5	unknown
R01-0218.a2	R01-0218.e1	sample	sample	RNA	FAM/HEX	0	138.7554626		R01-0218	AP142	D06	15832	SARS-CoV-2	N2:SARS	5	unknown
R01-0218.a3	R01-0218.e1	sample	sample	RNA	HEX	0	11.90459156		R01-0218	AP142	D06	15832	Homo sapiens	RNase P	5	unknown
R01-0219.a1	R01-0219.e1	sample	sample	RNA	FAM	0	33.13853074		R01-0219	AP146	G04	20521	SARS-CoV-2	N1:SARS	5	unknown
R01-0219.a2	R01-0219.e1	sample	sample	RNA	FAM/HEX	0	29.44492912		R01-0219	AP146	G04	20521	SARS-CoV-2	N2:SARS	5	unknown
R01-0219.a3	R01-0219.e1	sample	sample	RNA	HEX	0	12.62954998		R01-0219	AP146	G04	20521	Homo sapiens	RNase P	5	unknown
R01-0221.a1	R01-0221.e1	sample	sample	RNA	FAM	0	11.81771755		R01-0221	AP153	F03	20334	SARS-CoV-2	N1:SARS	5	unknown
R01-0221.a2	R01-0221.e1	sample	sample	RNA	FAM/HEX	0	12.04973507		R01-0221	AP153	F03	20334	SARS-CoV-2	N2:SARS	5	unknown
R01-0221.a3	R01-0221.e1	sample	sample	RNA	HEX	0	0		R01-0221	AP153	F03	20334	Homo sapiens	RNase P	5	unknown
R01-0222.a1	R01-0222.e1	sample	sample	RNA	FAM	0	1.769330978		R01-0222	AP159	F04	14221	SARS-CoV-2	N1:SARS	5	unknown
R01-0222.a2	R01-0222.e1	sample	sample	RNA	FAM/HEX	0	0.35381642		R01-0222	AP159	F04	14221	SARS-CoV-2	N2:SARS	5	unknown
R01-0222.a3	R01-0222.e1	sample	sample	RNA	HEX	0	8.852883338		R01-0222	AP159	F04	14221	Homo sapiens	RNase P	5	unknown
R01-0223.a1	R01-0223.e1	sample	sample	RNA	FAM	0	1.892873287		R01-0223	AP159	G04	13293	SARS-CoV-2	N1:SARS	5	unknown
R01-0223.a2	R01-0223.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0223	AP159	G04	13293	SARS-CoV-2	N2:SARS	5	unknown
R01-0223.a3	R01-0223.e1	sample	sample	RNA	HEX	0	0.757063806		R01-0223	AP159	G04	13293	Homo sapiens	RNase P	5	unknown
R01-0224.a1	R01-0224.e1	sample	sample	RNA	FAM	0	24.47660256		R01-0224	AP146	H04	17734	SARS-CoV-2	N1:SARS	5	unknown
R01-0224.a2	R01-0224.e1	sample	sample	RNA	FAM/HEX	0	27.14479064		R01-0224	AP146	H04	17734	SARS-CoV-2	N2:SARS	5	unknown
R01-0224.a3	R01-0224.e1	sample	sample	RNA	HEX	0	16.4811058		R01-0224	AP146	H04	17734	Homo sapiens	RNase P	5	unknown
R01-0225.a1	R01-0225.e1	sample	sample	RNA	FAM	0	0		R01-0225	AP175	B02	14561	SARS-CoV-2	N1:SARS	5	unknown
R01-0225.a2	R01-0225.e1	sample	sample	RNA	FAM/HEX	0	0		R01-0225	AP175	B02	14561	SARS-CoV-2	N2:SARS	5	unknown
R01-0225.a3	R01-0225.e1	sample	sample	RNA	HEX	0	0		R01-0225	AP175	B02	14561	Homo sapiens	RNase P	5	unknown
R01-0226.a1	R01-0226.e1	sample	sample	RNA	FAM	0	32.69685364		R01-0226	AP153	G03	18342	SARS-CoV-2	N1:SARS	5	unknown
R01-0226.a2	R01-0226.e1	sample	sample	RNA	FAM/HEX	0	37.60810852		R01-0226	AP153	G03	18342	SARS-CoV-2	N2:SARS	5	unknown
R01-0226.a3	R01-0226.e1	sample	sample	RNA	HEX	0	0		R01-0226	AP153	G03	18342	Homo sapiens	RNase P	5	unknown
R01-0252.a1	R01-0252.e1	sample	sample	RNA	FAM	0	1.776703477		R01-0252	AP198	C04	14162	SARS-CoV-2	N1:SARS	5	unknown
R01-0252.a2	R01-0252.e1	sample	sample	RNA	FAM/HEX	0	0.355290502		R01-0252	AP198	C04	14162	SARS-CoV-2	N2:SARS	5	unknown
R01-0252.a3	R01-0252.e1	sample	sample	RNA	HEX	0	1.776703477		R01-0252	AP198	C04	14162	Homo sapiens	RNase P	5	unknown
R01-0253.a1	R01-0253.e1	sample	sample	RNA	FAM	0	11.95154858		R01-0253	AP191	A09	16438	SARS-CoV-2	N1:SARS	5	unknown
R01-0253.a2	R01-0253.e1	sample	sample	RNA	FAM/HEX	0	13.48585415		R01-0253	AP191	A09	16438	SARS-CoV-2	N2:SARS	5	unknown
R01-0253.a3	R01-0253.e1	sample	sample	RNA	HEX	0	59.73392868		R01-0253	AP191	A09	16438	Homo sapiens	RNase P	5	unknown
