"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.105","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","646170.1405","copies/L wastewater","ddpcr","2391","rna","-1","","","","WV","2022-02-16","08:00","E02-0076","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-22","WV","AthensWWTP-01","24740"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.95","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","49627.80446","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2021-10-14","12:00","A01-0063","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-10-20","WV","StarCityWWTP-01","26505"
"0.15","Ceres Nanotrap","54077","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.057","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","130707.977414131","copies/L wastewater","ddpcr","700","rna","-1","","","","WV","2022-07-15","07:03","J01-0092","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","AlpineLakeWWTP-01","26764"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.692","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","44384.62816","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-03-09","06:03","K01-0046","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-28","WV","ParkersburgWWTP-01","26101"
"1.6","Ceres Nanotrap","54009","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.688","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","412686.374187468","copies/L wastewater","ddpcr","6468","rna","-1","","","","WV","2022-05-25","06:00","S01-0015","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","FollansbeeWWTP-01","26037"
"0.75","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.049","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","5482.603535","copies/L wastewater","ddpcr","2000","rna","-1","","","","WV","2022-04-08","08:00","A04-0053","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-14","WV","CheatLakeWWTP-01","26508"
"0.2","Ceres Nanotrap","54017","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.285","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","813846.2377","copies/L wastewater","ddpcr","564","rna","-1","","","","WV","2022-01-15","09:00","L01-0024","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-02","WV","WestUnionWWTP-01","26456"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.64","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","47506.77086","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-03-10","06:02","K01-0050","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-28","WV","ParkersburgWWTP-01","26101"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","10.168","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-02-24","07:00","N02-0047","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-02","WV","ClarksburgWWTP-01","26301"
"0.525","Ceres Nanotrap","54073","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.208","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2949.974583","copies/L wastewater","ddpcr","2892","rna","-1","","","","WV","2022-04-04","08:03","P01-0049","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-07","WV","StMarysWWTP-01","26170"
"2.25","Ceres Nanotrap","54037","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.27","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","4965.555053","copies/L wastewater","ddpcr","17000","rna","-1","","","","WV","2022-03-30","07:04","D01-0025","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-06","WV","CharlesTownWWTP-01","25414"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.8","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1120155.34","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-01-18","08:00","H01-0102","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-01-24","WV","MoundsvilleWWTP-01","26041"
"0.125","Ceres Nanotrap","54049","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.109","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","7570.766592","copies/L wastewater","ddpcr","610","rna","-1","","","","WV","2022-03-14","02:03","M04-0022","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-28","WV","FarmingtonWWTP-01","26571"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.289","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","40710.8008861543","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-07-12","06:03","K01-0109","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","ParkersburgWWTP-01","26101"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.81","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","225387.6927495","copies/L wastewater","ddpcr","8168","rna","-1","","","","WV","2022-05-29","09:00","G01-0169","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","KeyserWWTP-01","26726"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.39","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2244.812194","copies/L wastewater","ddpcr","2391","rna","-1","","","","WV","2022-03-09","08:00","E02-0065","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-18","WV","AthensWWTP-01","24740"
"2.25","Ceres Nanotrap","54037","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.26","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","17000","rna","-1","","","","WV","2022-04-10","07:02","D01-0033","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-18","WV","CharlesTownWWTP-01","25414"
"0.15","Ceres Nanotrap","54077","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.103","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","11945.7780383527","copies/L wastewater","ddpcr","700","rna","-1","","","","WV","2022-07-25","07:03","J01-0097","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-28","WV","AlpineLakeWWTP-01","26764"
"0.25","Ceres Nanotrap","54049","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.158","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","118613.002896309","copies/L wastewater","ddpcr","1091","rna","-1","","","","WV","2022-06-27","11:00","M03-0085","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-30","WV","ManningtonWWTP-01","26582"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.38","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","136863.453090191","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-06-01","07:00","N02-0080","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","ClarksburgWWTP-01","26301"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.004","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","51619.2168","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2021-09-27","12:00","A01-0050","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-10-05","WV","StarCityWWTP-01","26505"
"0.75","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.909","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","20832.19215","copies/L wastewater","ddpcr","2000","rna","-1","","","","WV","2022-04-19","08:00","A04-0060","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-26","WV","CheatLakeWWTP-01","26508"
"0.2","Ceres Nanotrap","54017","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.368","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","190038.057267666","copies/L wastewater","ddpcr","564","rna","-1","","","","WV","2022-05-19","09:00","L01-0118","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-26","WV","WestUnionWWTP-01","26456"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.4","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","5025.090314","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-04-18","08:00","H01-0193","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-25","WV","MoundsvilleWWTP-01","26041"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.588","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","102129.693031311","copies/L wastewater","ddpcr","36000","rna","-1","","","","WV","2022-05-11","07:04","E01-0109","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-20","WV","PrincetonWWTP-01","24740"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.73","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","142515.611350536","copies/L wastewater","ddpcr","8168","rna","-1","","","","WV","2022-06-06","08:00","G01-0171","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-13","WV","KeyserWWTP-01","26726"
"0.5","Ceres Nanotrap","54005","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.16","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","18693.91914","copies/L wastewater","ddpcr","4555","rna","-1","","","","WV","2022-05-06","08:00","Q01-0003","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-16","WV","MadisonWWTP-01","25053"
"0.41","Ceres Nanotrap","54083","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.159","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","23102.48852","copies/L wastewater","ddpcr","2101","rna","-1","","","","WV","2022-04-03","09:00","R01-0031","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-07","WV","HuttonsvilleWWTP-01","26273"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.867","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","431446.4271","copies/L wastewater","ddpcr","8168","rna","-1","","","","WV","2022-01-31","09:00","G01-0097","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-10","WV","KeyserWWTP-01","26726"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.138","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2380.065531","copies/L wastewater","ddpcr","2391","rna","-1","","","","WV","2022-04-20","08:00","E02-0111","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-25","WV","AthensWWTP-01","24740"
"0.5","Ceres Nanotrap","54005","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.691","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","16359.64109","copies/L wastewater","ddpcr","4555","rna","-1","","","","WV","2022-05-04","02:03","Q01-0001","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-16","WV","MadisonWWTP-01","25053"
"0.41","Ceres Nanotrap","54083","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.148","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2275.64896456897","copies/L wastewater","ddpcr","2101","rna","-1","","","","WV","2022-05-11","09:00","R01-0033","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-01","WV","HuttonsvilleWWTP-01","26273"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.122","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","2391","rna","-1","","","","WV","2022-04-22","08:00","E02-0113","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-02","WV","AthensWWTP-01","24740"
"0.2","Ceres Nanotrap","54017","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.34","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","564","rna","-1","","","","WV","2022-04-26","09:00","L01-0080","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-05","WV","WestUnionWWTP-01","26456"
"1.6","Ceres Nanotrap","54009","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.736","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","153737.879097462","copies/L wastewater","ddpcr","6468","rna","-1","","","","WV","2022-05-28","06:00","S01-0009","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","FollansbeeWWTP-01","26037"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","95816.61746","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2021-11-29","08:00","H01-0077","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","MoundsvilleWWTP-01","26041"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.3","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-04-14","08:00","H01-0191","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-25","WV","MoundsvilleWWTP-01","26041"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.78","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","169747.922122479","copies/L wastewater","ddpcr","8168","rna","-1","","","","WV","2022-05-31","09:00","G01-0173","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","KeyserWWTP-01","26726"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","12.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","39375.61847","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-03-11","12:00","A01-0198","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-28","WV","StarCityWWTP-01","26505"
"0.4","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.502","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2989.320145","copies/L wastewater","ddpcr","1853","rna","-1","","","","WV","2022-03-21","07:03","N03-0022","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-29","WV","SalemWWTP-01","26426"
"0.75","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.586","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","709511.250257491","copies/L wastewater","ddpcr","2000","rna","-1","","","","WV","2022-07-28","08:00","A04-0126","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-08-04","WV","CheatLakeWWTP-01","26508"
"0.5","Ceres Nanotrap","54005","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.339","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","127267.13553071","copies/L wastewater","ddpcr","4555","rna","-1","","","","WV","2022-05-19","08:00","Q01-0016","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-01","WV","MadisonWWTP-01","25053"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","60187.6339316369","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-06-18","08:00","H01-0255","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-28","WV","MoundsvilleWWTP-01","26041"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.191","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2966.049635","copies/L wastewater","ddpcr","2391","rna","-1","","","","WV","2022-04-12","08:00","E02-0106","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-19","WV","AthensWWTP-01","24740"
"0.2","Ceres Nanotrap","54017","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.252","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","48247.23557","copies/L wastewater","ddpcr","564","rna","-1","","","","WV","2022-03-05","09:00","L01-0047","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-14","WV","WestUnionWWTP-01","26456"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.513","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","4013.75","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2021-06-02","12:00","A1062","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","StarCityWWTP-01","26505"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","12.1","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1392227.24","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-03-14","07:00","N02-0024","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-29","WV","ClarksburgWWTP-01","26301"
"0.5","Ceres Nanotrap","54005","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.423","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","63781.4509123562","copies/L wastewater","ddpcr","4555","rna","-1","","","","WV","2022-06-02","08:00","Q01-0030","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-13","WV","MadisonWWTP-01","25053"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","12.339","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","121410.144120455","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-05-16","07:00","C01-0176","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-26","WV","WheelingWWTP-01","26003"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","3.136","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","398846.122","copies/L wastewater","ddpcr","36000","rna","-1","","","","WV","2022-02-09","09:04","E01-0061","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-22","WV","PrincetonWWTP-01","24740"
"0.15","Ceres Nanotrap","54077","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.129","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","3058.694783","copies/L wastewater","ddpcr","700","rna","-1","","","","WV","2022-03-28","07:03","J01-0016","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-31","WV","AlpineLakeWWTP-01","26764"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.043","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","25009.50672","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-04-27","06:02","K01-0079","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-05","WV","ParkersburgWWTP-01","26101"
