concentration_batch_id	concentration_date	concentration_input_ml	concentration_machine	concentration_method	concentration_method_lot_id	concentration_output_ml	concentration_run_by	concentration_batch_record_version	concentration_batch_comment
PE101	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE102	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE103	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE104	04/16/2021	100	Sorvall	PEG Precipitation		5	JL	1.0.0	
PE105	04/16/2021	100	Sorvall	PEG Precipitation		6	JL	1.0.0	
PE106	04/16/2021	100	Sorvall	PEG Precipitation		4	JL	1.0.0	
PE107	04/16/2021	100	Sorvall	PEG Precipitation		4	JL	1.0.0	
PE108	04/16/2021	100	Sorvall	PEG Precipitation		8	JL	1.0.0	
PE109	04/23/2021	100	Sorvall	PEG Precipitation		7	MVS	1.0.0	
PE11	11/16/2020	100	Sorvall	PEG Precipitation		4.2	MS	1.0.0	
PE110	04/23/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE111	04/23/2021	100	Sorvall	PEG Precipitation		4	MVS	1.0.0	
PE112	04/23/2021	100	Sorvall	PEG Precipitation		7	MVS	1.0.0	
PE113	04/23/2021	100	Sorvall	PEG Precipitation		7	MVS	1.0.0	
PE114	04/30/2021	100	Sorvall	PEG Precipitation		2	KED	1.0.0	
PE115	04/30/2021	100	Sorvall	PEG Precipitation		3	KED	1.0.0	
PE116	04/30/2021	100	Sorvall	PEG Precipitation		3	KED	1.0.0	
PE117	04/30/2021	100	Sorvall	PEG Precipitation		5	KED	1.0.0	
PE118	04/30/2021	100	Sorvall	PEG Precipitation		7.5	KED	1.0.0	
PE119	05/07/2021	100	Sorvall	PEG Precipitation		5		1.0.0	
PE12	11/16/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE120	05/07/2021	100	Sorvall	PEG Precipitation		5		1.0.0	
PE121	05/07/2021	100	Sorvall	PEG Precipitation		5		1.0.0	
PE122	05/07/2021	100	Sorvall	PEG Precipitation		5		1.0.0	
PE123	05/07/2021	100	Sorvall	PEG Precipitation		5		1.0.0	
PE124	05/14/2021	100	Sorvall	PEG Precipitation		7	MVS	1.0.0	
PE125	05/14/2021	100	Sorvall	PEG Precipitation		4	MVS	1.0.0	
PE126	05/18/2021	100	Sorvall	PEG Precipitation		4.5	KD	1.0.0	
PE127	02/13/2021	100	Sorvall	PEG Precipitation		6	TD	1.0.0	
PE128	02/13/2021	100	Sorvall	PEG Precipitation		4	TD	1.0.0	
PE129	02/13/2021	100	Sorvall	PEG Precipitation		8	TD	1.0.0	
PE13	11/19/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE130	02/13/2021	100	Sorvall	PEG Precipitation		6	TD	1.0.0	
PE131	02/13/2021	100	Sorvall	PEG Precipitation		5	TD	1.0.0	
PE132	02/13/2021	100	Sorvall	PEG Precipitation		6	TD	1.0.0	
PE133	02/13/2021	100	Sorvall	PEG Precipitation		4	TD	1.0.0	
PE134	02/13/2021	100	Sorvall	PEG Precipitation		3	TD	1.0.0	
PE135	02/13/2021	100	Sorvall	PEG Precipitation		4	TD	1.0.0	
PE136	02/13/2021	100	Sorvall	PEG Precipitation		3	TD	1.0.0	
PE137	02/13/2021	100	Sorvall	PEG Precipitation		5	TD	1.0.0	
PE14	11/19/2020	100	Sorvall	PEG Precipitation		3.6	MS	1.0.0	
PE15	12/04/2020	100	Sorvall	PEG Precipitation		3.6	MS	1.0.0	
PE16	12/04/2020	100	Sorvall	PEG Precipitation		3.8	MS	1.0.0	
PE17	12/04/2020	100	Sorvall	PEG Precipitation		3	MS	1.0.0	
PE18	12/04/2020	100	Sorvall	PEG Precipitation		4.8	MS	1.0.0	
PE19	12/04/2020	100	Sorvall	PEG Precipitation		4.2	MS	1.0.0	
PE2	11/09/2020	100	Sorvall	PEG Precipitation		4.2	MS	1.0.0	
PE20	12/04/2020	100	Sorvall	PEG Precipitation		3.8	MS	1.0.0	
PE21	12/04/2020	100	Sorvall	PEG Precipitation		4.4	MS	1.0.0	
PE22	12/04/2020	100	Sorvall	PEG Precipitation		4.8	MS	1.0.0	
PE23	12/04/2020	100	Sorvall	PEG Precipitation		3.4	MS	1.0.0	
PE24	12/04/2020	100	Sorvall	PEG Precipitation		3.8	MS	1.0.0	
PE25	12/07/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE26	12/07/2020	100	Sorvall	PEG Precipitation		3.2	MS	1.0.0	
PE27	12/13/2020	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE28	12/13/2020	100	Sorvall	PEG Precipitation		3.8	MS	1.0.0	
PE29	12/13/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE3	11/09/2020	100	Sorvall	PEG Precipitation		3.4	MS	1.0.0	
PE30	12/13/2020	100	Sorvall	PEG Precipitation		3.6	AT	1.0.0	
PE31	12/14/2020	100	Sorvall	PEG Precipitation		3.8	AT	1.0.0	
PE32	12/14/2020	100	Sorvall	PEG Precipitation		4.2	AT	1.0.0	
PE33	12/14/2020	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE34	12/14/2020	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE35	12/14/2020	100	Sorvall	PEG Precipitation		4.2	AT	1.0.0	
PE36	12/21/2020	100	Sorvall	PEG Precipitation		3.4	AT	1.0.0	
PE37	01/03/2021	100	Sorvall	PEG Precipitation		7	MS	1.0.0	
PE38	01/03/2021	100	Sorvall	PEG Precipitation		15	MS	1.0.0	
PE39	01/03/2021	100	Sorvall	PEG Precipitation		6	MS	1.0.0	
PE4	11/09/2020	100	Sorvall	PEG Precipitation		3.4	MS	1.0.0	
PE40	01/03/2021	100	Sorvall	PEG Precipitation		5.5	MS	1.0.0	
PE41	01/03/2021	100	Sorvall	PEG Precipitation		8	MS	1.0.0	
PE42	01/03/2021	100	Sorvall	PEG Precipitation		7	MS	1.0.0	
PE43	01/04/2021	100	Sorvall	PEG Precipitation		6	MS	1.0.0	
PE44	01/04/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE45	01/04/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE46	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE47	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE48	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE49	02/05/2021	100	Sorvall	PEG Precipitation		3	MS	1.0.0	
PE5	11/09/2020	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE50	02/05/2021	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE51	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE52	02/05/2021	100	Sorvall	PEG Precipitation		3	MS	1.0.0	
PE53	02/05/2021	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE54	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE55	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE56	02/05/2021	100	Sorvall	PEG Precipitation		4.5	MS	1.0.0	
PE57	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE58	02/05/2021	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE59	02/05/2021	100	Sorvall	PEG Precipitation		5.5	MS	1.0.0	
PE6	11/13/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE60	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE61	02/05/2021	100	Sorvall	PEG Precipitation		3	MS	1.0.0	
PE62	02/05/2021	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE63	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE64	02/05/2021	100	Sorvall	PEG Precipitation		5.5	MS	1.0.0	
PE65	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE66	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE67	02/05/2021	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE68	02/05/2021	100	Sorvall	PEG Precipitation		5	MS	1.0.0	
PE69	02/19/2021	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE7	11/13/2020	100	Sorvall	PEG Precipitation		3.8	MS	1.0.0	
PE70	02/22/2021	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE71	02/22/2021	100	Sorvall	PEG Precipitation		5	AT	1.0.0	
PE72	02/22/2021	100	Sorvall	PEG Precipitation		5	AT	1.0.0	
PE73	02/22/2021	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE74	02/22/2021	100	Sorvall	PEG Precipitation		6	AT	1.0.0	
PE75	02/22/2021	100	Sorvall	PEG Precipitation		5	AT	1.0.0	
PE76	02/22/2021	100	Sorvall	PEG Precipitation		5	AT	1.0.0	
PE77	02/22/2021	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE78	02/22/2021	100	Sorvall	PEG Precipitation		4	AT	1.0.0	
PE79	03/12/2021	100	Sorvall	PEG Precipitation		5	AHT	1.0.0	
PE8	11/13/2020	100	Sorvall	PEG Precipitation		3.4	MS	1.0.0	
PE80	03/12/2021	100	Sorvall	PEG Precipitation		5	AHT	1.0.0	
PE81	03/12/2021	100	Sorvall	PEG Precipitation		5	AHT	1.0.0	
PE82	03/12/2021	100	Sorvall	PEG Precipitation		5	AHT	1.0.0	
PE83	03/12/2021	100	Sorvall	PEG Precipitation		5	AHT	1.0.0	
PE84	03/19/2021	100	Sorvall	PEG Precipitation		4.2	TD	1.0.0	
PE85	03/19/2021	100	Sorvall	PEG Precipitation		3.4	TD	1.0.0	
PE86	03/19/2021	100	Sorvall	PEG Precipitation		3.6	TD	1.0.0	
PE87	03/19/2021	100	Sorvall	PEG Precipitation		3.6	TD	1.0.0	
PE88	03/19/2021	100	Sorvall	PEG Precipitation		3.5	TD	1.0.0	
PE89	03/26/2021	100	Sorvall	PEG Precipitation		4	MVS	1.0.0	
PE9	11/13/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE90	03/26/2021	100	Sorvall	PEG Precipitation		9	MVS	1.0.0	
PE91	03/26/2021	100	Sorvall	PEG Precipitation		8	MVS	1.0.0	
PE92	03/26/2021	100	Sorvall	PEG Precipitation		4	MVS	1.0.0	
PE93	03/26/2021	100	Sorvall	PEG Precipitation		7	MVS	1.0.0	
PE94	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE95	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE96	04/09/2021	100	Sorvall	PEG Precipitation		6	MVS	1.0.0	
PE97	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE98	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
PE99	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
