assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
E02-0132.a1	E02-0132	5/20/22 8:00	5/21/22 8:00	0.102	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2507.9593875	2507.9593875	968352763.59371	404999.064656508	1.04891651505646	1
L01-0034.a2	L01-0034	2/20/22 9:10	2/21/22 9:10	0.345	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	81690.52812	81690.52812	106685089007.502	189157959.233159	144.841361914894	1
H01-0005.a1	H01-0005	10/2/21 8:00	10/3/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	114796.74458125	114796.74458125	NA	NA	9.56639538177083	1
H01-0021.a1	H01-0021	10/18/21 8:00	10/19/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
E02-0056.a2	E02-0056	3/23/22 8:00	3/24/22 8:00	0.128	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	122312.06910375	122312.06910375	59264170176.7714	24786353.0643126	51.1551941044542	1
C01-0210.a3	C01-0210	6/26/22 7:00	6/27/22 7:00	8.358	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	2127.01492125	2127.01492125	67295469656.3832	1345909.39312766	0.042540298425	1
A01-0058.a1	A01-0058	10/7/21 0:00	10/7/21 23:55	7.245	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	128564.1456	128564.1456	3525909677356.82	72957905.9211392	2.66024138387684	1
A02-0354.a2	A02-0354	2/19/22 9:00	2/21/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4752.978345	2376.4891725	NA	NA	2.71909516304348	1
A03-0301.a3	A03-0301	4/20/22 6:00	4/20/22 14:00	NA	NA	MorgantownHS-01	Human	Internal Control	RNase P	ZooWVU	74971.871679375	224915.615038125	NA	NA	121.510326870948	1
A02-0274.a2	A02-0274	1/8/22 9:00	1/10/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5782.927198125	2891.4635990625	NA	NA	NA	1
C01-0032.a2	C01-0032	11/2/21 7:00	11/3/21 7:00	NA	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	11325.0288475	11325.0288475	NA	NA	0.22650057695	1
A03-0334.a2	A03-0334	4/27/22 6:00	4/27/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	15270.25675125	45810.77025375	NA	NA	66.5854218804506	1
P01-0019.a3	P01-0019	1/25/22 10:00	1/26/22 10:00	0.231	NA	StMarysWWTP-01	Human	Internal Control	RNase P	ZooWVU	9911.732885625	9911.732885625	8667113712.77454	2996927.28657487	3.42729352891598	1
L01-0025.a3	L01-0025	1/14/22 9:00	1/15/22 9:00	0.287	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	2732.09913375	2732.09913375	2968187114.60202	5262743.1109965	4.84414740026596	1
C01-0156.a1	C01-0156	4/18/22 7:00	4/19/22 7:00	12.504	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	14893.13605875	14893.13605875	704933333606.583	14098666.6721317	0.297862721175	1
L01-0001.a3	L01-0001	2/8/22 9:10	2/9/22 9:10	0.249	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	5038.380230625	5038.380230625	4749011392.29373	8420232.96505981	8.93329828125	1
M03-0069.a2	M03-0069	5/2/22 11:00	5/3/22 11:00	0.243	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	24326.643931875	24326.643931875	22376976053.0966	20510518.8387687	22.2975654737626	1
G01-0194.a3	G01-0194	7/5/22 9:00	7/6/22 8:00	0.618	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	6528.14252625	6528.14252625	15271828128.1805	1869714.51128556	0.79923390380142	1
J01-0074.a1	J01-0074	6/20/22 7:30	6/21/22 7:30	0.054	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	88631.20885875	88631.20885875	18117295073.604	25881850.1051486	126.616012655357	1
A02-0158.a1	A02-0158	10/4/21 10:00	10/6/21 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	13803.78276125	6901.891380625	NA	NA	12.1726479376102	1
F01-0022.a2	F01-0022	11/1/21 10:00	11/2/21 10:00	NA	NA	WestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	26222.6335775	26222.6335775	NA	NA	2.53016533939599	1
N03-0060.a3	N03-0060	4/22/22 7:30	4/23/22 10:18	0.65306	NA	SalemWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
N02-0099.a1	N02-0099	5/22/22 7:00	5/23/22 7:00	5.84	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	174852.96964875	174852.96964875	3865438650254.36	145876618.999712	6.59872328661597	1
A02-0185.a3	A02-0185	10/20/21 10:02	10/22/21 10:02	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A03-0138.a1	A03-0138	12/10/21 6:00	12/10/21 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A04-0002.a2	A04-0002	1/26/22 9:00	1/27/22 9:00	0.62	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1526359.963575	1526359.963575	3582296927224.19	1791148463.6121	763.1799817875	1
B01-0009.a2	B01-0009	9/27/21 7:00	9/28/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	47080.56808125	47080.56808125	NA	NA	0.941611361625	1
B01-0137.a1	B01-0137	6/6/22 7:00	6/7/22 7:00	6.58	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	390371.01046875	390371.01046875	9723360269939.4	194467205.398788	7.807420209375	1
A03-0154.a3	A03-0154	12/17/21 6:00	12/17/21 14:00	NA	NA	MountainviewES-01	Human	Internal Control	RNase P	ZooWVU	4438.159970625	13314.479911875	NA	NA	18.3395040108471	1
A02-0125.a2	A02-0125	9/22/21 10:04	9/24/21 10:04	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2526592.445	1263296.2225	NA	NA	1445.41901887872	1
A1036.a2	A1036	4/25/21 12:00	4/25/21 11:59	8.393	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A02-0101.a2	A02-0101	9/11/21 9:00	9/13/21 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	107556.42056875	53778.210284375	NA	NA	NA	1
D01-0093.a3	D01-0093	5/9/22 7:40	5/10/22 7:40	1.3	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	7596.839480625	7596.839480625	37384297779.8585	2199076.33999168	0.446872910625	1
C01-0065.a3	C01-0065	12/22/21 7:00	12/23/21 7:00	6.62	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	6622.17799125	6622.17799125	165947901188.858	3318958.02377715	0.132443559825	1
A02-0550.a3	A02-0550	5/11/22 9:00	5/13/22 9:00	NA	NA	OaklandE-02	Human	Internal Control	RNase P	ZooWVU	6661.6485675	3330.82428375	NA	NA	3.86406529437355	1
A02-0134.a3	A02-0134	9/29/21 9:43	10/1/21 9:44	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	12474.573565	6237.2867825	NA	NA	NA	1
H01-0199.a2	H01-0199	4/25/22 8:00	4/26/22 8:00	1.9	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2889.96847125	2889.96847125	20785459546.4335	1732121.62886946	0.2408307059375	1
G01-0127.a2	G01-0127	3/7/22 9:00	3/8/22 8:00	1.049	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	26708.53852125	26708.53852125	106056804475.107	12984427.5802041	3.26989942718536	1
A01-0001.a2	A01-0001	8/9/21 0:00	8/9/21 23:55	7.6	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	10271.68608875	10271.68608875	295507328602.835	6114619.44634239	0.212541096026113	1
B01-0195.a1	B01-0195	5/29/22 7:00	5/30/22 7:00	8.38	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	158510.4337425	158510.4337425	5028226100722.99	100564522.01446	3.17020867485	1
A1078.a3	A1078	6/24/21 0:00	6/24/21 23:55	7.935	NA	StarCityWWTP-01	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	ZooWVU	0	0	0	0	0	1
A01-0034.a3	A01-0034	9/12/21 0:00	9/12/21 23:55	8.154	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	28036.3370575	28036.3370575	865376116008.417	17906309.3032697	0.580126159938338	1
A02-0261.a3	A02-0261	12/6/21 9:00	12/8/21 9:00	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	14952.466396875	7476.2331984375	NA	NA	NA	1
H01-0256.a2	H01-0256	6/19/22 8:00	6/20/22 8:00	1.6	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	4732.583994375	4732.583994375	28663633245.0353	2388636.10375294	0.39438199953125	1
N02-0105.a2	N02-0105	6/22/22 7:00	6/23/22 7:00	7.86	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	31151.515704375	31151.515704375	926861096231.236	34978530.3129004	1.17561762036286	1
L01-0085.a2	L01-0085	4/27/22 9:00	4/28/22 9:00	0.299	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
H01-0003.a1	H01-0003	9/29/21 8:00	9/30/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	80311.3252	80311.3252	NA	NA	6.69261043333333	1
J01-0066.a1	J01-0066	6/8/22 7:30	6/9/22 7:30	0.1	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	12248.932741875	12248.932741875	4636723249.0421	6623890.35577444	17.4984753455357	1
A02-0106.a3	A02-0106	9/13/21 9:32	9/15/21 9:28	NA	NA	OaklandE-02	Human	Internal Control	RNase P	ZooWVU	43756.03021	21878.015105	NA	NA	25.3805279640371	1
A01-0083.a3	A01-0083	11/7/21 0:00	11/7/21 23:55	7.118	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	12325	12325	332091558783.5	6871618.08441276	0.255028141036252	1
D01-0037.a3	D01-0037	4/18/22 7:20	4/19/22 7:20	1.21	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	18514.989553125	18514.989553125	84805060191.1968	4988532.95242334	1.08911703253676	1
N03-0071.a1	N03-0071	5/6/22 7:30	5/7/22 7:30	0.10263	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0247.a1	H01-0247	6/13/22 8:00	6/14/22 8:00	2.2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	150280.449091875	150280.449091875	1251520852553.12	104293404.379427	12.5233707576562	1
L01-0023.a3	L01-0023	1/16/22 9:00	1/17/22 9:00	0.346	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	13122.441105	13122.441105	17187141645.0142	30473655.3989614	23.2667395478723	1
N02-0068.a2	N02-0068	4/27/22 7:00	4/28/22 7:00	11.86	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5945.353115625	5945.353115625	266916405769.778	10073077.4311185	0.224369881335384	1
A01-0006.a3	A01-0006	8/15/21 0:00	8/15/21 23:55	8.629	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	7676.482345	7676.482345	250746944446.817	5188440.33369511	0.158841299971031	1
A02-0183.a3	A02-0183	10/20/21 9:40	10/22/21 9:40	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
N03-0018.a2	N03-0018	4/1/22 7:30	4/2/22 7:30	0.56103	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	3011.01082125	3011.01082125	6394569712.59311	3450928.06939725	1.62493838167836	1
H01-0086.a1	H01-0086	12/8/21 8:00	12/9/21 8:00	1.5	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	135002.848531875	135002.848531875	766561699291.568	63880141.6076306	11.2502373776562	1
C01-0108.a3	C01-0108	1/17/22 7:00	1/18/22 7:00	7.285	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	5300.25522375	5300.25522375	146163611036.811	2923272.22073622	0.106005104475	1
A02-0266.a2	A02-0266	12/15/21 9:00	12/17/21 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	88427.301511875	44213.6507559375	NA	NA	NA	1
H01-0114.a3	H01-0114	1/31/22 8:00	2/1/22 8:00	1.7	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A01-0212.a1	A01-0212	3/27/22 0:00	3/28/22 0:00	9	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	39320.54134875	39320.54134875	1339599333842.75	27718906.9244071	0.813618220260512	1
P01-0027.a3	P01-0027	3/2/22 9:39	3/3/22 9:30	0.236	NA	StMarysWWTP-01	Human	Internal Control	RNase P	ZooWVU	8894.372161875	8894.372161875	7945847496.76685	2747526.79694566	3.07550904629149	1
H01-0251.a3	H01-0251	6/14/22 8:00	6/15/22 8:00	2.8	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	2495.713365	2495.713365	26452435321.213	2204369.61010109	0.20797611375	1
A01-0228.a3	A01-0228	4/15/22 0:00	4/16/22 0:00	8.1	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	12257.88933	12257.88933	375849208474.27	7777048.67725273	0.253639491185234	1
N03-0082.a1	N03-0082	5/17/22 7:30	5/18/22 7:30	0.5451	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	30651.44497875	30651.44497875	63247018882.3042	34132228.214951	16.5415245433081	1
A03-0330.a1	A03-0330	4/25/22 6:00	4/25/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	176247.204255	528741.612765	NA	NA	768.51978599564	1
A02-0123.a2	A02-0123	9/20/21 10:22	9/22/21 10:22	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	4577.77649	2288.888245	NA	NA	4.0368399382716	1
A03-0306.a2	A03-0306	4/11/22 6:00	4/11/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
G01-0119.a2	G01-0119	4/22/22 9:00	4/23/22 8:00	1.187	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	10896.078211875	10896.078211875	48959148504.3043	5994019.16066409	1.33399586335394	1
A02-0270.a1	A02-0270	12/15/21 9:00	12/17/21 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	2444.904028125	1222.4520140625	NA	NA	NA	1
A02-0350.a1	A02-0350	2/14/22 9:00	2/16/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	91181.64315	45590.821575	NA	NA	52.1634114130435	1
A04-0049.a1	A04-0049	4/4/22 8:00	4/5/22 8:00	0.534	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	413392.60545	413392.60545	835635508386.523	417817754.193261	206.696302725	1
P01-0087.a2	P01-0087	6/13/22 9:30	6/14/22 9:30	0.246	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	114286.858164375	114286.858164375	106425163477.946	36799849.0587641	39.5182773735737	1
L01-0030.a1	L01-0030	2/14/22 9:00	2/15/22 9:00	0.282	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	394145.3221125	394145.3221125	420744463545.362	746000821.888939	698.839223603723	1
D01-0095.a3	D01-0095	5/17/22 7:40	5/18/22 7:40	1.3	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
L01-0006.a2	L01-0006	2/3/22 9:00	2/4/22 9:00	0.576	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	177014.742493125	177014.742493125	385962264795.399	684330256.72943	313.85592640625	1
C01-0063.a3	C01-0063	12/20/21 7:00	12/21/21 7:00	6.831	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	9792.850265625	9792.850265625	253224851156.241	5064497.02312482	0.1958570053125	1
A01-0288.a2	A01-0288	6/24/22 0:00	6/25/22 0:00	6.2	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	326390.973403125	326390.973403125	7660246658705.53	158505352.150007	6.75366192275958	1
B01-0042.a1	B01-0042	1/5/22 7:00	1/6/22 7:00	10.64	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	15041.00645625	15041.00645625	605803043295.247	12116060.8659049	0.300820129125	1
G02-0019.a2	G02-0019	11/29/21 14:00	12/1/21 10:30	NA	NA	PotomacState-01	SARS-CoV-2	Pathogen	N2	ZooWVU	10124.226249375	5062.1131246875	NA	NA	4.24317948423093	1
B01-0193.a1	B01-0193	7/5/22 7:00	7/6/22 7:00	12.5	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	168529.183558125	168529.183558125	7974400709159.52	159488014.18319	3.3705836711625	1
H01-0168.a1	H01-0168	3/26/22 8:00	3/27/22 8:00	1.9	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2715.459800625	2715.459800625	19530344499.3794	1627528.70828161	0.22628831671875	1
R01-0013.a3	R01-0013	5/15/22 9:00	5/16/22 8:30	0.179	NA	HuttonsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0538.a2	A02-0538	5/18/22 9:00	5/20/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
R02-0004.a1	R02-0004	6/20/22 6:00	6/21/22 6:00	1.139	NA	ElkinsWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	172443.640531875	172443.640531875	743504894807.266	56514510.0948059	13.1076041754238	1
N02-0103.a2	N02-0103	7/6/22 7:00	7/7/22 7:00	5.8	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	118687.54327125	118687.54327125	2605829876411.65	98340624.817407	4.4791132640671	1
L01-0083.a2	L01-0083	4/11/22 9:10	4/12/22 9:10	0.337	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5499.510159375	5499.510159375	7015632553.5587	12439064.8112743	9.75090453789893	1
J01-0070.a2	J01-0070	6/14/22 7:30	6/15/22 7:30	0.061	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	28467.83069625	28467.83069625	6573507070.74939	9390724.38678485	40.6683295660714	1
A03-0157.a1	A03-0157	12/20/21 6:00	12/20/21 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
B01-0185.a3	B01-0185	5/26/22 7:00	5/27/22 7:00	9.18	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2356.645584375	2356.645584375	81893584411.0195	1637871.68822039	0.0471329116875	1
A01-0269.a3	A01-0269	6/7/22 0:00	6/8/22 0:00	8.7	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	48609.79600875	48609.79600875	1600869668812.5	33125096.6067807	1.00583090566028	1
H01-0091.a2	H01-0091	12/13/21 8:00	12/14/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	62796.406985625	62796.406985625	NA	NA	5.23303391546875	1
B01-0158.a1	B01-0158	5/3/22 7:00	5/4/22 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	40645.000509375	40645.000509375	NA	NA	0.8129000101875	1
A02-0009.a2	A02-0009	8/12/21 9:55	8/13/21 9:55	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	49699.20009875	24849.600049375	NA	NA	43.8264551135361	1
A02-0137.a1	A02-0137	9/29/21 10:39	10/1/21 10:39	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	72340.13604375	36170.068021875	NA	NA	NA	1
Q01-0003.a1	Q01-0003	5/6/22 8:00	5/7/22 7:00	1.16	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	18693.91914375	18693.91914375	82086412220.4935	18021166.2394058	4.10404371981339	1
N02-0029.a2	N02-0029	2/7/22 7:00	2/8/22 7:00	12.126	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	131712.8370675	131712.8370675	6045867060175.25	228163146.659191	4.97067088336855	1
A02-0546.a1	A02-0546	5/14/22 9:00	5/16/22 8:06	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A03-0141.a3	A03-0141	12/15/21 6:00	12/15/21 14:00	NA	NA	NorthES-01	Human	Internal Control	RNase P	ZooWVU	23252.019440625	69756.058321875	NA	NA	101.389619653888	1
M04-0012.a2	M04-0012	3/6/22 12:45	3/7/22 12:45	0.104	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	14681.8424025	14681.8424025	5779986477.08014	9475387.6673445	24.068594102459	1
G01-0135.a1	G01-0135	3/28/22 9:00	3/29/22 8:00	0.957	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	67261.261730625	67261.261730625	243663160298.713	29831434.9043478	8.23472841951824	1
A02-0409.a2	A02-0409	5/4/22 9:00	5/6/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A01-0037.a1	A01-0037	9/14/21 0:00	9/14/21 23:55	7.905	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	245537.4742375	245537.4742375	7347381381843.43	152031563.107172	5.08064629691897	1
D01-0059.a2.a1	D01-0059	2/28/22 7:40	3/1/22 7:40	1.28	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	149468.166245625	149468.166245625	724221812720.45	42601283.1012029	8.79224507327206	1
D01-0083.a1	D01-0083	5/11/22 7:40	5/12/22 7:40	1.33	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	86676.341596875	86676.341596875	436380302024.821	25669429.5308718	5.09860832922794	1
A02-0195.a1	A02-0195	10/27/21 11:38	10/29/21 11:38	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	8465.24972625	4232.624863125	NA	NA	4.91023766023782	1
N02-0089.a3	N02-0089	5/17/22 7:00	5/18/22 7:00	9.12	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
L01-0109.a3	L01-0109	5/22/22 9:00	5/23/22 9:00	0.353	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	6594.566158125	6594.566158125	8811987248.26167	15624090.8657122	11.6924931881649	1
G01-0184.a1	G01-0184	6/12/22 8:00	6/13/22 8:00	0.762	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	264925.7058	264925.7058	764173540986.192	93556995.7132948	32.4345869000979	1
H01-0129.a1	H01-0129	2/15/22 8:00	2/16/22 8:00	1.9	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	39176.917771875	39176.917771875	281771322975.383	23480943.5812819	3.26474314765625	1
M04-0055.a3	M04-0055	5/9/22 12:00	5/10/22 12:00	0.12	NA	FarmingtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
G01-0016.a3	G01-0016	11/26/21 9:00	11/27/21 8:00	0.686	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	7768.871180625	7768.871180625	20174136781.9129	2469899.21424007	0.951135061291014	1
B01-0101.a2	B01-0101	3/20/22 7:00	3/21/22 7:00	5.6	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	11688.42434625	11688.42434625	247774679065.414	4955493.58130828	0.233768486925	1
B01-0125.a2	B01-0125	3/6/22 7:00	3/7/22 7:00	4.8	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	13336.228725	13336.228725	242318849173.931	4846376.98347862	0.2667245745	1
A01-0095.a1	A01-0095	11/21/21 0:00	11/21/21 23:55	6.506	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	152652.7118925	152652.7118925	3759512282425.17	77791596.6401501	3.1586805142464	1
A02-0341.a2	A02-0341	2/9/22 9:00	2/11/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
J01-0077.a3	J01-0077	6/22/22 7:30	6/23/22 7:30	0.094	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A1015.a3	A1015	3/25/21 12:00	3/25/21 12:00	8.288	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
K01-0073.a2	K01-0073	4/20/22 6:22	4/21/22 6:23	6.083	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	3226.587920625	3226.587920625	74297507612.6694	1546254.06061747	0.067150633103538	1
B01-0134.a3	B01-0134	5/17/22 7:00	5/18/22 7:00	7.66	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2140.047650625	2140.047650625	62053336572.9872	1241066.73145974	0.0428009530125	1
M03-0053.a1	M03-0053	5/26/22 11:00	5/27/22 11:00	0.143	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	323941.944890625	323941.944890625	175354190098.004	160727946.927593	296.92203931313	1
O01-0043.a2	O01-0043	3/2/22 9:00	3/3/22 9:00	1.71	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	17226.8790075	17226.8790075	111510468109.065	18367726.5868992	2.83756860607808	1
C01-0144.a2	C01-0144	4/7/22 7:00	4/8/22 7:00	16.733	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	5084.836335	5084.836335	322079968471.827	6441599.36943654	0.1016967267	1
R02-0007.a1	R02-0007	6/13/22 6:00	6/14/22 6:00	1.4189	NA	ElkinsWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	260328.63015	260328.63015	1398255856135.84	106282749.782292	19.7878253382487	1
