"capacity_mgd","concentration_method","county_names","dashboard_ignore","epaid","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","major_lab_method","major_lab_method_desc","ntc_amplify","num_no_target_control","other_jurisdiction","pasteurized","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","pretreatment","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","site_id","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"2.5","ceres nanotrap","54041","","WV0028088","thermo magmax microbiome ultra nucleic acid isolation kit","1.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","517","copies/L wastewater","ddPCR","10364","no","rna","-1","","","","WV","2025-05-18","07:00","F01-0135","wwtp","","raw wastewater","24-hr time-weighted composite","54041-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-05-28","WV","Weston WWTP","26452"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","6.9","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","30474.950926875","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2022-05-24","00:00","A01-0282","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-01","WV","Star City WWTP","26505"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","3.1689","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","63199.843153125","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-03-02","06:00","R02-0229","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-03-10","WV","Elkins WWTP","26241"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.16","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1980900.113775","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2022-11-02","07:04","D01-0181","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-11-21","WV","CharlesTown WWTP","25414"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","11.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","74990.8719956875","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2025-02-19","12:00","A01-1178","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-03-03","WV","Star City WWTP","26505"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","11.1","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1308","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2025-11-26","12:00","A01-1418","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-12-09","WV","Star City WWTP","26505"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.214","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","21361.610593125","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2023-03-26","09:00","R01-0318","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-03-31","WV","Huttonsville WWTP","26273"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","1.88","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","69860.233089375","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2022-05-19","06:02","O01-0051","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-26","WV","Grafton WWTP","26354"
"0.5","ceres nanotrap","54005","","WV0035939","thermo magmax microbiome ultra nucleic acid isolation kit","0.382","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","192098.772478125","copies/L wastewater","ddPCR","4555","no","rna","-1","","","","WV","2022-05-16","08:00","Q01-0013","wwtp","","raw wastewater","24-hr time-weighted composite","54005-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-20","WV","Madison WWTP","25053"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.20","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","775","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2025-04-21","07:00","D01-0589","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-04-28","WV","CharlesTown WWTP","25414"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.704","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","25678.605556875","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-06-20","07:00","C01-0206","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-30","WV","Wheeling WWTP","26003"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","11.82","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2303","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-06-23","00:00","A1077","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-07-07","WV","Star City WWTP","26505"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","2.6621","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","17141.175838125","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-06-22","08:00","R02-0304","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-07-06","WV","Elkins WWTP","26241"
"0.75","ceres nanotrap","54019","","WV0044041","thermo magmax microbiome ultra nucleic acid isolation kit","0.60","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","23347.5200459361","copies/L wastewater","ddPCR","2626","no","rna","-1","","","","WV","2025-02-23","10:00","U01-0144","wwtp","","raw wastewater","24-hr time-weighted composite","54019-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-03-03","WV","White Oak WWTP","25917"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","73","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2025-10-05","08:00","C01-1005","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-10-10","WV","Wheeling WWTP","26003"
"0.5","ceres nanotrap","54005","","WV0035939","thermo magmax microbiome ultra nucleic acid isolation kit","1.05","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","2831","copies/L wastewater","ddPCR","4555","no","rna","-1","","","","WV","2025-07-20","08:00","Q01-0621","wwtp","","raw wastewater","24-hr time-weighted composite","54005-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-08-05","WV","Madison WWTP","25053"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.27","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","254532.09666","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-07-19","07:00","C01-0192","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-28","WV","Wheeling WWTP","26003"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","9.7","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","2035","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2025-05-22","07:00","C01-0904","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-06-03","WV","Wheeling WWTP","26003"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","363480.28078125","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-02-17","08:00","H01-0501","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-02-28","WV","Moundsville WWTP","26041"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.2","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","34493.25352875","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2021-12-03","08:00","H01-0082","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","Moundsville WWTP","26041"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","1517","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2025-12-21","08:00","C01-1145","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-01-16","WV","Wheeling WWTP","26003"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","17294.15518125","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-05-29","08:00","H01-0600","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-09","WV","Moundsville WWTP","26041"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.6","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","683461.73296875","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-02-10","08:00","H01-0484","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-02-21","WV","Moundsville WWTP","26041"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","6.307","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","196930.511000625","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2023-08-15","06:03","K01-0320","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-08-25","WV","Parkersburg WWTP","26101"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","10195736.27625","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2022-01-26","00:00","A01-0162","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-07","WV","Star City WWTP","26505"
"0.15","ceres nanotrap","54077","","WV0086665","thermo magmax microbiome ultra nucleic acid isolation kit","0.354","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2780","copies/L wastewater","ddPCR","700","no","rna","-1","","","","WV","2022-11-16","07:03","J01-0176","wwtp","","raw wastewater","24-hr time-weighted composite","54077-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-12-02","WV","Alpine Lake","26764"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","3.3","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","17938.8007425","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-12-15","08:00","H01-0435","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-12-29","WV","Moundsville WWTP","26041"
"0.2","ceres nanotrap","54017","","WVG640072","thermo magmax microbiome ultra nucleic acid isolation kit","0.178","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","1980","copies/L wastewater","ddPCR","564","no","rna","-1","","","","WV","2024-06-17","08:00","L01-0573","wwtp","","raw wastewater","24-hr time-weighted composite","54017-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-06-24","WV","West Union WWTP","26456"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","0.97","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","330","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2025-12-07","08:00","O01-0575","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-12-17","WV","Grafton WWTP","26354"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","0.91","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","120744.606260625","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2022-06-09","06:01","O01-0098","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-15","WV","Grafton WWTP","26354"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","9.12","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","77621.350595625","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2022-05-17","07:00","N02-0089","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-20","WV","Clarksburg WWTP","26301"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.593","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","5298094.5968628","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2024-10-20","08:00","A04-0560","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-10-28","WV","Cheat Lake WWTP","26508"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","43147.6409775","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-06-29","08:00","H01-0267","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-14","WV","Moundsville WWTP","26041"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","3.7642","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","19451.468844375","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2023-06-11","08:00","N03-0362","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-21","WV","Salem WWTP","26426"
"0.25","","54049","","WV0024953","","0.111","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1911","copies/L wastewater","ddPCR","1091","no","rna","-1","","","","WV","2026-03-01","08:00","M03-1011","wwtp","","raw wastewater","24-hr time-weighted composite","54049-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-03-10","WV","Mannington WWTP","26582"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","2.68","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","2751","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2025-11-24","08:00","R02-1001","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-12-03","WV","Elkins WWTP","26241"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.203","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","49277.053861875","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2023-02-23","09:00","R01-0158","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-03-03","WV","Huttonsville WWTP","26273"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","2.35","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","207725.6664375","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2022-11-30","08:00","O01-0187","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-12-07","WV","Grafton WWTP","26354"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","10.7","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","30149.8687639832","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2025-06-04","12:00","A01-1264","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-06-17","WV","Star City WWTP","26505"
"0.5","ceres nanotrap","54005","","WV0035939","thermo magmax microbiome ultra nucleic acid isolation kit","0.269","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","8222.2601864487","copies/L wastewater","ddPCR","4555","no","rna","-1","","","","WV","2025-10-08","08:00","Q01-0635","wwtp","","raw wastewater","24-hr time-weighted composite","54005-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-10-20","WV","Madison WWTP","25053"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","100936.970565","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-05-19","08:00","H01-0224","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-01","WV","Moundsville WWTP","26041"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.195","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2684","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2023-07-05","08:00","R01-0346","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-07-13","WV","Huttonsville WWTP","26273"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","9.2","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","264728.194209375","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2022-05-11","00:00","A01-0251","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-16","WV","Star City WWTP","26505"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","6.863","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","258607.20279","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-09-21","07:00","C01-0268","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-09-29","WV","Wheeling WWTP","26003"
